,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
114348,EURO FX - CHICAGO MERCANTILE EXCHANGE,21231,2002-12-31,099741,CME,0,99,98699,35953,6943,541,14561,72690,51055,80174,47644,18525,98699,35953,6943,541,14561,72690,51055,80174,47644,18525,0,0,0,0,0,0,0,0,0,0,    -208,     -62,    -945,     500,    -305,   -1718,     133,   -2163,    -341,    1955,100.0,36.4,7.0,0.5,14.8,73.6,51.7,81.2,48.3,18.8,100.0,36.4,7.0,0.5,14.8,73.6,51.7,81.2,48.3,18.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,40,5,4,17,22,58,31,80,40,5,4,17,22,58,31,0,0,0,0,0,0,0,0,13.7,47.0,21.0,59.7,13.7,46.9,21.0,59.2,13.7,47.0,21.0,59.7,13.7,46.9,21.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114347,EURO FX - CHICAGO MERCANTILE EXCHANGE,30107,2003-01-07,099741,CME,0,99,98275,35647,7490,41,14990,71660,50678,79191,47597,19084,98275,35647,7490,41,14990,71660,50678,79191,47597,19084,0,0,0,0,0,0,0,0,0,0,    -424,    -306,     547,    -500,     429,   -1030,    -377,    -983,     -47,     559,100.0,36.3,7.6,0.0,15.3,72.9,51.6,80.6,48.4,19.4,100.0,36.3,7.6,0.0,15.3,72.9,51.6,80.6,48.4,19.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,36,7,3,15,22,52,31,76,36,7,3,15,22,52,31,0,0,0,0,0,0,0,0,14.1,46.7,22.3,59.3,14.1,46.6,22.3,58.9,14.1,46.7,22.3,59.3,14.1,46.6,22.3,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114346,EURO FX - CHICAGO MERCANTILE EXCHANGE,30114,2003-01-14,099741,CME,0,99,110075,36455,7682,10,24937,83917,61402,91609,48673,18466,110075,36455,7682,10,24937,83917,61402,91609,48673,18466,0,0,0,0,0,0,0,0,0,0,   11800,     808,     192,     -31,    9947,   12257,   10724,   12418,    1076,    -618,100.0,33.1,7.0,0.0,22.7,76.2,55.8,83.2,44.2,16.8,100.0,33.1,7.0,0.0,22.7,76.2,55.8,83.2,44.2,16.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,41,7,1,17,25,58,33,83,41,7,1,17,25,58,33,0,0,0,0,0,0,0,0,18.2,49.6,26.2,61.6,18.2,49.4,26.2,61.3,18.2,49.6,26.2,61.6,18.2,49.4,26.2,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114345,EURO FX - CHICAGO MERCANTILE EXCHANGE,30121,2003-01-21,099741,CME,0,99,113184,35332,6890,632,24410,83678,60374,91200,52810,21984,113184,35332,6890,632,24410,83678,60374,91200,52810,21984,0,0,0,0,0,0,0,0,0,0,    3109,   -1123,    -792,     622,    -527,    -239,   -1028,    -409,    4137,    3518,100.0,31.2,6.1,0.6,21.6,73.9,53.3,80.6,46.7,19.4,100.0,31.2,6.1,0.6,21.6,73.9,53.3,80.6,46.7,19.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,41,7,2,21,24,62,33,84,41,7,2,21,24,62,33,0,0,0,0,0,0,0,0,17.0,47.6,24.1,61.0,17.0,47.4,24.1,60.3,17.0,47.6,24.1,61.0,17.0,47.4,24.1,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114344,EURO FX - CHICAGO MERCANTILE EXCHANGE,30128,2003-01-28,099741,CME,0,99,105577,32375,6039,1034,23265,78061,56674,85134,48903,20443,105577,32375,6039,1034,23265,78061,56674,85134,48903,20443,0,0,0,0,0,0,0,0,0,0,   -7607,   -2957,    -851,     402,   -1145,   -5617,   -3700,   -6066,   -3907,   -1541,100.0,30.7,5.7,1.0,22.0,73.9,53.7,80.6,46.3,19.4,100.0,30.7,5.7,1.0,22.0,73.9,53.7,80.6,46.3,19.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,38,10,3,23,25,62,37,87,38,10,3,23,25,62,37,0,0,0,0,0,0,0,0,15.4,47.3,23.4,60.0,15.4,47.1,23.4,59.8,15.4,47.3,23.4,60.0,15.4,47.1,23.4,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114343,EURO FX - CHICAGO MERCANTILE EXCHANGE,30204,2003-02-04,099741,CME,0,99,108531,37222,6556,594,21625,82247,59441,89397,49090,19134,108531,37222,6556,594,21625,82247,59441,89397,49090,19134,0,0,0,0,0,0,0,0,0,0,    2954,    4847,     517,    -440,   -1640,    4186,    2767,    4263,     187,   -1309,100.0,34.3,6.0,0.5,19.9,75.8,54.8,82.4,45.2,17.6,100.0,34.3,6.0,0.5,19.9,75.8,54.8,82.4,45.2,17.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,42,8,3,25,28,68,38,91,42,8,3,25,28,68,38,0,0,0,0,0,0,0,0,14.7,48.9,21.8,60.4,14.7,48.7,21.8,59.2,14.7,48.9,21.8,60.4,14.7,48.7,21.8,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114342,EURO FX - CHICAGO MERCANTILE EXCHANGE,30211,2003-02-11,099741,CME,0,99,107453,29992,7694,618,23476,77469,54086,85781,53367,21672,107453,29992,7694,618,23476,77469,54086,85781,53367,21672,0,0,0,0,0,0,0,0,0,0,   -1078,   -7230,    1138,      24,    1851,   -4778,   -5355,   -3616,    4277,    2538,100.0,27.9,7.2,0.6,21.8,72.1,50.3,79.8,49.7,20.2,100.0,27.9,7.2,0.6,21.8,72.1,50.3,79.8,49.7,20.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,31,13,8,24,28,61,43,86,31,13,8,24,28,61,43,0,0,0,0,0,0,0,0,15.2,44.7,22.4,56.1,15.2,44.5,22.4,55.6,15.2,44.7,22.4,56.1,15.2,44.5,22.4,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114341,EURO FX - CHICAGO MERCANTILE EXCHANGE,30218,2003-02-18,099741,CME,0,99,108102,31970,6485,259,24629,78293,56858,85037,51244,23065,108102,31970,6485,259,24629,78293,56858,85037,51244,23065,0,0,0,0,0,0,0,0,0,0,     649,    1978,   -1209,    -359,    1153,     824,    2772,    -744,   -2123,    1393,100.0,29.6,6.0,0.2,22.8,72.4,52.6,78.7,47.4,21.3,100.0,29.6,6.0,0.2,22.8,72.4,52.6,78.7,47.4,21.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,35,9,7,27,27,65,40,84,35,9,7,27,27,65,40,0,0,0,0,0,0,0,0,15.4,46.3,23.6,57.4,15.4,45.8,23.6,56.4,15.4,46.3,23.6,57.4,15.4,45.8,23.6,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114340,EURO FX - CHICAGO MERCANTILE EXCHANGE,30225,2003-02-25,099741,CME,0,99,105427,29793,9730,969,26356,74269,57118,84968,48309,20459,105427,29793,9730,969,26356,74269,57118,84968,48309,20459,0,0,0,0,0,0,0,0,0,0,   -2675,   -2177,    3245,     710,    1727,   -4024,     260,     -69,   -2935,   -2606,100.0,28.3,9.2,0.9,25.0,70.4,54.2,80.6,45.8,19.4,100.0,28.3,9.2,0.9,25.0,70.4,54.2,80.6,45.8,19.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,34,11,8,26,27,63,43,85,34,11,8,26,27,63,43,0,0,0,0,0,0,0,0,16.0,44.5,23.7,56.2,16.0,43.8,23.6,55.6,16.0,44.5,23.7,56.2,16.0,43.8,23.6,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114339,EURO FX - CHICAGO MERCANTILE EXCHANGE,30304,2003-03-04,099741,CME,0,99,123014,34972,4997,646,35724,94443,71342,100086,51672,22928,123014,34972,4997,646,35724,94443,71342,100086,51672,22928,0,0,0,0,0,0,0,0,0,0,   17587,    5179,   -4733,    -323,    9368,   20174,   14224,   15118,    3363,    2469,100.0,28.4,4.1,0.5,29.0,76.8,58.0,81.4,42.0,18.6,100.0,28.4,4.1,0.5,29.0,76.8,58.0,81.4,42.0,18.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,39,7,7,32,32,74,43,90,39,7,7,32,32,74,43,0,0,0,0,0,0,0,0,16.8,47.2,24.2,59.6,15.6,47.0,23.0,58.1,16.8,47.2,24.2,59.6,15.6,47.0,23.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114338,EURO FX - CHICAGO MERCANTILE EXCHANGE,30311,2003-03-11,099741,CME,0,99,136246,35344,5078,426,48407,105656,84177,111160,52069,25086,136246,35344,5078,426,48407,105656,84177,111160,52069,25086,0,0,0,0,0,0,0,0,0,0,   13232,     372,      81,    -220,   12683,   11213,   12835,   11074,     397,    2158,100.0,25.9,3.7,0.3,35.5,77.5,61.8,81.6,38.2,18.4,100.0,25.9,3.7,0.3,35.5,77.5,61.8,81.6,38.2,18.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,37,7,6,31,35,69,47,88,37,7,6,31,35,69,47,0,0,0,0,0,0,0,0,17.2,44.1,27.6,61.7,15.2,44.1,24.3,56.2,17.2,44.1,27.6,61.7,15.2,44.1,24.3,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114337,EURO FX - CHICAGO MERCANTILE EXCHANGE,30318,2003-03-18,099741,CME,0,99,78765,18948,5609,291,22407,55066,41646,60966,37119,17799,78765,18948,5609,291,22407,55066,41646,60966,37119,17799,0,0,0,0,0,0,0,0,0,0,  -57481,  -16396,     531,    -135,  -26000,  -50590,  -42531,  -50194,  -14950,   -7287,100.0,24.1,7.1,0.4,28.4,69.9,52.9,77.4,47.1,22.6,100.0,24.1,7.1,0.4,28.4,69.9,52.9,77.4,47.1,22.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,24,7,3,23,23,48,32,69,24,7,3,23,23,48,32,0,0,0,0,0,0,0,0,18.0,47.3,24.6,58.6,18.0,46.7,24.6,58.0,18.0,47.3,24.6,58.6,18.0,46.7,24.6,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114336,EURO FX - CHICAGO MERCANTILE EXCHANGE,30325,2003-03-25,099741,CME,0,99,72434,16336,8742,41,24956,47292,41333,56075,31101,16359,72434,16336,8742,41,24956,47292,41333,56075,31101,16359,0,0,0,0,0,0,0,0,0,0,   -6331,   -2612,    3133,    -250,    2549,   -7774,    -313,   -4891,   -6018,   -1440,100.0,22.6,12.1,0.1,34.5,65.3,57.1,77.4,42.9,22.6,100.0,22.6,12.1,0.1,34.5,65.3,57.1,77.4,42.9,22.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,24,9,2,23,22,48,32,70,24,9,2,23,22,48,32,0,0,0,0,0,0,0,0,21.3,44.9,29.3,55.9,20.7,44.3,28.7,55.3,21.3,44.9,29.3,55.9,20.7,44.3,28.7,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114335,EURO FX - CHICAGO MERCANTILE EXCHANGE,30401,2003-04-01,099741,CME,0,99,75951,16707,6143,153,22378,50451,39238,56747,36713,19204,75951,16707,6143,153,22378,50451,39238,56747,36713,19204,0,0,0,0,0,0,0,0,0,0,    3517,     371,   -2599,     112,   -2578,    3159,   -2095,     672,    5612,    2845,100.0,22.0,8.1,0.2,29.5,66.4,51.7,74.7,48.3,25.3,100.0,22.0,8.1,0.2,29.5,66.4,51.7,74.7,48.3,25.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,22,12,4,23,23,48,36,72,22,12,4,23,23,48,36,0,0,0,0,0,0,0,0,17.5,43.2,24.7,55.3,17.5,42.6,24.7,54.5,17.5,43.2,24.7,55.3,17.5,42.6,24.7,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114334,EURO FX - CHICAGO MERCANTILE EXCHANGE,30408,2003-04-08,099741,CME,0,99,71412,15619,2474,100,19364,48155,35083,50729,36329,20683,71412,15619,2474,100,19364,48155,35083,50729,36329,20683,0,0,0,0,0,0,0,0,0,0,   -4539,   -1088,   -3669,     -53,   -3014,   -2296,   -4155,   -6018,    -384,    1479,100.0,21.9,3.5,0.1,27.1,67.4,49.1,71.0,50.9,29.0,100.0,21.9,3.5,0.1,27.1,67.4,49.1,71.0,50.9,29.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,19,5,3,20,21,41,27,58,19,5,3,20,21,41,27,0,0,0,0,0,0,0,0,19.9,43.1,26.9,54.2,19.9,42.6,26.9,53.4,19.9,43.1,26.9,54.2,19.9,42.6,26.9,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114333,EURO FX - CHICAGO MERCANTILE EXCHANGE,30415,2003-04-15,099741,CME,0,99,77639,16934,2729,100,24520,54713,41554,57542,36085,20097,77639,16934,2729,100,24520,54713,41554,57542,36085,20097,0,0,0,0,0,0,0,0,0,0,    6227,    1315,     255,       0,    5156,    6558,    6471,    6813,    -244,    -586,100.0,21.8,3.5,0.1,31.6,70.5,53.5,74.1,46.5,25.9,100.0,21.8,3.5,0.1,31.6,70.5,53.5,74.1,46.5,25.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,21,6,3,22,24,45,31,64,21,6,3,22,24,45,31,0,0,0,0,0,0,0,0,21.1,42.1,28.7,55.6,21.1,42.0,28.2,55.0,21.1,42.1,28.7,55.6,21.1,42.0,28.2,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114332,EURO FX - CHICAGO MERCANTILE EXCHANGE,30422,2003-04-22,099741,CME,0,99,95982,27788,3401,204,25211,68091,53203,71696,42779,24286,95982,27788,3401,204,25211,68091,53203,71696,42779,24286,0,0,0,0,0,0,0,0,0,0,   18343,   10854,     672,     104,     691,   13378,   11649,   14154,    6694,    4189,100.0,29.0,3.5,0.2,26.3,70.9,55.4,74.7,44.6,25.3,100.0,29.0,3.5,0.2,26.3,70.9,55.4,74.7,44.6,25.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,29,9,4,24,27,55,38,79,29,9,4,24,27,55,38,0,0,0,0,0,0,0,0,18.0,39.0,27.7,52.6,18.0,38.9,27.7,52.0,18.0,39.0,27.7,52.6,18.0,38.9,27.7,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114331,EURO FX - CHICAGO MERCANTILE EXCHANGE,30429,2003-04-29,099741,CME,0,99,103869,31023,3018,166,23951,74592,55140,77776,48729,26093,103869,31023,3018,166,23951,74592,55140,77776,48729,26093,0,0,0,0,0,0,0,0,0,0,    7887,    3235,    -383,     -38,   -1260,    6501,    1937,    6080,    5950,    1807,100.0,29.9,2.9,0.2,23.1,71.8,53.1,74.9,46.9,25.1,100.0,29.9,2.9,0.2,23.1,71.8,53.1,74.9,46.9,25.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,29,10,4,26,27,58,38,82,29,10,4,26,27,58,38,0,0,0,0,0,0,0,0,15.3,39.4,24.5,54.3,15.3,39.3,24.5,53.7,15.3,39.4,24.5,54.3,15.3,39.3,24.5,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114330,EURO FX - CHICAGO MERCANTILE EXCHANGE,30506,2003-05-06,099741,CME,0,99,115082,34554,2584,137,29230,81472,63921,84193,51161,30889,115082,34554,2584,137,29230,81472,63921,84193,51161,30889,0,0,0,0,0,0,0,0,0,0,   11213,    3531,    -434,     -29,    5279,    6880,    8781,    6417,    2432,    4796,100.0,30.0,2.2,0.1,25.4,70.8,55.5,73.2,44.5,26.8,100.0,30.0,2.2,0.1,25.4,70.8,55.5,73.2,44.5,26.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,30,7,4,23,29,56,37,79,30,7,4,23,29,56,37,0,0,0,0,0,0,0,0,17.8,33.5,27.6,50.8,17.7,33.2,27.6,49.6,17.8,33.5,27.6,50.8,17.7,33.2,27.6,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114329,EURO FX - CHICAGO MERCANTILE EXCHANGE,30513,2003-05-13,099741,CME,0,99,100930,28679,3776,277,22984,66704,51940,70757,48990,30173,100930,28679,3776,277,22984,66704,51940,70757,48990,30173,0,0,0,0,0,0,0,0,0,0,  -14152,   -5875,    1192,     140,   -6246,  -14768,  -11981,  -13436,   -2171,    -716,100.0,28.4,3.7,0.3,22.8,66.1,51.5,70.1,48.5,29.9,100.0,28.4,3.7,0.3,22.8,66.1,51.5,70.1,48.5,29.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,27,6,4,24,28,54,35,74,27,6,4,24,28,54,35,0,0,0,0,0,0,0,0,16.8,37.7,24.6,49.3,16.8,37.1,24.6,48.5,16.8,37.7,24.6,49.3,16.8,37.1,24.6,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114328,EURO FX - CHICAGO MERCANTILE EXCHANGE,30520,2003-05-20,099741,CME,0,99,108716,30918,4020,1259,24360,74601,56537,79880,52179,28836,108716,30918,4020,1259,24360,74601,56537,79880,52179,28836,0,0,0,0,0,0,0,0,0,0,    7786,    2239,     244,     982,    1376,    7897,    4597,    9123,    3189,   -1337,100.0,28.4,3.7,1.2,22.4,68.6,52.0,73.5,48.0,26.5,100.0,28.4,3.7,1.2,22.4,68.6,52.0,73.5,48.0,26.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,31,6,7,23,29,57,39,79,31,6,7,23,29,57,39,0,0,0,0,0,0,0,0,16.3,40.1,24.5,53.8,16.3,39.9,24.5,53.4,16.3,40.1,24.5,53.8,16.3,39.9,24.5,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114327,EURO FX - CHICAGO MERCANTILE EXCHANGE,30527,2003-05-27,099741,CME,0,99,110029,31242,7129,801,26381,69677,58424,77607,51605,32422,110029,31242,7129,801,26381,69677,58424,77607,51605,32422,0,0,0,0,0,0,0,0,0,0,    1313,     324,    3109,    -458,    2021,   -4924,    1887,   -2273,    -574,    3586,100.0,28.4,6.5,0.7,24.0,63.3,53.1,70.5,46.9,29.5,100.0,28.4,6.5,0.7,24.0,63.3,53.1,70.5,46.9,29.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,34,12,5,22,27,59,41,84,34,12,5,22,27,59,41,0,0,0,0,0,0,0,0,16.2,39.9,23.5,52.2,15.8,39.9,23.0,51.8,16.2,39.9,23.5,52.2,15.8,39.9,23.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114326,EURO FX - CHICAGO MERCANTILE EXCHANGE,30603,2003-06-03,099741,CME,0,99,115440,35738,5705,335,28438,82589,64511,88629,50929,26811,115440,35738,5705,335,28438,82589,64511,88629,50929,26811,0,0,0,0,0,0,0,0,0,0,    5411,    4496,   -1424,    -466,    2057,   12912,    6087,   11022,    -676,   -5611,100.0,31.0,4.9,0.3,24.6,71.5,55.9,76.8,44.1,23.2,100.0,31.0,4.9,0.3,24.6,71.5,55.9,76.8,44.1,23.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,35,11,5,24,30,62,43,87,35,11,5,24,30,62,43,0,0,0,0,0,0,0,0,16.9,42.3,24.8,55.4,16.4,42.2,24.2,55.1,16.9,42.3,24.8,55.4,16.4,42.2,24.2,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114325,EURO FX - CHICAGO MERCANTILE EXCHANGE,30610,2003-06-10,099741,CME,0,99,136383,32439,6177,852,48533,97488,81824,104517,54559,31866,136383,32439,6177,852,48533,97488,81824,104517,54559,31866,0,0,0,0,0,0,0,0,0,0,   20943,   -3299,     472,     517,   20095,   14899,   17313,   15888,    3630,    5055,100.0,23.8,4.5,0.6,35.6,71.5,60.0,76.6,40.0,23.4,100.0,23.8,4.5,0.6,35.6,71.5,60.0,76.6,40.0,23.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,32,8,7,27,34,61,47,81,32,8,7,27,34,61,47,0,0,0,0,0,0,0,0,17.9,43.3,28.2,55.9,14.8,36.5,23.4,48.6,17.9,43.3,28.2,55.9,14.8,36.5,23.4,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
114324,EURO FX - CHICAGO MERCANTILE EXCHANGE,30617,2003-06-17,099741,CME,0,99,103252,33888,5765,574,19724,73401,54186,79740,49066,23512,103252,33888,5765,574,19724,73401,54186,79740,49066,23512,0,0,0,0,0,0,0,0,0,0,  -33131,    1449,    -412,    -278,  -28809,  -24087,  -27638,  -24777,   -5493,   -8354,100.0,32.8,5.6,0.6,19.1,71.1,52.5,77.2,47.5,22.8,100.0,32.8,5.6,0.6,19.1,71.1,52.5,77.2,47.5,22.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,32,7,4,18,22,51,32,73,32,7,4,18,22,51,32,0,0,0,0,0,0,0,0,18.8,49.7,26.7,61.9,18.8,49.0,26.6,61.2,18.8,49.7,26.7,61.9,18.8,49.0,26.6,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 125,000 EUROS)",099741,CME,99
