,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
128208,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-01-13,23318,2467,4086,    2750,    -556,    1122
128209,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-01-06,20568,3023,2964,    1447,     619,    -965
128210,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-12-30,19121,2404,3929,      31,     -22,     -32
128211,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-12-22,19090,2426,3961,  -26514,   -2780,    1985
128212,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-12-16,45604,5206,1976,   10795,     396,    -240
128213,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-12-09,34809,4810,2216,    1300,     538,    -103
128214,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-12-02,33509,4272,2319,     163,    -396,     485
128215,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-11-25,33346,4668,1834,    1970,      47,    -128
128216,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-11-18,31376,4621,1962,     325,      49,     230
128217,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-11-11,31051,4572,1732,     351,    -324,     791
128218,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-11-04,30700,4896,941,   -2892,     106,   -1546
128219,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-10-28,33592,4790,2487,     937,    1093,     -91
128220,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-10-21,32655,3697,2578,    6501,     915,    -566
128221,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-10-14,26154,2782,3144,    3804,    1360,    1120
128222,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-10-07,22350,1422,2024,     508,     -60,   -1392
128223,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-09-30,21842,1482,3416,    1115,    -408,     -91
128224,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-09-23,20727,1890,3507,  -18926,   -3948,    -912
128225,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-09-16,39653,5838,4419,    8924,    1055,     -49
128226,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-09-09,30729,4783,4468,    1327,    1128,    2158
128227,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-09-02,29402,3655,2310,    -908,    -129,     -12
128228,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-08-26,30310,3784,2322,   -1745,   -1191,    -682
128229,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-08-19,32055,4975,3004,    1996,    1503,   -1683
128230,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-08-12,30059,3472,4687,    -576,     596,   -1120
128231,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-08-05,30635,2876,5807,     534,    -252,    -383
128232,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-07-29,30101,3128,6190,    1664,     177,   -1840
128233,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-07-22,28437,2951,8030,   -1644,    -874,     704
128234,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-07-15,30081,3825,7326,    3754,     103,     115
128235,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-07-08,26327,3722,7211,    1033,   -1133,     450
128236,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-07-01,25294,4855,6761,    -307,    -327,     226
128237,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-06-24,25601,5182,6535,  -26946,     384,   -1029
128238,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-06-17,52547,4798,7564,   14828,     922,    -478
128239,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-06-10,37719,3876,8042,     438,   -1312,     418
128240,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-06-03,37281,5188,7624,    -372,     346,   -1921
128241,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-05-27,37653,4842,9545,     467,   -1172,     866
128242,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-05-20,37186,6014,8679,    -485,      32,     649
128243,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-05-13,37671,5982,8030,    1006,    1327,    -150
128244,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-05-06,36665,4655,8180,    3282,      88,      -5
128245,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-04-29,33383,4567,8185,    1242,      29,     551
128246,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-04-22,32141,4538,7634,     818,     998,   -1006
128247,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-04-15,31323,3540,8640,     478,    -767,    1123
128248,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-04-08,30845,4307,7517,     434,     897,     274
128249,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-04-01,30411,3410,7243,    2722,     227,     537
128250,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-03-25,27689,3183,6706,  -43064,  -10648,   -8773
128251,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-03-18,70753,13831,15479,    9248,    -582,      12
128252,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-03-11,61505,14413,15467,    1452,    -367,     127
128253,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-03-04,60053,14780,15340,    4671,     831,    2990
128254,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-02-26,55382,13949,12350,    -483,     171,     809
128255,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-02-19,55865,13778,11541,    5542,    2163,     895
128256,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-02-12,50323,11615,10646,    3882,      95,    1055
128257,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-02-05,46441,11520,9591,     -78,    1055,   -2035
128258,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-01-29,46519,10465,11626,    2041,     488,    -665
128259,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-01-22,44478,9977,12291,    2962,    3941,    -605
128260,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-01-15,41516,6036,12896,    2276,    1066,    2532
128261,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008-01-08,39240,4970,10364,    1118,     -76,     489
128262,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-12-31,38122,5046,9875,    1333,     683,      14
128263,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-12-24,36789,4363,9861,  -31314,   -4492,   -5644
128264,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-12-18,68103,8855,15505,   11687,   -1560,    1335
128265,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-12-11,56416,10415,14170,    3701,    1198,    -215
128266,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-12-04,52715,9217,14385,     873,    -486,    -453
128267,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-11-27,51842,9703,14838,     840,    -968,     760
128268,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-11-20,51002,10671,14078,    -422,    -596,   -1684
128269,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-11-13,51424,11267,15762,   -7109,   -2103,    4251
128270,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-11-06,58533,13370,11511,    1758,     730,      24
128271,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-10-30,56775,12640,11487,    1815,   -1163,     -41
128272,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-10-23,54960,13803,11528,    6052,       7,    1063
128273,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-10-16,48908,13796,10465,    1155,     491,     712
128274,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-10-09,47753,13305,9753,     684,     504,    -270
128275,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-10-02,47069,12801,10023,    5606,    3737,    -786
128276,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-09-25,41463,9064,10809,  -46912,    1973,  -15251
128277,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-09-18,88375,7091,26060,   15874,     875,     571
128278,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-09-11,72501,6216,25489,    1181,    -255,     718
128279,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-09-04,71320,6471,24771,    3417,    3047,     111
128280,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-08-28,67903,3424,24660,     247,     414,    1009
128281,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-08-21,67656,3010,23651,     130,    -558,    1945
128282,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-08-14,67526,3568,21706,     215,   -1474,    1112
128283,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-08-07,67311,5042,20594,     385,   -1435,   -1022
128284,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-07-31,66926,6477,21616,    -970,   -1212,    1869
128285,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-07-24,67896,7689,19747,    4569,   -1047,    2429
128286,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-07-17,63327,8736,17318,    2880,    1905,     493
128287,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-07-10,60447,6831,16825,   -2037,    -572,      25
128288,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-07-03,62484,7403,16800,    6441,    2052,     721
128289,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-06-26,56043,5351,16079,    4049,    -595,     576
128290,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-06-19,51994,5946,15503,  -23442,     699,    1617
128291,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-06-12,75436,5247,13886,   13735,   -1785,     -71
128292,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-06-05,61701,7032,13957,    -652,    1427,    -585
128293,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-05-29,62353,5605,14542,   -1496,   -2896,     -46
128294,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-05-22,63849,8501,14588,    5594,    2025,    -309
128295,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-05-15,58255,6476,14897,    2431,   -1764,    1710
128296,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-05-08,55824,8240,13187,    1470,     829,    -325
128297,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-05-01,54354,7411,13512,      27,    -269,     223
128298,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-04-24,54327,7680,13289,    2161,    1542,    -814
128299,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-04-17,52166,6138,14103,    3442,    -627,     -14
128300,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-04-10,48724,6765,14117,    2557,    1250,    -160
128301,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-04-03,46167,5515,14277,   -1000,    -433,     333
128302,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-03-27,47167,5948,13944,     161,   -1659,     563
128303,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-03-20,47006,7607,13381,  -28760,   -1300,    5326
128304,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-03-13,75766,8907,8055,   18159,    -856,    -508
128305,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-03-06,57607,9763,8563,    1812,   -3892,    1994
128306,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-02-27,55795,13655,6569,    5333,   -1242,    1165
128307,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-02-20,50462,14897,5404,   -1259,    2289,   -4839
128308,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-02-13,51721,12608,10243,    2771,    -358,     786
128309,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-02-06,48950,12966,9457,   -2683,     -73,    -729
128310,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-01-30,51633,13039,10186,    1706,    -478,   -1072
128311,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-01-23,49927,13517,11258,    3620,     -39,    1332
128312,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-01-16,46307,13556,9926,    1206,    6069,   -1013
128313,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-01-09,45101,7487,10939,     913,    1068,    1069
128314,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2007-01-03,44188,6419,9870,    -696,   -1256,   -1248
128315,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-12-26,44884,7675,11118,   -1674,   -2529,     -62
128316,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-12-19,46558,10204,11180,  -39703,   -3377,    6185
128317,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-12-12,86261,13581,4995,   14961,   -2996,   -1721
128318,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-12-05,71300,16577,6716,    -161,     425,   -1302
128319,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-11-28,71461,16152,8018,   -1953,   -2654,      87
128320,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-11-21,73414,18806,7931,    6230,    4542,      78
128321,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-11-14,67184,14264,7853,    1767,    1550,     250
128322,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-11-07,65417,12714,7603,    6130,    1328,     -50
128323,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-10-31,59287,11386,7653,    4702,     499,    -964
128324,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-10-24,54585,10887,8617,     858,    -191,   -3950
128325,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-10-17,53727,11078,12567,     555,    -861,    -385
128326,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-10-10,53172,11939,12952,    6108,    5515,    -176
128327,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-10-03,47064,6424,13128,    -247,   -1184,     628
128328,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-09-26,47311,7608,12500,   -1218,    -649,    -439
128329,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-09-19,48529,8257,12939,  -18462,     797,      57
128330,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-09-12,66991,7460,12882,   10419,   -1110,    -951
128331,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-09-05,56572,8570,13833,    -209,     362,    -551
128332,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-08-29,56781,8208,14384,   -2343,       6,     580
128333,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-08-22,59124,8202,13804,     181,     870,     672
128334,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-08-15,58943,7332,13132,    -115,     230,   -4976
128335,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-08-08,59058,7102,18108,    3558,     825,    2526
128336,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-08-01,55500,6277,15582,   -1175,   -4256,     -47
128337,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-07-25,56675,10533,15629,    1774,     355,     976
128338,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-07-18,54901,10178,14653,    3708,    2435,     -83
128339,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-07-11,51193,7743,14736,    -825,      24,    2653
128340,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-07-03,52018,7719,12083,     327,    -311,   -2146
128341,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-06-27,51691,8030,14229,     981,    -753,    -770
128342,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-06-20,50710,8783,14999,  -32064,     332,    1042
128343,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-06-13,82774,8451,13957,    6098,   -1652,   -2887
128344,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-06-06,76676,10103,16844,    7106,   -1696,    1614
128345,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-05-30,69570,11799,15230,     878,   -1359,    -310
128346,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-05-23,68692,13158,15540,    5478,    -829,    3772
128347,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-05-16,63214,13987,11768,    -521,   -1261,    2248
128348,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-05-09,63735,15248,9520,     974,     525,   -2355
128349,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-05-02,62761,14723,11875,     703,   -1906,     190
128350,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-04-25,62058,16629,11685,    2155,     467,    -392
128351,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-04-18,59903,16162,12077,     231,    -545,       9
128352,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-04-11,59672,16707,12068,     -60,    -219,    -116
128353,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-04-04,59732,16926,12184,    3281,    1168,     991
128354,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-03-28,56451,15758,11193,     264,    -293,     383
128355,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-03-21,56187,16051,10810,  -34645,    3868,    1571
128356,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-03-14,90832,12183,9239,   15950,   -1095,      51
128357,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-03-07,74882,13278,9188,    6407,    -237,     863
128358,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-02-28,68475,13515,8325,    3072,     451,    -384
128359,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-02-21,65403,13064,8709,    4494,     118,     -66
128360,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-02-14,60909,12946,8775,    -137,   -1601,    -316
128361,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-02-07,61046,14547,9091,   -1716,   -2244,    -425
128362,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-01-31,62762,16791,9516,    1139,    -264,     973
128363,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-01-24,61623,17055,8543,    1213,   -1442,     348
128364,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-01-17,60410,18497,8195,     635,    2419,     170
128365,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-01-10,59775,16078,8025,    1174,    1884,   -2130
128366,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006-01-03,58601,14194,10155,    3346,     162,    1806
128367,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-12-27,55255,14032,8349,     879,    -386,     549
128368,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-12-20,54376,14418,7800,  -29445,   -1385,   -1503
128369,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-12-13,83821,15803,9303,   22963,    -409,     778
128370,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-12-06,60858,16212,8525,    2413,    1113,   -5373
128371,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-11-29,58445,15099,13898,    -384,     582,    -722
128372,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-11-22,58829,14517,14620,    -316,     360,    2133
128373,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-11-15,59145,14157,12487,   -2892,    3087,    -659
128374,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-11-08,62037,11070,13146,    -402,    2252,    -445
128375,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-11-01,62439,8818,13591,    -451,    -193,     437
128376,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-10-25,62890,9011,13154,   -1189,     907,   -2922
128377,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-10-18,64079,8104,16076,    4410,     777,    3837
128378,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-10-11,59669,7327,12239,    3303,   -2125,    2617
128379,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-10-04,56366,9452,9622,     -56,    3934,   -3154
128380,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-09-27,56422,5518,12776,    4694,    -302,     986
128381,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-09-20,51728,5820,11790,  -25032,   -1364,   -5791
128382,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-09-13,76760,7184,17581,   18411,     758,    1307
128383,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-09-06,58349,6426,16274,     381,     362,     157
128384,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-08-30,57968,6064,16117,    1115,    -176,    2517
128385,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-08-23,56853,6240,13600,    2900,    -936,    2718
128386,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-08-16,53953,7176,10882,    5667,       8,    2258
128387,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-08-09,48286,7168,8624,    -936,     488,    1072
128388,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-08-02,49222,6680,7552,    -112,    -172,   -1065
128389,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-07-26,49334,6852,8617,    1622,    -518,    1513
128390,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-07-19,47712,7370,7104,   -2669,     921,   -1681
128391,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-07-12,50381,6449,8785,     342,    -433,     719
128392,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-07-05,50039,6882,8066,     598,      98,     -35
128393,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-06-28,49441,6784,8101,    4582,   -1572,     688
128394,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-06-21,44859,8356,7413,  -30748,    -613,   -4224
128395,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-06-14,75607,8969,11637,   19012,    -288,     164
128396,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-06-07,56595,9257,11473,     917,    -146,   -1494
128397,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-05-31,55678,9403,12967,    1221,    1833,   -4716
128398,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-05-24,54457,7570,17683,   -3875,    2881,   -2689
128399,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-05-17,58332,4689,20372,     503,     187,    2144
128400,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-05-10,57829,4502,18228,    -374,    -288,    -936
128401,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-05-03,58203,4790,19164,   -2760,   -2054,   -1243
128402,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-04-26,60963,6844,20407,    3236,    1512,    2029
128403,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-04-19,57727,5332,18378,    5329,    1117,    1533
128404,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-04-12,52398,4215,16845,   -1247,    -324,    1187
128405,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2005-04-05,53645,4539,15658,   -2130,     553,   -1758
