,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
704,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,133930,91352,15754,   -1834,    -822,    5018
705,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,135764,92174,10736,    7052,    1953,   -1690
706,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,128712,90221,12426,    8009,    8963,   -1209
707,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,120703,81258,13635,    -923,    -821,   -5108
708,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,121626,82079,18743,   27842,   23122,    6683
709,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,93784,58957,12060,   -6295,   -7839,    -165
710,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,100079,66796,12225,  -15040,  -12820,     279
711,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,115119,79616,11946,  -30227,    1069,   -1396
712,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,145346,78547,13342,   27844,    6517,    1327
713,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,117502,72030,12015,    6534,    9028,    2056
714,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,110968,63002,9959,   -4122,    1823,    -301
715,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,115090,61179,10260,  -13224,  -11692,   -2290
716,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,128314,72871,12550,  -14014,  -14455,   -1355
717,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,142328,87326,13905,   -1140,   -1349,    6097
718,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,143468,88675,7808,    -264,   -2914,    1180
719,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-19,143732,91589,6628,   -5301,   -5564,     126
720,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-12,149033,97153,6502,    2925,   -2237,   -1950
721,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-05,146108,99390,8452,    7470,    7599,    2226
722,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-29,138638,91791,6226,   37458,   32165,   -1666
723,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-22,101180,59626,7892,     854,    3274,    -509
724,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-15,100326,56352,8401,  -52539,  -24404,    1340
725,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-08,152865,80756,7061,   17338,     358,   -1484
726,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-03-01,135527,80398,8545,   10186,    7672,    1883
727,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-22,125341,72726,6662,    2868,    1879,    1329
728,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-15,122473,70847,5333,  -12861,  -14894,   -8429
729,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-08,135334,85741,13762,   14343,   14597,    2695
730,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-02-01,120991,71144,11067,    7421,   11959,   -2660
731,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-25,113570,59185,13727,    -744,   -4626,    3424
732,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-18,114314,63811,10303,     394,   -1026,   -1037
733,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-11,113920,64837,11340,   -7642,  -10219,   -1203
734,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-01-04,121562,75056,12543,   -2443,   -1801,       2
735,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-28,124005,76857,12541,    8998,    6982,    3216
736,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-21,115007,69875,9325,    1423,    7205,     433
737,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-14,113584,62670,8892,  -13428,    9120,   -1306
738,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-12-07,127012,53550,10198,    9710,    8756,   -7953
739,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-30,117302,44794,18151,    -696,   -2141,    -313
740,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-23,117998,46935,18464,   -3112,   -5527,    2204
741,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-16,121110,52462,16260,   -9096,  -10521,     893
742,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-09,130206,62983,15367,    4238,   -3838,    -274
743,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-11-02,125968,66821,15641,   -2502,    -612,    3323
744,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-26,128470,67433,12318,   -4787,   -4228,    -162
745,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-19,133257,71661,12480,   -5280,   -8036,     474
746,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-12,138537,79697,12006,    -910,   -2174,    -829
747,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-10-05,139447,81871,12835,    1801,     452,     949
748,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-28,137646,81419,11886,    7933,    3475,   -1734
749,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-21,129713,77944,13620,    9405,    3868,   -3787
750,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-14,120308,74076,17407,   -8038,    4376,    4673
751,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-09-07,128346,69700,12734,   25907,   15439,    2281
752,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-31,102439,54261,10453,   -4995,   -4201,    -992
753,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-24,107434,58462,11445,  -12895,  -12558,   -1878
754,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-17,120329,71020,13323,    6280,    2667,    -660
755,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-10,114049,68353,13983,   14900,    6257,     602
756,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-08-03,99149,62096,13381,    9760,   10814,    2632
757,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-27,89389,51282,10749,    9087,    6029,   -1618
758,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-20,80302,45253,12367,   11820,   10044,     638
759,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-13,68482,35209,11729,    3610,    9324,   -6910
760,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-07-06,64872,25885,18639,    5215,   -2220,    3388
761,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-29,59657,28105,15251,    -683,   -1704,   -2752
762,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-22,60340,29809,18003,    2687,    2080,    2680
763,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-15,57653,27729,15323,  -51303,   -2017,   -5988
764,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-08,108956,29746,21311,   -1816,   -7275,    -665
765,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-06-01,110772,37021,21976,    4299,   -2346,    2132
766,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-25,106473,39367,19844,   -6798,  -11197,    7660
767,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-18,113271,50564,12184,   -1998,   -5591,    5227
768,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-11,115269,56155,6957,  -21168,  -12041,   -4257
769,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-05-04,136437,68196,11214,   -4035,   -7161,    1925
770,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-04-27,140472,75357,9289,  -13895,  -11812,    1024
771,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-04-20,154367,87169,8265,     353,   -1466,     304
772,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-04-13,154014,88635,7961,    2409,    4575,   -2901
773,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-04-06,151605,84060,10862,    8790,    4362,     504
774,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-03-30,142815,79698,10358,     402,   -4550,     449
775,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-03-23,142413,84248,9909,   16112,   10501,    -344
776,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-03-16,126301,73747,10253,   -4507,    3862,    1653
777,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-03-09,130808,69885,8600,   14141,   10779,   -1745
778,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-03-02,116667,59106,10345,    8347,    7224,   -2545
779,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-02-23,108320,51882,12890,    9871,    8567,   -3422
780,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-02-16,98449,43315,16312,   -1194,   -1031,    -428
781,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-02-09,99643,44346,16740,    1217,   -2185,    3480
782,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-02-02,98426,46531,13260,  -14441,  -14566,   -2519
783,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-01-26,112867,61097,15779,  -20219,  -16234,    1299
784,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-01-19,133086,77331,14480,    6116,    4091,     592
785,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-01-12,126970,73240,13888,   18242,   11126,   -1118
786,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2010-01-05,108728,62114,15006,   10263,    8511,   -2066
787,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-12-29,98465,53603,17072,    4277,    4834,     728
788,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-12-22,94188,48769,16344,   -7718,   -5988,    2570
789,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-12-15,101906,54757,13774,  -23356,    4038,    9737
790,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-12-08,125262,50719,4037,    7215,   -4696,   -2940
791,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-12-01,118047,55415,6977,    -719,    1672,   -3202
792,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-11-24,118766,53743,10179,   -5264,   -6892,   -3568
793,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-11-17,124030,60635,13747,   12606,    6233,    6779
794,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-11-09,111424,54402,6968,   -3094,   -1423,    1526
795,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-11-03,114518,55825,5442,    -824,   -3303,    -799
796,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-10-27,115342,59128,6241,   -5248,   -3301,   -2198
797,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-10-20,120590,62429,8439,     915,    2499,    1156
798,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-10-13,119675,59930,7283,    9316,    1901,    -581
799,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-10-06,110359,58029,7864,    6109,    2329,    -138
800,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-29,104250,55700,8002,   -5650,   -5301,   -1475
801,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-22,109900,61001,9477,    5588,    2828,     -95
802,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-15,104312,58173,9572,   -9716,    3344,    3127
803,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-08,114028,54829,6445,   11113,    2862,   -3586
804,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-01,102915,51967,10031,   -3836,   -3373,    2978
805,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-25,106751,55340,7053,    5628,    3548,    -619
806,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-18,101123,51792,7672,   -5773,   -5484,    -758
807,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-11,106896,57276,8430,     384,     976,   -1460
808,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-04,106512,56300,9890,    3118,    2423,    -492
809,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-28,103394,53877,10382,    4915,    2825,   -1882
810,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-21,98479,51052,12264,   10672,    8751,   -4444
811,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-14,87807,42301,16708,    1187,   -2241,    4052
812,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-07,86620,44542,12656,   -4796,   -1806,    1298
813,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-30,91416,46348,11358,   13986,    6568,     946
814,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-23,77430,39780,10412,    4211,   -1453,    1382
815,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-16,73219,41233,9030,  -34408,     267,     -53
816,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-09,107627,40966,9083,   14687,   -1129,   -2268
817,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-02,92940,42095,11351,    2903,     437,    2162
818,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-26,90037,41658,9189,    4968,    3383,     209
819,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-19,85069,38275,8980,     722,   -1209,   -2273
820,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-12,84347,39484,11253,    5138,    5298,     131
821,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-05,79209,34186,11122,    9526,    8438,    2066
822,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-28,69683,25748,9056,     115,     -92,     466
823,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-21,69568,25840,8590,   -4948,   -5801,   -2262
824,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-14,74516,31641,10852,    4016,    2761,      88
825,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-07,70500,28880,10764,    7316,    4286,   -2543
826,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-03-31,63184,24594,13307,    4823,    2340,    -534
827,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-03-24,58361,22254,13841,    7864,    7328,   -1504
828,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-03-17,50497,14926,15345,  -18401,    3277,    -249
