,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
112484,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-08,54011,38732,19030,   -4264,   -4524,   -4169
112485,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-01,58275,43256,23199,    -209,   -1444,     194
112486,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-24,58484,44700,23005,    3239,    1817,    1644
112487,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-17,55245,42883,21361,    1288,    6665,  -14895
112488,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-10,53957,36218,36256,     -54,   -1445,   -1113
112489,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-03,54011,37663,37369,    4768,    4221,    3243
112490,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-27,49243,33442,34126,    1749,    1150,    1517
112491,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-20,47494,32292,32609,   -3038,   -2427,   -2445
112492,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-13,50532,34719,35054,   -9318,   -6740,   -8102
112493,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-06,59850,41459,43156,    6865,    4808,    6169
112494,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-29,52985,36651,36987,    2725,    2625,    1342
112495,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-22,50260,34026,35645,   -2128,   -2698,   -1613
112496,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-15,52388,36724,37258,    1400,    3253,    4376
112497,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-08,50988,33471,32882,   -1163,     706,   -9936
112498,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-01,52151,32765,42818,    1758,    1111,     221
112499,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-25,50393,31654,42597,   -1305,     -33,   -1260
112500,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-18,51698,31687,43857,   -6306,   -9396,    2596
112501,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-11,58004,41083,41261,    5452,    6219,    5916
112502,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-04,52552,34864,35345,    2741,    1943,    2405
112503,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-25,49811,32921,32940,     182,     460,    3097
112504,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-18,49629,32461,29843,    2440,    1481,    5481
112505,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-11,47189,30980,24362,    -425,    -184,   -1713
112506,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-04,47614,31164,26075,   -1230,   -1430,   -2529
112507,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-28,48844,32594,28604,    -924,     258,     509
112508,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-21,49768,32336,28095,    6841,    4729,    4327
112509,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-14,42927,27607,23768,   -3715,   -1554,   -7757
112510,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-07,46642,29161,31525,    2998,    1517,     -67
112511,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-31,43644,27644,31592,      37,    -781,   -1178
112512,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-24,43607,28425,32770,    4285,    2698,    1215
112513,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-17,39322,25727,31555,   -9748,   -8981,    4028
112514,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-10,49070,34708,27527,    2897,    2893,    7275
112515,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-03,46173,31815,20252,    3296,     137,    4551
112516,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-26,42877,31678,15701,    -362,     -10,    -889
112517,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-19,43239,31688,16590,    1888,    1410,     560
112518,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-12,41351,30278,16030,   -2455,   -1963,   -8282
112519,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-05,43806,32241,24312,   -8140,   -4352,  -10657
112520,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-29,51946,36593,34969,   -2260,   -2325,    -949
112521,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-22,54206,38918,35918,    3989,    4960,    3280
112522,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-15,50217,33958,32638,   -9138,   -6145,   -7622
112523,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-08,59355,40103,40260,    5561,    3308,    5650
112524,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-01,53794,36795,34610,     719,   -1067,     797
112525,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-24,53075,37862,33813,  -15163,   -6964,   10885
112526,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-17,68238,44826,22928,   -2413,    1770,    1072
112527,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-10,70651,43056,21856,    3184,     938,   -8114
112528,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-03,67467,42118,29970,   -6463,   -6982,   -7421
112529,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-27,73930,49100,37391,   -1294,   -1329,    -680
112530,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-20,75224,50429,38071,    1030,     638,    3950
112531,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-13,74194,49791,34121,    6853,    -130,    9390
112532,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-06,67341,49921,24731,    3830,    4574,    4575
112533,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-30,63511,45347,20156,    2730,   -1046,    1925
112534,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-23,60781,46393,18231,   -3561,   -3586,   -2045
112535,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-16,64342,49979,20276,   -5138,   -3467,   -3927
112536,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-09,69480,53446,24203,   14050,   13764,     193
112537,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-02,55430,39682,24010,    2690,    3024,    -367
112538,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-25,52740,36658,24377,    1704,     220,    2589
112539,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-18,51036,36438,21788,  -28279,  -21376,    7228
112540,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-11,79315,57814,14560,   -1536,   -4315,   -3619
112541,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-04,80851,62129,18179,  -11847,  -10469,   -8764
112542,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-28,92698,72598,26943,   -2067,   -3075,   -2869
112543,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-21,94765,75673,29812,   14698,   15983,    5275
112544,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-14,80067,59690,24537,   10926,   12135,    9123
112545,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-07,69141,47555,15414,   -1635,   -3073,     150
112546,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-30,70776,50628,15264,   -7490,   -8438,   -5533
112547,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-23,78266,59066,20797,     479,   -1193,   -1069
112548,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-16,77787,60259,21866,   -9721,   -9743,    1365
112549,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-09,87508,70002,20501,   -2387,   -3805,     961
112550,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-02,89895,73807,19540,    6832,    5810,    5961
112551,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-26,83063,67997,13579,   -2630,   -2054,   -2554
112552,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-19,85693,70051,16133,    5745,    8422,  -13710
112553,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-12,79948,61629,29843,    1887,    1700,   -4097
112554,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-05,78061,59929,33940,    8478,    7562,    3907
112555,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-26,69583,52367,30033,   19532,   16310,    6132
112556,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-19,50051,36057,23901,    3815,    7537,   -1986
112557,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-12,46236,28520,25887,   -8857,   -8380,   -8311
112558,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-05,55093,36900,34198,   11459,    6538,   13513
112559,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-29,43634,30362,20685,     906,    -666,   -1852
112560,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-22,42728,31028,22537,   -3839,    -858,   -2618
112561,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-15,46567,31886,25155,    1932,    2482,    1888
112562,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-08,44635,29404,23267,    2042,    5727,  -10688
112563,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-31,42593,23677,33955,    -715,     294,   -2375
112564,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-24,43308,23383,36330,    -162,   -3822,     552
112565,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-18,43470,27205,35778,   -5260,   -8453,    7220
112566,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-11,48730,35658,28558,    5539,    4418,    6536
112567,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-04,43191,31240,22022,    7661,    6590,    4821
112568,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-27,35530,24650,17201,   -3681,   -2785,   -4371
112569,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-20,39211,27435,21572,     818,    -294,    -347
112570,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-13,38393,27729,21919,    1635,     486,   -3167
112571,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-06,36758,27243,25086,   -4268,    3113,   -3910
112572,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-30,41026,24130,28996,   -2767,   -1704,   -2764
112573,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-23,43793,25834,31760,   -2023,   -2328,   -1292
112574,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-16,45816,28162,33052,    3364,    2747,    1874
112575,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-09,42452,25415,31178,   -2741,   -3031,   -1626
112576,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-02,45193,28446,32804,   -2799,   -2578,   -2190
112577,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-25,47992,31024,34994,    7511,    2483,   11349
112578,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-18,40481,28541,23645,  -31694,  -24232,    5507
112579,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-11,72175,52773,18138,    7167,    7486,    8346
112580,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-04,65008,45287,9792,     128,   -1207,    -384
112581,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-28,64880,46494,10176,    -518,   -1762,      91
112582,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-21,65398,48256,10085,    2819,    1782,    1843
112583,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-14,62579,46474,8242,   -3354,   -2615,   -1623
112584,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-07,65933,49089,9865,    -253,    -186,    2640
112585,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-31,66186,49275,7225,   -3368,   -5834,     -48
112586,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-24,69554,55109,7273,     879,     668,     561
112587,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-17,68675,54441,6712,    3750,    2815,   -1765
112588,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-10,64925,51626,8477,    -116,     981,   -3617
112589,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-03,65041,50645,12094,   -1701,   -2873,     601
112590,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-26,66742,53518,11493,   -3221,   -5047,    3695
112591,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-19,69963,58565,7798,  -11347,   -8120,   -6266
112592,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-12,81310,66685,14064,    1206,     813,   -6008
112593,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-05,80104,65872,20072,    3360,    5148,     983
112594,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-29,76744,60724,19089,    2251,    1929,   -6919
112595,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-22,74493,58795,26008,   15114,   14534,    -811
112596,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-15,59379,44261,26819,   13383,   12171,    4758
112597,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-08,45996,32090,22061,     457,     716,    4065
112598,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-05-01,45539,31374,17996,    2395,    4727,    7327
112599,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-24,43144,26647,10669,   -2615,   -3687,   -2276
112600,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-17,45759,30334,12945,    -896,   -1702,    -252
112601,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-10,46655,32036,13197,    2061,    2009,    1743
112602,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-04-03,44594,30027,11454,   -7332,   -9061,    1997
112603,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-27,51926,39088,9457,   -8622,   -7716,   -1653
112604,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-20,60548,46804,11110,   -2377,     174,   -1476
112605,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-13,62925,46630,12586,    9940,    8233,    1905
112606,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-03-06,52985,38397,10681,    4387,     982,   -1341
112607,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-28,48598,37415,12022,   -2050,    -196,    3423
112608,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-21,50648,37611,8599,   -1349,    -704,   -1901
112609,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-14,51997,38315,10500,   -1365,   -1316,    3666
112610,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-02-07,53362,39631,6834,   -1584,   -3331,    2627
112611,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-31,54946,42962,4207,   -9202,   -7885,     283
112612,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-24,64148,50847,3924,   -4335,    -989,   -3154
112613,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-17,68483,51836,7078,    -541,    -808,    -979
112614,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-10,69024,52644,8057,    2971,    1882,    -868
112615,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-01-03,66053,50762,8925,    1407,   -1475,    -738
112616,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-27,64646,52237,9663,   -2416,     412,   -1185
112617,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-20,67062,51825,10848,     522,    5139,    -203
112618,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-13,66540,46686,11051,    9168,    6547,    3065
112619,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-12-06,57372,40139,7986,   -1269,    1263,    -184
112620,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-29,58641,38876,8170,    4199,    7207,    1829
112621,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-22,54442,31669,6341,   -2863,    -959,   -3757
112622,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-15,57305,32628,10098,   -2556,   -2649,   -3176
112623,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-08,59861,35277,13274,   -3778,   -2498,    -678
112624,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-11-01,63639,37775,13952,    -308,   -5721,    2566
112625,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-25,63947,43496,11386,   -4059,   -3700,    5941
112626,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-18,68006,47196,5445,   -1661,   -3313,    1822
112627,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-11,69667,50509,3623,   -2854,     862,   -5692
112628,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-10-04,72521,49647,9315,    3890,    2238,     326
112629,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-27,68631,47409,8989,    6179,    2901,   -1271
112630,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-20,62452,44508,10260,    -350,    7210,  -15367
112631,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-13,62802,37298,25627,   12236,   11096,   -2306
112632,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-09-06,50566,26202,27933,   -5104,   -4823,   -6074
112633,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-30,55670,31025,34007,   -2231,   -1165,    -744
112634,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-23,57901,32190,34751,    3322,    2366,    3680
112635,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-16,54579,29824,31071,   -2768,   -4337,     211
112636,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-09,57347,34161,30860,   -3182,   -2721,   -5544
112637,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-08-02,60529,36882,36404,    -334,   -2661,    -811
112638,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-26,60863,39543,37215,   14258,    8514,   15378
112639,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-19,46605,31029,21837,   -3272,    -832,   -2434
112640,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-12,49877,31861,24271,    2484,   -1067,    -936
112641,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-07-05,47393,32928,25207,   -3026,   -2615,    2396
112642,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-28,50419,35543,22811,    4140,    4409,   -3380
112643,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-21,46279,31134,26191,   -7494,   -5930,   -4902
112644,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-14,53773,37064,31093,   -9052,    3043,    -844
112645,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-06-07,62825,34021,31937,    7031,    5591,    8294
112646,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-31,55794,28430,23643,   -6039,   -4336,   -6638
112647,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-24,61833,32766,30281,    6042,    4597,     842
112648,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-17,55791,28169,29439,    3429,    2576,    -717
112649,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-10,52362,25593,30156,   -1539,   -2014,   -4567
112650,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-05-03,53901,27607,34723,    2208,    2147,     774
112651,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-26,51693,25460,33949,    1534,    3032,    1092
112652,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-19,50159,22428,32857,     316,   -3051,   -2403
112653,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-12,49843,25479,35260,    -466,    1128,    -790
112654,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-04-05,50309,24351,36050,   -2606,   -3070,   -5284
112655,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-29,52915,27421,41334,      93,     113,     417
112656,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-22,52822,27308,40917,    1675,    2137,     252
112657,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-15,51147,25171,40665,   -1557,   -8632,     189
112658,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-08,52704,33803,40476,    6299,    4500,    4085
112659,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-03-01,46405,29303,36391,    6070,    3899,    4963
112660,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-22,40335,25404,31428,     283,    1046,    1310
112661,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-15,40052,24358,30118,   -3987,   -2667,   -4305
112662,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-08,44039,27025,34423,    1567,     910,    4683
112663,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-02-01,42472,26115,29740,    3282,    1857,    6906
112664,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-25,39190,24258,22834,    6176,    4032,    7818
112665,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-18,33014,20226,15016,   -3524,   -3711,    1136
112666,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-11,36538,23937,13880,    8861,    5331,   -5994
112667,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2011-01-04,27677,18606,19874,    1279,    2523,    8473
112668,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-28,26398,16083,11401,    -691,     145,     -63
112669,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-21,27089,15938,11464,    1887,    -384,     255
112670,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-14,25202,16322,11209,   -9869,   -3722,     625
112671,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-12-07,35071,20044,10584,     636,     -71,    1197
112672,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-30,34435,20115,9387,     686,   -2376,    -801
112673,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-23,33749,22491,10188,     936,     846,    -630
112674,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-16,32813,21645,10818,   -5558,   -4479,   -8991
112675,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-09,38371,26124,19809,   -1895,   -1788,    -117
112676,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-11-02,40266,27912,19926,    1681,    3896,    1760
112677,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-26,38585,24016,18166,     840,    1227,   -1442
112678,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-19,37745,22789,19608,    2761,    3203,   -1470
112679,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-12,34984,19586,21078,     398,     457,     369
112680,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-10-05,34586,19129,20709,    1439,   -1679,    1285
112681,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-28,33147,20808,19424,    4446,     948,    3201
112682,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-21,28701,19860,16223,    3816,    1686,    3776
112683,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-14,24885,18174,12447,     646,     912,    9533
112684,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-09-07,24239,17262,2914,    -111,      69,     694
112685,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-31,24350,17193,2220,   -4629,   -4191,   -3441
112686,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-24,28979,21384,5661,   -3000,   -4177,   -1153
112687,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-17,31979,25561,6814,    3195,    3212,     -27
112688,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-10,28784,22349,6841,    5873,    6705,    3572
112689,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-08-03,22911,15644,3269,     354,    -844,     733
112690,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-27,22557,16488,2536,   -1619,   -1188,    -680
112691,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-20,24176,17676,3216,   -1413,   -1379,   -1580
112692,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-13,25589,19055,4796,   -2409,   -2033,      26
112693,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-07-06,27998,21088,4770,   -2263,   -1147,    1772
112694,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-29,30261,22235,2998,   -1792,   -1529,     -85
112695,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-22,32053,23764,3083,    -276,    -936,     345
112696,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-15,32329,24700,2738,   -5919,    -891,   -2111
112697,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-08,38248,25591,4849,    1971,    2257,     687
112698,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-06-01,36277,23334,4162,   -1675,   -1149,    1024
112699,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-25,37952,24483,3138,   -1593,   -2311,     240
112700,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-18,39545,26794,2898,   -3279,   -2652,    -463
112701,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-11,42824,29446,3361,   -5693,   -5666,   -2082
112702,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-05-04,48517,35112,5443,    1463,    2019,   -1905
112703,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-27,47054,33093,7348,    2496,    1708,     943
112704,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-20,44558,31385,6405,   -2208,   -1792,     904
112705,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-13,46766,33177,5501,   -3386,   -2069,     409
112706,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-04-06,50152,35246,5092,  -10267,  -10766,   -5757
112707,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-30,60419,46012,10849,    9016,    7658,    4692
112708,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-23,51403,38354,6157,    4483,    3752,     335
112709,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-16,46920,34602,5822,  -11201,   -5878,    1287
112710,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-09,58121,40480,4535,    2419,   -2524,    -396
112711,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-03-02,55702,43004,4931,   -1873,    -649,    -330
112712,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-23,57575,43653,5261,   -1158,   -2075,   -2885
112713,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-16,58733,45728,8146,    -206,     -35,    3372
112714,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-09,58939,45763,4774,   -8344,   -7562,   -6112
112715,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-02-02,67283,53325,10886,    7953,    9173,    4280
