,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
112943,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-20,12289,7555,2435,   -5860,    3337,   -1752
112944,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-13,18149,4218,4187,   -2717,   -1662,   -7048
112945,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-06,20866,5880,11235,    3369,    -632,    8713
112946,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-30,17497,6512,2522,   -2672,     670,    -850
112947,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-23,20169,5842,3372,     902,     615,     273
112948,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-16,19267,5227,3099,   -7183,   -7888,     438
112949,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-09,26450,13115,2661,     718,    1475,     256
112950,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-02,25732,11640,2405,   -2691,   -4704,     717
112951,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-07-26,28423,16344,1688,    -615,   -1131,     -53
112952,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-07-19,29038,17475,1741,     986,     529,     338
112953,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-07-12,28052,16946,1403,   -5769,   -6499,   -1174
112954,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-07-05,33821,23445,2577,    2586,    1934,     376
112955,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-06-28,31235,21511,2201,    2051,    2591,     409
112956,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-06-21,29184,18920,1792,     502,    -567,    -731
112957,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-06-14,28682,19487,2523,   -6973,    1476,     560
112958,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-06-07,35655,18011,1963,    6357,     294,    -393
112959,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-05-31,29298,17717,2356,    1246,     922,    -189
112960,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-05-24,28052,16795,2545,    1874,    1502,   -1046
112961,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-05-17,26178,15293,3591,    5271,    6514,   -1774
112962,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-05-10,20907,8779,5365,    1323,     358,     661
112963,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-05-03,19584,8421,4704,    2202,    1509,      33
112964,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-04-26,17382,6912,4671,     669,    -195,     248
112965,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-04-19,16713,7107,4423,   -1031,     -88,    -726
112966,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-04-12,17744,7195,5149,      -9,    1268,    -221
112967,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-04-05,17753,5927,5370,    -326,     720,   -2647
112968,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-03-29,18079,5207,8017,   -1981,      46,   -4131
112969,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-03-22,20060,5161,12148,   -5181,   -1752,   -7000
112970,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-03-15,25241,6913,19148,   -5972,    -983,    2595
112971,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-03-08,31213,7896,16553,    7776,     454,    2113
112972,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-03-01,23437,7442,14440,    1898,     415,    1616
112973,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-02-22,21539,7027,12824,    4540,     952,    6087
112974,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-02-15,16999,6075,6737,   -1659,    -204,   -1095
112975,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-02-08,18658,6279,7832,    -753,     347,   -1994
112976,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-02-01,19411,5932,9826,     449,     956,    -146
112977,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-01-25,18962,4976,9972,    1536,     679,    -249
112978,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-01-18,17426,4297,10221,    -724,    -611,     143
112979,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-01-11,18150,4908,10078,   -3939,    -759,   -4454
112980,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-01-04,22089,5667,14532,   -5281,    -693,   -4747
112981,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-12-28,27370,6360,19279,    3325,     561,    1703
112982,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-12-21,24045,5799,17576,    -766,     445,   -1393
112983,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-12-14,24811,5354,18969,   -4214,    -350,   -2367
112984,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-12-07,29025,5704,21336,     -66,    -708,      62
112985,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-11-30,29091,6412,21274,    1511,    1094,    2184
112986,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-11-23,27580,5318,19090,     -35,      38,    -433
112987,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-11-16,27615,5280,19523,    -811,   -2344,   -2762
112988,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-11-09,28426,7624,22285,    2552,    1465,    2901
112989,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-11-02,25874,6159,19384,    1095,     594,    2836
112990,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-10-26,24779,5565,16548,      35,     -73,     649
112991,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-10-19,24744,5638,15899,     362,    -174,    -431
112992,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-10-12,24382,5812,16330,     665,      90,     252
112993,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-10-05,23717,5722,16078,    3518,     542,    2147
112994,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-09-28,20199,5180,13931,    3259,     120,    1788
112995,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-09-21,16940,5060,12143,    3048,     859,    2959
112996,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-09-14,13892,4201,9184,   -2480,     760,    3184
112997,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-09-07,16372,3441,6000,    1781,    -303,     -37
112998,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-08-31,14591,3744,6037,       7,     293,       5
112999,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-08-24,14584,3451,6032,    -559,     -74,   -1294
113000,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-08-17,15143,3525,7326,    1018,     207,    2050
113001,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-08-10,14125,3318,5276,    -209,    -162,    -304
113002,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-08-03,14334,3480,5580,    -747,       1,   -1289
113003,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-07-27,15081,3479,6869,   -2966,   -1970,   -3951
113004,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-07-20,18047,5449,10820,    1645,     645,    1821
113005,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-07-13,16402,4804,8999,    1085,     370,     256
113006,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-07-06,15317,4434,8743,    3393,     541,    4689
113007,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-06-29,11924,3893,4054,    1403,    1132,    -361
113008,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-06-22,10521,2761,4415,     320,     221,    -269
113009,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-06-15,10201,2540,4684,   -2526,   -1889,   -1390
113010,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-06-08,12727,4429,6074,     665,    -200,    1024
113011,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-06-01,12062,4629,5050,    1244,   -1107,    3034
113012,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-05-25,10818,5736,2016,   -2566,   -1334,    -299
113013,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-05-18,13384,7070,2315,   -2460,   -2043,     -98
113014,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-05-11,15844,9113,2413,    4788,    6616,   -1627
113015,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-05-04,11056,2497,4040,   -1205,    -218,   -1410
113016,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-04-27,12261,2715,5450,    -155,     271,     261
113017,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-04-20,12416,2444,5189,   -2185,    -240,   -1330
113018,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-04-12,14601,2684,6519,     -98,     343,    -216
113019,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-04-06,14699,2341,6735,    3816,    -543,    2019
113020,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-03-30,10883,2884,4716,     190,      52,     216
113021,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-03-23,10693,2832,4500,    -121,     440,     182
113022,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-03-16,10814,2392,4318,   -4351,     -26,    -920
113023,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-03-09,15165,2418,5238,    -348,    1181,   -1453
113024,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-03-02,15513,1237,6691,   -2809,   -2211,   -2894
113025,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-02-24,18322,3448,9585,   -5991,   -1022,   -4502
113026,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-02-17,24313,4470,14087,    5504,    1249,    4225
113027,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-02-10,18809,3221,9862,     266,     406,    -212
113028,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-02-03,18543,2815,10074,     788,     214,     766
113029,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-01-27,17755,2601,9308,   -1196,    -349,    -932
113030,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-01-20,18951,2950,10240,   -3646,   -1811,   -2618
113031,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-01-13,22597,4761,12858,    -549,    -579,   -1232
113032,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2004-01-06,23146,5340,14090,    -680,     -17,    -625
113033,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-12-30,23826,5357,14715,    2379,     670,    2070
113034,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-12-22,21447,4687,12645,     520,     295,       4
113035,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-12-16,20927,4392,12641,   -1318,   -1093,     780
113036,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-12-09,22245,5485,11861,     279,    -595,    -836
113037,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-12-02,21966,6080,12697,    1463,    1357,     980
113038,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-11-25,20503,4723,11717,   -3787,    -857,   -3064
113039,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-11-18,24290,5580,14781,    6470,    1357,    4598
113040,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-11-11,17820,4223,10183,   -2214,    -305,   -2018
113041,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-11-04,20034,4528,12201,   -3456,   -1529,   -1992
113042,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-10-28,23490,6057,14193,    1817,     303,    1480
113043,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-10-21,21673,5754,12713,    -717,   -1339,    -606
113044,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-10-14,22390,7093,13319,    1273,     -95,    1426
113045,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-10-07,21117,7188,11893,     567,    -811,     115
113046,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-09-30,20550,7999,11778,    3948,     -99,    3695
113047,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-09-23,16602,8098,8083,    4807,    3391,    3761
113048,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-09-16,11795,4707,4322,   -2261,     500,     460
113049,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-09-09,14056,4207,3862,    1335,      95,     286
113050,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-09-02,12721,4112,3576,     499,     316,     308
113051,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-08-26,12222,3796,3268,    -130,    -309,   -1818
113052,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-08-19,12352,4105,5086,     549,    -377,     367
113053,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-08-05,11803,4482,4719,    -775,   -1113,      83
113054,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-07-29,12578,5595,4636,     330,    1402,    -446
113055,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-07-22,12248,4193,5082,     917,   -1043,    -960
113056,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-07-15,11331,5236,6042,   -1062,   -1193,    -927
113057,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-07-08,12393,6429,6969,   -2530,    -382,   -1856
113058,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-07-01,14923,6811,8825,     319,    1023,    1176
113059,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-06-24,14604,5788,7649,   -3812,    1183,    -624
113060,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-06-17,18416,4605,8273,   -1285,   -1626,   -1159
113061,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-06-10,19701,6231,9432,    1153,     316,     390
113062,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-06-03,18548,5915,9042,    -176,    -434,     410
113063,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-05-27,18724,6349,8632,    -646,     -61,    -119
113064,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-05-20,19370,6410,8751,     938,     478,     738
113065,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-05-13,18432,5932,8013,   -1082,    -773,   -1246
113066,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-05-06,19514,6705,9259,    4694,    2296,    2992
113067,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-04-29,14820,4409,6267,    1225,     634,     398
113068,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-04-22,13595,3775,5869,.,.,.
113069,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-04-01,11184,2700,3655,   -1410,     251,   -2440
113070,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-03-25,12594,2449,6095,    -722,    -336,     642
113071,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-03-18,13316,2785,5453,   -8846,   -3481,   -5751
113072,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-03-11,22162,6266,11204,    1566,     483,     242
113073,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-03-04,20596,5783,10962,    2027,     861,    1242
113074,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-02-25,18569,4922,9720,    -544,      14,    -269
113075,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-02-14,19113,4908,9989,    -144,      -2,    -177
113076,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-02-11,19257,4910,10166,   -2304,   -1585,   -1641
113077,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-02-04,21561,6495,11807,    -283,      -2,    -232
113078,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-01-28,21844,6497,12039,     216,     388,     210
113079,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-01-21,21628,6109,11829,    -248,    -305,    -200
113080,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-01-14,21876,6414,12029,     -36,      90,    -308
113081,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2003-01-07,21912,6324,12337,     709,    -342,     352
113082,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-12-31,21203,6666,11985,   -1258,    -359,   -1033
113083,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-12-23,22461,7025,13018,    -703,    -379,    -435
113084,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-12-17,23164,7404,13453,    5086,    1291,    4626
113085,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-12-10,18078,6113,8827,    3329,     864,     764
113086,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-12-03,14749,5249,8063,   -2688,    -896,   -2482
113087,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-11-26,17437,6145,10545,   -2711,    -865,   -2204
113088,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-11-19,20148,7010,12749,    -701,    -714,    -468
113089,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-11-12,20849,7724,13217,    4502,     197,    3520
113090,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-11-05,16347,7527,9697,    4069,    1513,    2422
113091,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-10-29,12278,6014,7275,    1553,     246,    4077
113092,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-10-22,10725,5768,3198,     337,    -243,    -877
113093,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-10-15,10388,6011,4075,     446,    1540,     -63
113094,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-10-08,9942,4471,4138,    -306,    -254,   -1213
113095,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-10-01,10248,4725,5351,     145,     265,      -1
113096,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-09-24,10103,4460,5352,     -37,     -18,     128
113097,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-09-17,10140,4478,5224,    -920,    -689,    -254
113098,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-09-10,11060,5167,5478,   -1402,    -119,    -686
113099,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-09-03,12462,5286,6164,    1826,     616,    1223
113100,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-08-27,10636,4670,4941,    -143,      83,      77
113101,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-08-13,10779,4587,4864,    -148,    -112,     -80
113102,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-08-06,10927,4699,4944,    -821,    -938,    -129
113103,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-07-23,11748,5637,5073,    -616,    -298,     141
113104,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-07-16,12364,5935,4932,    -211,     263,    -207
113105,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-07-09,12575,5672,5139,     -35,    -361,    -136
113106,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-07-02,12610,6033,5275,     435,     236,     441
113107,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-25,12175,5797,4834,   -1409,    -117,   -1521
113108,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-18,13584,5914,6355,   -2351,    -749,     286
113109,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-11,15935,6663,6069,    2790,     155,    -265
113110,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-04,13145,6508,6334,     357,     383,    -774
113111,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-28,12788,6125,7108,     100,     -91,     -71
113112,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-21,12688,6216,7179,     532,     -70,     577
113113,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-14,12156,6286,6602,   -2679,    -467,   -1937
113114,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-07,14835,6753,8539,    -123,     370,     128
113115,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-04-30,14958,6383,8411,    4309,     565,    3981
113116,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-04-23,10649,5818,4430,.,.,.
113117,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-03-12,9799,4002,1603,    -260,      35,     272
113118,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-03-05,10059,3967,1331,    -836,    -517,     152
113119,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-26,10895,4484,1179,    1171,    1270,    -712
113120,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-19,9724,3214,1891,     -67,     393,    1057
113121,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-12,9791,2821,834,   -1852,   -1974,    -280
113122,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-05,11643,4795,1114,      82,    -326,     195
113123,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-01-29,11561,5121,919,.,.,.
113124,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-08-28,8856,3522,2066,       2,    -181,      77
113125,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-08-21,8854,3703,1989,.,.,.
113126,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-31,8451,3839,973,      67,      30,    -263
113127,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-24,8384,3809,1236,    -625,     155,     748
113128,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-17,9009,3654,488,   -1751,   -2852,    -431
113129,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-10,10760,6506,919,     917,    1120,    -154
113130,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-03,9843,5386,1073,    1746,    2332,     554
113131,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-26,8097,3054,519,     250,     200,    -147
113132,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-19,7847,2854,666,   -1930,   -2645,   -2115
113133,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-12,9777,5499,2781,     779,     517,      65
113134,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-05,8998,4982,2716,    -244,    -179,    -366
113135,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-05-29,9242,5161,3082,     667,     491,     699
113136,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-05-22,8575,4670,2383,.,.,.
113137,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-03-27,7222,1129,1910,     185,    -490,     461
113138,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-02-06,7602,1573,1701,     266,     111,     171
113139,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-30,7336,1462,1530,     219,      25,     128
113140,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-23,7117,1437,1402,     -59,    -654,    -364
113141,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-16,7176,2091,1766,      98,      19,      -9
113142,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-09,7078,2072,1775,       3,     -58,      90
113143,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-02,7075,2130,1685,     420,      67,     128
113144,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-12-26,6655,2063,1557,      66,     517,     248
113145,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-12-19,6589,1546,1309,     523,     174,     320
113146,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-31,6499,2135,1245,     -55,      38,     233
113147,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-24,6554,2097,1012,    -141,     132,      14
113148,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-17,6695,1965,998,     629,     173,     318
113149,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-09-19,7692,2398,980,    3451,      48,     318
113150,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-09-05,7463,2363,627,     259,     203,       5
113151,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-29,7204,2160,622,      50,     130,     -17
113152,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-22,7154,2030,639,     876,     311,    -159
113153,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-15,6278,1719,798,    -145,     400,     250
113154,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-08,6423,1319,548,     -66,     151,    -206
113155,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-01,6489,1168,754,     353,      31,     241
113156,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-23,7897,2577,1961,     156,    -373,     367
113157,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-16,7741,2950,1594,    -245,     -70,    -297
113158,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-09,7986,3020,1891,    -999,    -448,   -1410
113159,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-02,8985,3468,3301,     472,     486,    1097
113160,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-25,8513,2982,2204,     739,     453,     687
113161,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-18,7774,2529,1517,     471,     715,     620
