,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
103800,GOLD - COMMODITY EXCHANGE INC.,931102,1993-11-02,088691,CMX,1,88,146843,37080,11946,9599,56427,97575,103106,119120,43737,27723,80929,33679,12822,284,18104,52647,52067,65753,28862,15176,65914,5694,1417,7022,38323,44928,51039,53367,14875,12547,   -7942,   -4325,    1585,     -27,    -534,  -11240,   -4886,   -9682,   -3056,    1740,100.0,25.3,8.1,6.5,38.4,66.4,70.2,81.1,29.8,18.9,100.0,41.6,15.8,0.4,22.4,65.1,64.3,81.2,35.7,18.8,100.0,8.6,2.1,10.7,58.1,68.2,77.4,81.0,22.6,19.0,117,35,22,10,38,43,79,70,101,29,22,2,26,31,56,54,45,9,6,5,21,26,33,34,23.6,32.2,36.1,44.3,17.5,24.5,25.4,31.9,29.9,41.4,39.8,51.7,29.5,40.6,39.4,50.8,36.4,35.1,53.1,53.1,14.2,17.9,19.7,21.7,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103799,GOLD - COMMODITY EXCHANGE INC.,931109,1993-11-09,088691,CMX,1,88,154670,44920,13504,8338,48124,104921,101382,126763,53288,27907,85727,39834,13674,175,10424,58114,50433,71963,35294,13764,68943,6857,1601,6392,37700,46807,50949,54800,17994,14143,    7827,    7840,    1558,   -1261,   -8303,    7346,   -1724,    7643,    9551,     184,100.0,29.0,8.7,5.4,31.1,67.8,65.5,82.0,34.5,18.0,100.0,46.5,16.0,0.2,12.2,67.8,58.8,83.9,41.2,16.1,100.0,9.9,2.3,9.3,54.7,67.9,73.9,79.5,26.1,20.5,132,49,27,11,29,47,85,79,114,41,26,2,18,36,59,64,50,14,6,5,19,27,36,35,21.6,29.5,32.6,41.7,16.0,23.2,22.7,31.8,26.9,36.0,35.3,48.8,26.7,35.5,35.2,48.3,33.3,34.7,49.3,51.9,13.3,18.2,18.3,22.1,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103798,GOLD - COMMODITY EXCHANGE INC.,931116,1993-11-16,088691,CMX,1,88,151618,41735,6983,8016,45116,109067,94867,124066,56751,27552,74852,33456,4814,0,6679,57528,40135,62342,34717,12510,76766,9040,2930,7255,38437,51539,54732,61724,22034,15042,   -3052,   -3185,   -6521,    -322,   -3008,    4146,   -6515,   -2697,    3463,    -355,100.0,27.5,4.6,5.3,29.8,71.9,62.6,81.8,37.4,18.2,100.0,44.7,6.4,0.0,8.9,76.9,53.6,83.3,46.4,16.7,100.0,11.8,3.8,9.5,50.1,67.1,71.3,80.4,28.7,19.6,118,48,12,7,30,49,83,64,87,38,7,0,16,33,54,40,59,15,8,4,21,31,39,40,20.4,31.1,31.3,45.6,14.6,26.1,19.2,36.3,25.1,43.3,31.0,57.1,25.1,43.2,30.8,56.1,29.7,32.1,44.5,50.3,13.2,17.9,18.7,22.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103797,GOLD - COMMODITY EXCHANGE INC.,931123,1993-11-23,088691,CMX,1,88,154281,42924,7011,11238,45351,108417,99513,126666,54768,27615,45849,14125,414,3,5683,33412,19811,33829,26038,12020,108432,28999,6797,11035,39668,75005,79702,92837,28730,15595,    2663,    1189,      28,    3222,     235,    -650,    4646,    2600,   -1983,      63,100.0,27.8,4.5,7.3,29.4,70.3,64.5,82.1,35.5,17.9,100.0,30.8,0.9,0.0,12.4,72.9,43.2,73.8,56.8,26.2,100.0,26.7,6.3,10.2,36.6,69.2,73.5,85.6,26.5,14.4,124,54,11,9,32,48,91,65,61,22,2,1,16,27,38,30,96,38,10,8,26,38,68,53,19.6,28.8,30.7,43.7,13.6,24.0,18.2,34.1,19.6,30.2,24.8,48.9,19.6,29.9,24.8,47.5,24.9,31.2,38.9,46.1,15.7,22.9,22.2,32.7,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103796,GOLD - COMMODITY EXCHANGE INC.,931130,1993-11-30,088691,CMX,1,88,147175,35713,11162,12475,54605,97414,102793,121051,44382,26124,7642,0,567,0,5084,2757,5084,3324,2558,4318,139533,36280,11162,11908,49521,94657,97709,117727,41824,21806,   -7106,   -7211,    4151,    1237,    9254,  -11003,    3280,   -5615,  -10386,   -1491,100.0,24.3,7.6,8.5,37.1,66.2,69.8,82.2,30.2,17.8,100.0,0.0,7.4,0.0,66.5,36.1,66.5,43.5,33.5,56.5,100.0,26.0,8.0,8.5,35.5,67.8,70.0,84.4,30.0,15.6,119,45,14,11,36,44,85,66,12,0,2,0,5,7,5,9,118,45,14,9,36,42,85,62,22.8,30.6,36.3,43.7,16.2,22.2,21.2,29.7,66.0,29.4,66.5,40.9,64.3,27.6,64.3,38.6,23.9,32.3,36.2,46.1,17.3,26.7,22.6,34.6,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103795,GOLD - COMMODITY EXCHANGE INC.,931207,1993-12-07,088691,CMX,1,88,142524,40747,8594,11936,41318,98989,94001,119519,48523,23005,131383,40690,8995,9655,36083,92545,86428,111195,44955,20188,11141,458,0,1880,5235,6444,7573,8324,3568,2817,   -4651,    5034,   -2568,    -539,  -13287,    1575,   -8792,   -1532,    4141,   -3119,100.0,28.6,6.0,8.4,29.0,69.5,66.0,83.9,34.0,16.1,100.0,31.0,6.8,7.3,27.5,70.4,65.8,84.6,34.2,15.4,100.0,4.1,0.0,16.9,47.0,57.8,68.0,74.7,32.0,25.3,117,48,11,9,27,48,79,65,116,47,12,7,24,48,74,64,17,3,0,3,9,10,13,13,22.4,29.3,32.9,42.8,15.7,24.0,21.2,33.7,23.5,31.6,33.1,45.0,16.9,26.6,22.9,36.8,36.7,45.7,54.8,62.9,19.8,29.5,27.2,34.4,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103794,GOLD - COMMODITY EXCHANGE INC.,931214,1993-12-14,088691,CMX,1,88,156428,52864,7980,12159,37153,110796,102176,130935,54252,25493,145438,52507,8574,10168,32475,104372,95150,123114,50288,22324,10990,951,0,1397,4678,6424,7026,7821,3964,3169,   13904,   12117,    -614,     223,   -4165,   11807,    8175,   11416,    5729,    2488,100.0,33.8,5.1,7.8,23.8,70.8,65.3,83.7,34.7,16.3,100.0,36.1,5.9,7.0,22.3,71.8,65.4,84.7,34.6,15.3,100.0,8.7,0.0,12.7,42.6,58.5,63.9,71.2,36.1,28.8,141,70,11,9,26,51,101,67,140,69,12,7,24,51,97,66,16,3,0,3,8,10,12,13,19.4,28.9,29.6,43.5,13.7,25.0,18.6,34.4,20.3,30.9,29.4,45.5,14.8,27.4,20.0,37.1,35.2,42.3,53.6,59.5,22.8,29.9,27.8,35.1,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103793,GOLD - COMMODITY EXCHANGE INC.,931221,1993-12-21,088691,CMX,1,88,159335,53916,8322,12158,38474,112882,104548,133362,54787,25973,148192,53486,8864,10232,33654,106208,97372,125304,50820,22888,11143,972,0,1384,4820,6674,7176,8058,3967,3085,    2907,    1052,     342,      -1,    1321,    2086,    2372,    2427,     535,     480,100.0,33.8,5.2,7.6,24.1,70.8,65.6,83.7,34.4,16.3,100.0,36.1,6.0,6.9,22.7,71.7,65.7,84.6,34.3,15.4,100.0,8.7,0.0,12.4,43.3,59.9,64.4,72.3,35.6,27.7,135,66,11,8,25,49,95,65,134,65,12,6,23,49,91,64,16,3,0,3,8,10,12,13,20.2,28.2,31.1,41.6,14.6,24.8,20.6,33.6,21.1,30.2,31.3,43.7,15.7,27.2,22.2,36.1,36.9,43.3,54.2,60.8,22.7,30.4,27.6,35.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103792,GOLD - COMMODITY EXCHANGE INC.,931228,1993-12-28,088691,CMX,1,88,159847,54009,8224,12248,40212,113683,106469,134155,53378,25692,148038,53632,8859,10229,34792,106309,98653,125397,49385,22641,11809,1012,0,1384,5420,7374,7816,8758,3993,3051,     512,      93,     -98,      90,    1738,     801,    1921,     793,   -1409,    -281,100.0,33.8,5.1,7.7,25.2,71.1,66.6,83.9,33.4,16.1,100.0,36.2,6.0,6.9,23.5,71.8,66.6,84.7,33.4,15.3,100.0,8.6,0.0,11.7,45.9,62.4,66.2,74.2,33.8,25.8,128,62,10,8,23,49,89,64,127,61,11,6,21,49,85,63,16,3,0,3,8,10,12,13,20.8,28.4,32.1,42.2,15.1,25.2,21.1,33.7,21.7,30.5,32.4,44.5,16.3,27.7,22.8,36.4,39.3,46.8,56.2,63.3,24.8,32.9,29.8,37.8,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103791,GOLD - COMMODITY EXCHANGE INC.,940104,1994-01-04,088691,CMX,1,88,170497,59294,9532,20268,31550,115035,111112,144835,59385,25662,158428,59005,10090,18111,25820,107561,102936,135762,55492,22666,12069,970,123,1476,5730,7474,8176,9073,3893,2996,   10650,    5285,    1308,    8020,   -8662,    1352,    4643,   10680,    6007,     -30,100.0,34.8,5.6,11.9,18.5,67.5,65.2,84.9,34.8,15.1,100.0,37.2,6.4,11.4,16.3,67.9,65.0,85.7,35.0,14.3,100.0,8.0,1.0,12.2,47.5,61.9,67.7,75.2,32.3,24.8,145,70,14,9,25,52,100,71,144,70,14,8,23,52,97,70,16,2,1,3,8,10,12,13,19.1,28.0,30.1,43.4,12.3,24.6,16.6,34.6,19.5,29.8,30.3,44.9,13.2,27.0,18.0,37.4,41.4,45.8,58.0,64.2,27.2,32.7,31.0,38.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103790,GOLD - COMMODITY EXCHANGE INC.,940111,1994-01-11,088691,CMX,1,88,157271,50144,8811,16975,36364,99590,103483,125376,53788,31895,143064,49955,9258,14415,29434,91081,93804,114754,49260,28310,14207,704,68,2045,6930,8509,9679,10622,4528,3585,  -13226,   -9150,    -721,   -3293,    4814,  -15445,   -7629,  -19459,   -5597,    6233,100.0,31.9,5.6,10.8,23.1,63.3,65.8,79.7,34.2,20.3,100.0,34.9,6.5,10.1,20.6,63.7,65.6,80.2,34.4,19.8,100.0,5.0,0.5,14.4,48.8,59.9,68.1,74.8,31.9,25.2,128,58,13,7,29,45,89,65,127,56,15,6,27,45,86,64,18,2,1,4,9,11,14,15,21.6,22.2,32.8,37.4,14.1,18.7,18.7,29.7,22.9,24.3,34.0,39.6,15.6,21.2,20.7,32.9,33.1,38.9,54.2,59.8,22.9,27.8,25.9,32.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103789,GOLD - COMMODITY EXCHANGE INC.,940118,1994-01-18,088691,CMX,1,88,159083,51621,6893,15900,32632,109092,100153,131885,58930,27198,144003,51624,7095,13194,25127,100323,89945,120612,54058,23391,15080,287,88,2416,7505,8769,10208,11273,4872,3807,    1812,    1477,   -1918,   -1075,   -3732,    9502,   -3330,    6509,    5142,   -4697,100.0,32.4,4.3,10.0,20.5,68.6,63.0,82.9,37.0,17.1,100.0,35.8,4.9,9.2,17.4,69.7,62.5,83.8,37.5,16.2,100.0,1.9,0.6,16.0,49.8,58.1,67.7,74.8,32.3,25.2,127,59,8,7,32,48,93,62,126,57,9,6,29,48,89,61,19,2,1,4,10,11,15,15,20.6,25.6,28.5,40.1,13.4,22.5,17.9,32.9,22.0,27.3,29.6,43.2,14.8,25.3,19.9,36.8,33.3,38.6,52.7,60.0,22.2,28.1,25.5,32.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103788,GOLD - COMMODITY EXCHANGE INC.,940125,1994-01-25,088691,CMX,1,88,147945,38287,9784,9176,45607,97420,93070,116380,54875,31565,132687,38154,10268,6555,38312,88291,83021,105114,49666,27573,15258,720,103,2034,7295,9129,10049,11266,5209,3992,  -11138,  -13334,    2891,   -6724,   12975,  -11672,   -7083,  -15505,   -4055,    4367,100.0,25.9,6.6,6.2,30.8,65.8,62.9,78.7,37.1,21.3,100.0,28.8,7.7,4.9,28.9,66.5,62.6,79.2,37.4,20.8,100.0,4.7,0.7,13.3,47.8,59.8,65.9,73.8,34.1,26.2,115,42,14,7,34,48,79,67,114,40,16,6,31,48,75,66,19,2,1,4,10,11,15,15,20.4,21.4,29.2,35.2,13.6,17.6,18.0,27.1,22.0,23.3,30.5,37.5,15.4,20.5,20.3,30.9,31.6,38.6,51.1,58.8,23.4,27.8,28.1,35.4,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103787,GOLD - COMMODITY EXCHANGE INC.,940201,1994-02-01,088691,CMX,1,88,134302,35258,14480,7312,42783,82628,85353,104420,48949,29882,118597,34743,14984,5202,34927,73166,74872,93352,43725,25245,15705,1019,0,1606,7856,9462,10481,11068,5224,4637,  -13643,   -3029,    4696,   -1864,   -2824,  -14792,   -7717,  -11960,   -5926,   -1683,100.0,26.3,10.8,5.4,31.9,61.5,63.6,77.8,36.4,22.2,100.0,29.3,12.6,4.4,29.5,61.7,63.1,78.7,36.9,21.3,100.0,6.5,0.0,10.2,50.0,60.2,66.7,70.5,33.3,29.5,122,41,23,9,30,45,74,75,121,39,25,7,27,45,69,74,20,4,0,3,10,12,16,15,20.6,18.8,29.5,31.6,15.9,17.1,20.9,25.7,22.6,20.9,31.8,34.3,18.0,20.7,24.0,30.6,35.9,35.6,52.3,56.3,20.3,23.5,26.6,31.7,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103786,GOLD - COMMODITY EXCHANGE INC.,940208,1994-02-08,088691,CMX,1,88,136106,34704,14233,7568,49322,86181,91594,107982,44512,28124,119127,33790,15050,5129,41405,75782,80324,95961,38803,23166,16979,1731,0,1622,7917,10399,11270,12021,5709,4958,    1804,    -554,    -247,     256,    6539,    3553,    6241,    3562,   -4437,   -1758,100.0,25.5,10.5,5.6,36.2,63.3,67.3,79.3,32.7,20.7,100.0,28.4,12.6,4.3,34.8,63.6,67.4,80.6,32.6,19.4,100.0,10.2,0.0,9.6,46.6,61.2,66.4,70.8,33.6,29.2,131,44,25,11,36,45,84,78,129,41,27,9,33,45,78,77,22,6,0,3,9,12,17,15,22.9,21.1,31.8,34.0,18.4,17.8,23.2,27.6,25.5,22.3,34.5,35.8,21.1,21.7,26.9,32.2,34.9,32.0,51.0,55.1,19.5,22.1,26.4,31.6,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103785,GOLD - COMMODITY EXCHANGE INC.,940215,1994-02-15,088691,CMX,1,88,140211,34398,13788,7273,52011,89918,93682,110979,46529,29232,122719,33202,14648,4817,43694,79122,81713,98587,41006,24132,17492,2056,0,1596,8317,10796,11969,12392,5523,5100,    4105,    -306,    -445,    -295,    2689,    3737,    2088,    2997,    2017,    1108,100.0,24.5,9.8,5.2,37.1,64.1,66.8,79.2,33.2,20.8,100.0,27.1,11.9,3.9,35.6,64.5,66.6,80.3,33.4,19.7,100.0,11.8,0.0,9.1,47.5,61.7,68.4,70.8,31.6,29.2,126,45,21,11,34,47,83,76,123,40,24,9,31,47,76,75,23,6,0,3,9,13,17,16,23.0,21.9,33.3,35.0,19.1,18.7,24.2,28.0,26.2,23.1,36.1,36.3,21.8,22.5,28.0,32.3,36.1,31.0,52.1,54.6,21.8,21.4,29.8,31.8,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103784,GOLD - COMMODITY EXCHANGE INC.,940222,1994-02-22,088691,CMX,1,88,139965,30012,17832,7417,55220,85071,92649,110320,47316,29645,121849,29630,18835,4595,46913,73755,81138,97185,40711,24664,18116,1385,0,1819,8307,11316,11511,13135,6605,4981,    -246,   -4386,    4044,     144,    3209,   -4847,   -1033,    -659,     787,     413,100.0,21.4,12.7,5.3,39.5,60.8,66.2,78.8,33.8,21.2,100.0,24.3,15.5,3.8,38.5,60.5,66.6,79.8,33.4,20.2,100.0,7.6,0.0,10.0,45.9,62.5,63.5,72.5,36.5,27.5,126,36,31,12,37,44,79,82,124,34,33,10,34,43,74,80,22,4,0,4,9,14,15,18,23.5,20.5,33.7,33.5,19.5,17.6,24.5,26.6,27.0,21.8,36.8,35.1,22.4,21.4,28.7,30.9,34.8,31.4,50.4,53.6,21.7,22.1,27.7,32.1,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103783,GOLD - COMMODITY EXCHANGE INC.,940301,1994-03-01,088691,CMX,1,88,148260,33205,25729,6460,59637,81717,99302,113906,48958,34354,129904,32593,26146,4244,51330,70001,88167,100391,41737,29513,18356,1029,0,1799,8307,11716,11135,13515,7221,4841,    8295,    3193,    7897,    -957,    4417,   -3354,    6653,    3586,    1642,    4709,100.0,22.4,17.4,4.4,40.2,55.1,67.0,76.8,33.0,23.2,100.0,25.1,20.1,3.3,39.5,53.9,67.9,77.3,32.1,22.7,100.0,5.6,0.0,9.8,45.3,63.8,60.7,73.6,39.3,26.4,132,41,36,12,34,45,81,88,128,38,37,10,32,44,76,85,22,4,0,4,9,14,15,18,26.9,21.0,36.6,33.3,23.3,19.7,28.1,27.4,30.7,23.3,39.5,35.1,26.6,22.9,32.9,31.7,34.4,33.2,48.4,55.1,21.3,24.0,25.4,33.8,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103782,GOLD - COMMODITY EXCHANGE INC.,940308,1994-03-08,088691,CMX,1,88,146116,28210,27146,5481,65989,79981,99680,112608,46436,33508,127870,27403,27561,3475,57197,68345,88075,99381,39795,28489,18246,1222,0,1591,8792,11636,11605,13227,6641,5019,   -2144,   -4995,    1417,    -979,    6352,   -1736,     378,   -1298,   -2522,    -846,100.0,19.3,18.6,3.8,45.2,54.7,68.2,77.1,31.8,22.9,100.0,21.4,21.6,2.7,44.7,53.4,68.9,77.7,31.1,22.3,100.0,6.7,0.0,8.7,48.2,63.8,63.6,72.5,36.4,27.5,130,33,38,7,35,46,73,87,126,31,38,5,33,45,67,85,24,4,0,3,11,14,17,17,27.0,20.9,38.7,33.3,23.3,19.8,28.3,26.0,30.9,23.2,42.1,35.1,26.6,22.8,33.2,31.5,34.6,33.4,48.6,55.0,21.7,24.2,27.5,34.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103781,GOLD - COMMODITY EXCHANGE INC.,940315,1994-03-15,088691,CMX,1,88,142387,35954,15216,6853,49538,91010,92345,113079,50042,29308,121708,35896,15106,4074,38938,78857,78908,98037,42800,23671,20679,774,826,2063,10600,12153,13437,15042,7242,5637,   -3729,    7744,  -11930,    1372,  -16451,   11029,   -7335,     471,    3606,   -4200,100.0,25.3,10.7,4.8,34.8,63.9,64.9,79.4,35.1,20.6,100.0,29.5,12.4,3.3,32.0,64.8,64.8,80.6,35.2,19.4,100.0,3.7,4.0,10.0,51.3,58.8,65.0,72.7,35.0,27.3,110,44,11,7,32,46,80,61,106,43,10,4,28,45,72,58,26,3,1,4,13,14,19,18,22.8,25.6,34.7,39.8,18.3,23.2,24.5,31.8,25.5,28.9,38.2,42.2,20.6,28.5,28.9,38.2,32.9,34.3,48.0,54.9,25.9,27.9,32.5,38.6,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103780,GOLD - COMMODITY EXCHANGE INC.,940322,1994-03-22,088691,CMX,1,88,147001,37614,15374,7723,47872,96175,93209,119272,53792,27729,124773,37690,15153,4320,36146,82565,78156,102038,46617,22735,22228,592,889,2735,11726,13610,15053,17234,7175,4994,    4614,    1660,     158,     870,   -1666,    5165,     864,    6193,    3750,   -1579,100.0,25.6,10.5,5.3,32.6,65.4,63.4,81.1,36.6,18.9,100.0,30.2,12.1,3.5,29.0,66.2,62.6,81.8,37.4,18.2,100.0,2.7,4.0,12.3,52.8,61.2,67.7,77.5,32.3,22.5,115,48,11,7,31,47,82,63,111,46,11,4,29,46,76,60,26,3,1,4,13,14,19,18,21.9,27.3,33.5,42.1,17.2,23.7,22.2,33.5,24.3,29.6,35.2,44.0,19.1,29.1,26.0,39.1,35.4,38.8,50.5,59.3,23.5,26.9,29.7,37.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103779,GOLD - COMMODITY EXCHANGE INC.,940329,1994-03-29,088691,CMX,1,88,147441,39949,16234,7580,44989,98182,92518,121996,54923,25445,122970,39319,16076,3589,32561,83107,75469,102772,47501,20198,24471,1477,1005,3144,12428,15075,17049,19224,7422,5247,     440,    2335,     860,    -143,   -2883,    2007,    -691,    2724,    1131,   -2284,100.0,27.1,11.0,5.1,30.5,66.6,62.7,82.7,37.3,17.3,100.0,32.0,13.1,2.9,26.5,67.6,61.4,83.6,38.6,16.4,100.0,6.0,4.1,12.8,50.8,61.6,69.7,78.6,30.3,21.4,120,55,10,6,29,48,87,62,115,53,10,3,24,46,78,58,28,4,1,4,13,14,20,18,21.5,28.1,32.9,42.5,16.0,24.6,20.5,34.8,23.4,31.3,33.7,44.7,19.3,30.5,24.3,41.9,34.8,39.2,50.0,57.8,23.5,24.8,31.5,37.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103778,GOLD - COMMODITY EXCHANGE INC.,940405,1994-04-05,088691,CMX,1,88,138683,35281,17876,8547,42664,89039,86492,115462,52191,23221,113737,34864,18281,4008,30270,73435,69142,95724,44595,18013,24946,1427,605,3529,12394,15604,17350,19738,7596,5208,   -8758,   -4668,    1642,     967,   -2325,   -9143,   -6026,   -6534,   -2732,   -2224,100.0,25.4,12.9,6.2,30.8,64.2,62.4,83.3,37.6,16.7,100.0,30.7,16.1,3.5,26.6,64.6,60.8,84.2,39.2,15.8,100.0,5.7,2.4,14.1,49.7,62.6,69.6,79.1,30.4,20.9,115,46,13,11,30,45,83,63,110,44,13,7,25,44,73,60,28,4,1,4,12,15,19,19,22.1,31.1,34.1,44.0,17.4,26.7,20.5,34.7,24.8,34.9,34.0,47.2,20.0,33.4,23.7,43.9,37.8,39.5,53.1,57.8,24.5,24.4,30.5,34.9,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103777,GOLD - COMMODITY EXCHANGE INC.,940412,1994-04-12,088691,CMX,1,88,140190,30231,27193,8618,53837,76023,92686,111834,47504,28356,115038,29749,27170,4252,41153,60419,75154,91841,39884,23197,25152,1161,702,3687,12684,15604,17532,19993,7620,5159,    1507,   -5050,    9317,      71,   11173,  -13016,    6194,   -3628,   -4687,    5135,100.0,21.6,19.4,6.1,38.4,54.2,66.1,79.8,33.9,20.2,100.0,25.9,23.6,3.7,35.8,52.5,65.3,79.8,34.7,20.2,100.0,4.6,2.8,14.7,50.4,62.0,69.7,79.5,30.3,20.5,130,37,30,7,38,43,80,76,125,36,29,3,35,40,72,71,27,2,2,4,12,15,18,19,22.4,27.1,36.1,39.3,17.3,22.5,20.9,30.2,25.2,30.1,37.3,42.3,19.8,28.6,25.2,38.3,36.9,38.9,52.8,57.1,24.3,24.2,31.3,34.9,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103776,GOLD - COMMODITY EXCHANGE INC.,940419,1994-04-19,088691,CMX,1,88,150065,25666,42487,9186,68830,64190,103682,115863,46383,34202,124128,25773,42902,4198,55649,48446,85620,95546,38508,28582,25937,1159,851,3722,13181,15744,18062,20317,7875,5620,    9875,   -4565,   15294,     568,   14993,  -11833,   10996,    4029,   -1121,    5846,100.0,17.1,28.3,6.1,45.9,42.8,69.1,77.2,30.9,22.8,100.0,20.8,34.6,3.4,44.8,39.0,69.0,77.0,31.0,23.0,100.0,4.5,3.3,14.4,50.8,60.7,69.6,78.3,30.4,21.7,134,35,44,9,35,40,76,89,130,35,43,5,33,37,69,84,27,2,2,4,12,15,18,19,23.4,23.4,36.8,33.8,18.6,18.4,24.1,23.8,26.0,24.5,39.6,35.5,22.4,23.7,30.5,30.5,36.9,38.9,52.4,56.5,24.0,23.4,31.7,34.4,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
