,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
103998,GOLD - COMMODITY EXCHANGE INC.,861114,1986-11-14,088691,CMX,1,88,150800,15816,11905,6141,86136,94132,108093,112178,42707,38622,61463,15520,10419,581,20061,29908,36162,40908,25301,20555,89337,1676,2866,4180,66075,64224,71931,71270,17406,18067,    4022,    3143,    2532,   -2756,    6915,    3676,    7302,    3452,   -3280,     570,100.0,10.5,7.9,4.1,57.1,62.4,71.7,74.4,28.3,25.6,100.0,25.3,17.0,0.9,32.6,48.7,58.8,66.6,41.2,33.4,100.0,1.9,3.2,4.7,74.0,71.9,80.5,79.8,19.5,20.2,97,30,20,12,24,41,57,71,80,25,20,5,13,28,39,52,46,6,6,7,21,26,31,37,39.0,30.9,47.1,40.5,18.6,13.7,22.9,19.5,31.8,21.7,41.4,35.4,30.1,20.8,39.1,34.4,53.3,46.9,63.1,56.1,20.7,16.5,23.8,20.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103997,GOLD - COMMODITY EXCHANGE INC.,861128,1986-11-28,088691,CMX,1,88,131679,10148,8849,5360,79143,81278,94651,95487,37028,36192,7413,385,1409,0,4281,1238,4666,2647,2747,4766,124266,10044,7721,5079,74862,80040,89985,92840,34281,31426,  -19121,   -5668,   -3056,    -781,   -6993,  -12854,  -13442,  -16691,   -5679,   -2430,100.0,7.7,6.7,4.1,60.1,61.7,71.9,72.5,28.1,27.5,100.0,5.2,19.0,0.0,57.7,16.7,62.9,35.7,37.1,64.3,100.0,8.1,6.2,4.1,60.2,64.4,72.4,74.7,27.6,25.3,71,18,14,10,24,34,45,55,16,1,5,0,7,4,8,9,65,17,10,9,24,32,44,48,42.2,34.8,50.5,43.4,20.1,14.9,23.2,20.1,48.5,20.1,62.9,34.7,48.5,20.1,62.0,34.7,42.7,36.9,51.4,45.5,19.2,15.4,22.5,21.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103996,GOLD - COMMODITY EXCHANGE INC.,861215,1986-12-15,088691,CMX,1,88,134005,13089,11027,6366,76757,80007,96212,97400,37793,36605,115183,12974,11762,5192,60823,63638,78989,80592,36194,34591,18822,850,0,439,15934,16369,17223,16808,1599,2014,    2326,    2941,    2178,    1006,   -2386,   -1271,    1561,    1913,     765,     413,100.0,9.8,8.2,4.8,57.3,59.7,71.8,72.7,28.2,27.3,100.0,11.3,10.2,4.5,52.8,55.2,68.6,70.0,31.4,30.0,100.0,4.5,0.0,2.3,84.7,87.0,91.5,89.3,8.5,10.7,82,21,19,7,24,36,47,60,82,20,20,7,24,36,47,60,14,1,0,1,10,9,11,10,40.4,31.6,50.4,40.6,22.0,14.0,25.2,19.2,36.3,28.6,46.2,37.4,22.1,15.1,25.6,20.5,72.4,62.6,86.1,83.8,39.4,35.6,46.4,44.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103995,GOLD - COMMODITY EXCHANGE INC.,861231,1986-12-31,088691,CMX,1,88,140744,9405,8347,8187,81948,86647,99540,103181,41204,37563,121004,9669,9246,6484,65864,69374,82017,85104,38987,35900,19740,899,264,540,16084,17273,17523,18077,2217,1663,    6739,   -3684,   -2680,    1821,    5191,    6640,    3328,    5781,    3411,     958,100.0,6.7,5.9,5.8,58.2,61.6,70.7,73.3,29.3,26.7,100.0,8.0,7.6,5.4,54.4,57.3,67.8,70.3,32.2,29.7,100.0,4.6,1.3,2.7,81.5,87.5,88.8,91.6,11.2,8.4,70,15,18,9,22,33,43,55,70,15,18,8,22,33,42,55,15,2,1,1,9,10,11,12,41.3,29.5,50.7,39.5,23.9,14.6,26.5,20.3,38.1,26.1,47.0,36.0,24.5,14.7,27.8,20.9,66.5,63.3,82.5,83.2,33.8,34.7,41.5,44.3,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103994,GOLD - COMMODITY EXCHANGE INC.,870115,1987-01-15,088691,CMX,1,88,139318,14063,8147,6306,68344,87902,88713,102355,50605,36963,119128,14097,8552,4736,51594,70802,70427,84090,48701,35038,20190,638,267,898,16750,17100,18286,18265,1904,1925,   -1426,    4658,    -200,   -1881,  -13604,    1255,  -10827,    -826,    9401,    -600,100.0,10.1,5.8,4.5,49.1,63.1,63.7,73.5,36.3,26.5,100.0,11.8,7.2,4.0,43.3,59.4,59.1,70.6,40.9,29.4,100.0,3.2,1.3,4.4,83.0,84.7,90.6,90.5,9.4,9.5,77,22,16,7,22,36,49,55,75,21,16,6,20,35,46,53,16,3,1,1,9,11,12,13,35.8,31.6,43.7,41.3,17.7,15.8,21.5,21.5,31.5,28.6,39.1,39.1,17.3,15.2,21.4,20.8,67.2,58.4,83.4,78.9,31.3,30.2,34.5,34.4,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103993,GOLD - COMMODITY EXCHANGE INC.,870130,1987-01-30,088691,CMX,1,88,130078,13453,9022,7277,62992,78194,83722,94493,46356,35585,108554,13660,9079,5743,45544,60228,64947,75050,43607,33504,21524,730,880,597,17448,17966,18775,19443,2749,2081,   -9240,    -610,     875,     971,   -5352,   -9708,   -4991,   -7862,   -4249,   -1378,100.0,10.3,6.9,5.6,48.4,60.1,64.4,72.6,35.6,27.4,100.0,12.6,8.4,5.3,42.0,55.5,59.8,69.1,40.2,30.9,100.0,3.4,4.1,2.8,81.1,83.5,87.2,90.3,12.8,9.7,84,24,19,10,23,33,56,55,83,25,18,9,22,31,55,52,16,2,3,1,8,10,11,13,33.1,32.5,42.2,44.2,14.7,15.6,17.6,21.1,27.8,28.4,36.6,41.8,14.0,16.5,17.9,21.8,65.7,57.4,82.8,79.2,28.1,28.0,30.1,33.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103992,GOLD - COMMODITY EXCHANGE INC.,870213,1987-02-13,088691,CMX,1,88,138130,7705,14024,6614,81749,77255,96068,97893,42062,40237,111900,7991,14927,4606,60332,55409,72929,74942,38971,36958,26230,903,286,819,21417,21846,23139,22951,3091,3279,    8052,   -5748,    5002,    -663,   18757,    -939,   12346,    3400,   -4294,    4652,100.0,5.6,10.2,4.8,59.2,55.9,69.5,70.9,30.5,29.1,100.0,7.1,13.3,4.1,53.9,49.5,65.2,67.0,34.8,33.0,100.0,3.4,1.1,3.1,81.7,83.3,88.2,87.5,11.8,12.5,92,20,28,11,27,30,55,63,91,20,28,10,26,28,54,60,15,2,2,2,8,10,11,13,39.4,34.3,49.1,44.0,17.7,12.4,21.2,16.9,35.1,29.3,42.9,39.2,18.0,13.5,22.3,19.0,71.0,62.9,84.4,80.3,26.5,25.8,28.3,27.6,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103991,GOLD - COMMODITY EXCHANGE INC.,870227,1987-02-27,088691,CMX,1,88,140016,7349,12273,6910,81851,85616,96110,104799,43906,35217,108946,7525,13956,4300,56185,59118,68010,77374,40936,31572,31070,1767,260,667,25666,26498,28100,27425,2970,3645,    1886,    -356,   -1751,     296,     102,    8361,      42,    6906,    1844,   -5020,100.0,5.2,8.8,4.9,58.5,61.1,68.6,74.8,31.4,25.2,100.0,6.9,12.8,3.9,51.6,54.3,62.4,71.0,37.6,29.0,100.0,5.7,0.8,2.1,82.6,85.3,90.4,88.3,9.6,11.7,84,15,26,11,24,34,47,66,83,16,25,10,23,32,46,63,16,3,1,2,9,11,12,14,38.2,34.4,48.9,43.8,17.3,13.3,20.1,19.3,35.3,28.6,43.1,39.1,18.4,14.5,22.1,20.5,61.7,60.6,81.5,79.1,23.6,25.4,28.6,26.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103990,GOLD - COMMODITY EXCHANGE INC.,870313,1987-03-13,088691,CMX,1,88,145109,10654,10265,7238,79189,87238,97081,104741,48028,40368,113213,10805,11871,4218,53652,60613,68675,76702,44538,36511,31896,1715,260,1154,25537,26625,28406,28039,3490,3857,    5093,    3305,   -2008,     328,   -2662,    1622,     971,     -58,    4122,    5151,100.0,7.3,7.1,5.0,54.6,60.1,66.9,72.2,33.1,27.8,100.0,9.5,10.5,3.7,47.4,53.5,60.7,67.8,39.3,32.2,100.0,5.4,0.8,3.6,80.1,83.5,89.1,87.9,10.9,12.1,88,25,23,10,23,33,55,61,87,25,23,9,21,31,53,58,17,3,1,2,10,11,13,14,33.8,32.5,44.3,42.2,14.3,13.0,17.8,17.5,30.5,27.6,38.4,38.8,14.7,14.2,19.2,20.0,59.4,58.0,80.5,76.1,24.0,24.7,27.5,26.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103989,GOLD - COMMODITY EXCHANGE INC.,870331,1987-03-31,088691,CMX,1,88,156832,18464,10076,8573,74906,104113,101943,122762,54889,34070,122789,18464,11606,4423,49476,77459,72363,93488,50426,29301,34043,2044,514,2106,25430,26654,29580,29274,4463,4769,   11723,    7810,    -189,    1335,   -4283,   16875,    4862,   18021,    6861,   -6298,100.0,11.8,6.4,5.5,47.8,66.4,65.0,78.3,35.0,21.7,100.0,15.0,9.5,3.6,40.3,63.1,58.9,76.1,41.1,23.9,100.0,6.0,1.5,6.2,74.7,78.3,86.9,86.0,13.1,14.0,86,26,20,10,22,37,56,60,84,26,19,10,20,36,54,58,19,3,2,2,11,11,14,15,30.7,30.8,40.2,42.8,11.4,12.4,15.9,19.9,27.7,26.3,35.4,39.4,11.4,14.4,17.0,23.2,54.0,55.3,75.4,74.3,23.2,22.5,26.3,25.1,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103988,GOLD - COMMODITY EXCHANGE INC.,870415,1987-04-15,088691,CMX,1,88,171395,27260,9006,9615,67566,111648,104441,130269,66954,41126,128557,26805,11290,4171,40217,82870,71193,98331,57364,30226,42838,3217,478,2682,27349,28778,33248,31938,9590,10900,   14563,    8796,   -1070,    1042,   -7340,    7535,    2498,    7507,   12065,    7056,100.0,15.9,5.3,5.6,39.4,65.1,60.9,76.0,39.1,24.0,100.0,20.9,8.8,3.2,31.3,64.5,55.4,76.5,44.6,23.5,100.0,7.5,1.1,6.3,63.8,67.2,77.6,74.6,22.4,25.4,116,49,22,10,23,42,76,71,114,47,23,10,21,41,74,69,21,3,2,2,13,12,16,16,23.3,26.5,32.7,40.3,10.0,12.2,14.0,20.1,20.0,24.7,27.4,37.9,10.3,14.2,15.6,23.9,44.0,44.6,66.5,62.8,20.1,18.4,24.6,21.4,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103987,GOLD - COMMODITY EXCHANGE INC.,870430,1987-04-30,088691,CMX,1,88,175437,24684,12933,9593,64600,104305,98877,126831,76560,48606,131081,24017,14383,5174,36205,74638,65396,94195,65685,36886,44356,2909,792,2177,28395,29667,33481,32636,10875,11720,    4042,   -2576,    3927,     -22,   -2966,   -7343,   -5564,   -3438,    9606,    7480,100.0,14.1,7.4,5.5,36.8,59.5,56.4,72.3,43.6,27.7,100.0,18.3,11.0,3.9,27.6,56.9,49.9,71.9,50.1,28.1,100.0,6.6,1.8,4.9,64.0,66.9,75.5,73.6,24.5,26.4,114,42,28,11,23,41,73,73,108,40,25,8,20,40,67,67,23,2,6,4,12,12,17,19,22.5,25.1,30.9,36.9,7.9,11.6,11.2,17.7,19.3,23.2,25.2,34.5,7.6,13.7,12.1,21.6,42.8,43.1,63.8,60.9,21.7,18.4,25.8,22.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103986,GOLD - COMMODITY EXCHANGE INC.,870515,1987-05-15,088691,CMX,1,88,170819,32997,6294,11069,55854,126196,99920,143559,70899,27260,126296,33248,8822,5110,28943,95786,67301,109718,58995,16578,44523,3189,912,2519,26911,30410,32619,33841,11904,10682,   -4618,    8313,   -6639,    1476,   -8746,   21891,    1043,   16728,   -5661,  -21346,100.0,19.3,3.7,6.5,32.7,73.9,58.5,84.0,41.5,16.0,100.0,26.3,7.0,4.0,22.9,75.8,53.3,86.9,46.7,13.1,100.0,7.2,2.0,5.7,60.4,68.3,73.3,76.0,26.7,24.0,107,43,18,11,22,43,73,65,103,44,14,8,19,42,67,61,22,2,6,4,9,12,14,19,21.9,30.9,30.0,47.2,8.7,21.2,12.9,30.9,18.6,32.8,26.6,48.6,9.7,27.4,15.0,38.4,40.3,42.9,63.3,61.7,23.8,22.4,26.1,27.1,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103985,GOLD - COMMODITY EXCHANGE INC.,870529,1987-05-29,088691,CMX,1,88,150964,24267,8705,12531,56420,86818,93218,108054,57746,42910,103396,24327,11445,6217,27133,53597,57677,71259,45719,32137,47568,4029,1349,2225,29287,33221,35541,36795,12027,10773,  -19855,   -8730,    2411,    1462,     566,  -39378,   -6702,  -35505,  -13153,   15650,100.0,16.1,5.8,8.3,37.4,57.5,61.7,71.6,38.3,28.4,100.0,23.5,11.1,6.0,26.2,51.8,55.8,68.9,44.2,31.1,100.0,8.5,2.8,4.7,61.6,69.8,74.7,77.4,25.3,22.6,104,39,23,12,22,38,69,66,97,38,19,9,19,34,61,59,25,3,6,4,10,15,17,21,22.8,25.7,32.9,38.6,9.9,12.5,13.0,18.3,19.1,21.6,27.5,37.1,11.4,17.3,17.2,26.5,40.4,41.5,61.2,58.6,22.5,21.0,25.7,26.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103984,GOLD - COMMODITY EXCHANGE INC.,870615,1987-06-15,088691,CMX,1,88,149219,20380,11899,14787,57458,83188,92625,109874,56594,39345,100348,20557,15061,7344,27202,49601,55103,72006,45245,28342,48871,4357,1372,2909,30256,33587,37522,37868,11349,11003,   -1745,   -3887,    3194,    2256,    1038,   -3630,    -593,    1820,   -1152,   -3565,100.0,13.7,8.0,9.9,38.5,55.7,62.1,73.6,37.9,26.4,100.0,20.5,15.0,7.3,27.1,49.4,54.9,71.8,45.1,28.2,100.0,8.9,2.8,6.0,61.9,68.7,76.8,77.5,23.2,22.5,107,35,27,11,19,39,64,69,101,35,24,7,15,35,54,63,27,4,6,5,11,15,20,21,25.0,24.7,35.1,38.6,12.4,13.8,15.6,19.2,23.9,23.0,31.9,38.2,16.2,20.2,21.2,29.1,39.9,41.1,61.1,57.8,22.9,20.6,26.3,26.2,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103983,GOLD - COMMODITY EXCHANGE INC.,870630,1987-06-30,088691,CMX,1,88,146960,15476,11621,16824,63817,78120,96117,106565,50843,40395,96131,15152,15316,7445,33652,43676,56249,66437,39882,29694,50829,4656,637,5047,30165,34444,39868,40128,10961,10701,   -2259,   -4904,    -278,    2037,    6359,   -5068,    3492,   -3309,   -5751,    1050,100.0,10.5,7.9,11.4,43.4,53.2,65.4,72.5,34.6,27.5,100.0,15.8,15.9,7.7,35.0,45.4,58.5,69.1,41.5,30.9,100.0,9.2,1.3,9.9,59.3,67.8,78.4,78.9,21.6,21.1,93,26,22,10,22,40,55,67,88,25,22,6,18,36,46,61,26,5,3,5,11,15,19,21,27.0,25.3,37.9,39.1,14.1,13.4,18.6,18.3,25.9,24.5,35.9,38.0,18.8,21.1,26.7,28.5,40.3,41.0,59.4,56.7,22.3,20.6,25.1,25.5,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
104028,GOLD - INTERNATIONAL MONETARY MARKET,870630,1987-06-30,088741,CME,0,88,5100,0,19,200,3912,3598,4112,3817,988,1283,5100,0,19,200,3912,3598,4112,3817,988,1283,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,100.0,0.0,0.4,3.9,76.7,70.5,80.6,74.8,19.4,25.2,100.0,0.0,0.4,3.9,76.7,70.5,80.6,74.8,19.4,25.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,1,5,4,6,5,8,0,1,1,5,4,6,5,0,0,0,0,0,0,0,0,75.6,70.5,80.6,74.8,69.2,63.4,69.2,63.4,75.6,70.5,80.6,74.8,69.2,63.4,69.2,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088741,CME,88
103982,GOLD - COMMODITY EXCHANGE INC.,870715,1987-07-15,088691,CMX,1,88,146076,16101,7483,14324,60840,85807,91265,107614,54811,38462,96068,16982,8820,6400,28816,52225,52198,67445,43870,28623,50008,1745,1289,5298,32024,33582,39067,40169,10941,9839,    -884,     625,   -4138,   -2500,   -2977,    7687,   -4852,    1049,    3968,   -1933,100.0,11.0,5.1,9.8,41.6,58.7,62.5,73.7,37.5,26.3,100.0,17.7,9.2,6.7,30.0,54.4,54.3,70.2,45.7,29.8,100.0,3.5,2.6,10.6,64.0,67.2,78.1,80.3,21.9,19.7,91,29,14,10,25,43,60,62,87,29,13,6,20,39,51,56,27,3,5,6,12,15,19,22,25.5,25.3,34.2,38.6,12.2,13.9,15.3,19.0,22.2,23.2,30.4,37.2,15.6,19.9,20.8,28.9,41.3,43.8,59.7,60.2,20.7,20.1,25.2,25.8,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
104027,GOLD - INTERNATIONAL MONETARY MARKET,870715,1987-07-15,088741,CME,0,88,6597,0,239,0,4793,4341,4793,4580,1804,2017,6597,0,239,0,4793,4341,4793,4580,1804,2017,0,0,0,0,0,0,0,0,0,0,    1497,       0,     220,    -200,     881,     743,     681,     763,     816,     734,100.0,0.0,3.6,0.0,72.7,65.8,72.7,69.4,27.3,30.6,100.0,0.0,3.6,0.0,72.7,65.8,72.7,69.4,27.3,30.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1,0,6,6,6,7,11,0,1,0,6,6,6,7,0,0,0,0,0,0,0,0,67.8,57.0,72.7,69.4,60.2,52.3,63.3,60.0,67.8,57.0,72.7,69.4,60.2,52.3,63.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088741,CME,88
104026,GOLD - INTERNATIONAL MONETARY MARKET,870731,1987-07-31,088741,CME,0,88,7104,380,0,0,3827,3829,4207,3829,2897,3275,7104,380,0,0,3827,3829,4207,3829,2897,3275,0,0,0,0,0,0,0,0,0,0,     507,     380,    -239,       0,    -966,    -512,    -586,    -751,    1093,    1258,100.0,5.3,0.0,0.0,53.9,53.9,59.2,53.9,40.8,46.1,100.0,5.3,0.0,0.0,53.9,53.9,59.2,53.9,40.8,46.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,3,6,4,6,9,1,0,0,3,6,4,6,0,0,0,0,0,0,0,0,59.2,43.9,59.2,53.9,36.9,27.0,36.9,31.6,59.2,43.9,59.2,53.9,36.9,27.0,36.9,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088741,CME,88
103981,GOLD - COMMODITY EXCHANGE INC.,870731,1987-07-31,088691,CMX,1,88,150523,23945,6857,12929,60306,102966,97180,122752,53343,27771,93938,22583,7564,4376,21105,61610,48064,73550,45874,20388,56585,3353,1284,6562,39201,41356,49116,49202,7469,7383,    4447,    7844,    -626,   -1395,    -534,   17159,    5915,   15138,   -1468,  -10691,100.0,15.9,4.6,8.6,40.1,68.4,64.6,81.6,35.4,18.4,100.0,24.0,8.1,4.7,22.5,65.6,51.2,78.3,48.8,21.7,100.0,5.9,2.3,11.6,69.3,73.1,86.8,87.0,13.2,13.0,106,39,15,12,22,48,67,71,97,36,12,5,17,45,54,62,34,8,4,7,13,18,24,27,26.3,26.9,34.6,38.3,9.3,13.4,12.6,19.9,20.6,21.1,27.5,34.7,10.8,17.7,16.4,27.6,46.4,46.3,64.5,61.1,19.0,16.1,24.3,23.8,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
104025,GOLD - INTERNATIONAL MONETARY MARKET,870814,1987-08-14,088741,CME,0,88,3402,360,0,0,622,2033,982,2033,2420,1369,3402,360,0,0,622,2033,982,2033,2420,1369,0,0,0,0,0,0,0,0,0,0,   -3702,     -20,       0,       0,   -3205,   -1796,   -3225,   -1796,    -477,   -1906,100.0,10.6,0.0,0.0,18.3,59.8,28.9,59.8,71.1,40.2,100.0,10.6,0.0,0.0,18.3,59.8,28.9,59.8,71.1,40.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,2,3,3,3,6,1,0,0,2,3,3,3,0,0,0,0,0,0,0,0,28.9,59.8,28.9,59.8,28.9,59.8,28.9,59.8,28.9,59.8,28.9,59.8,28.9,59.8,28.9,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088741,CME,88
103980,GOLD - COMMODITY EXCHANGE INC.,870814,1987-08-14,088691,CMX,1,88,150693,18612,10402,13257,63626,95033,95495,118692,55198,32001,92899,17547,11157,4932,23399,52964,45878,69053,47021,23846,57794,3074,1254,6316,40227,42069,49617,49639,8177,8155,     170,   -5333,    3545,     328,    3320,   -7933,   -1685,   -4060,    1855,    4230,100.0,12.4,6.9,8.8,42.2,63.1,63.4,78.8,36.6,21.2,100.0,18.9,12.0,5.3,25.2,57.0,49.4,74.3,50.6,25.7,100.0,5.3,2.2,10.9,69.6,72.8,85.9,85.9,14.1,14.1,101,33,18,12,25,43,66,67,90,29,15,4,17,41,48,58,35,7,6,7,14,18,25,28,27.2,25.1,36.2,35.8,11.8,12.0,14.6,17.3,23.1,17.4,30.6,30.6,14.9,16.2,19.6,25.7,45.8,46.5,62.9,60.5,18.6,15.6,23.3,23.3,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
103979,GOLD - COMMODITY EXCHANGE INC.,870831,1987-08-31,088691,CMX,1,88,148815,16503,15979,13017,69761,86279,99281,115275,49534,33540,89382,15286,16579,4694,27607,43034,47587,64307,41795,25075,59433,2836,1019,6704,42154,43245,51694,50968,7739,8465,   -1878,   -2109,    5577,    -240,    6135,   -8754,    3786,   -3417,   -5664,    1539,100.0,11.1,10.7,8.7,46.9,58.0,66.7,77.5,33.3,22.5,100.0,17.1,18.5,5.3,30.9,48.1,53.2,71.9,46.8,28.1,100.0,4.8,1.7,11.3,70.9,72.8,87.0,85.8,13.0,14.2,101,31,21,9,30,42,64,70,93,27,21,5,20,39,48,64,33,7,3,4,17,18,24,25,27.8,24.6,38.6,33.6,15.8,11.6,19.4,17.4,25.6,14.8,34.3,26.2,18.9,13.0,24.9,21.0,44.6,46.6,62.9,60.5,18.4,16.2,23.3,23.7,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
104024,GOLD - INTERNATIONAL MONETARY MARKET,870831,1987-08-31,088741,CME,0,88,3309,361,0,0,980,2058,1341,2058,1968,1251,3309,361,0,0,980,2058,1341,2058,1968,1251,0,0,0,0,0,0,0,0,0,0,     -93,       1,       0,       0,     358,      25,     359,      25,    -452,    -118,100.0,10.9,0.0,0.0,29.6,62.2,40.5,62.2,59.5,37.8,100.0,10.9,0.0,0.0,29.6,62.2,40.5,62.2,59.5,37.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,2,3,3,3,6,1,0,0,2,3,3,3,0,0,0,0,0,0,0,0,40.5,62.2,40.5,62.2,40.5,62.2,40.5,62.2,40.5,62.2,40.5,62.2,40.5,62.2,40.5,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088741,CME,88
