,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
107035,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-02-02,55423,1856,17649,   15498,   -7756,   10156
107036,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-01-26,39925,9612,7493,     374,      -7,    2717
107037,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-01-19,39551,9619,4776,    5052,    4465,    -863
107038,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-01-12,34499,5154,5639,    6337,   -1002,    2774
107039,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1999-01-05,28162,6156,2865,     268,   -3489,     339
107040,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-12-29,27894,9645,2526,   -6333,   -1171,      54
107041,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-12-22,34227,10816,2472,   -1306,   -3337,    -450
107042,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-12-15,35533,14153,2922,  -20484,    9946,   -8651
107043,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-12-08,56017,4207,11573,    3003,    2957,   -1823
107044,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-12-01,53014,1250,13396,    4372,   -5222,    2646
107045,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-11-24,48642,6472,10750,   10650,     358,    5574
107046,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-11-17,37992,6114,5176,   -5534,      12,   -3880
107047,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-11-10,43526,6102,9056,   -3581,  -14118,    6162
107048,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-11-03,47107,20220,2894,   -6332,   -4993,     517
107049,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-27,53439,25213,2377,   -1958,   -2024,    -401
107050,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-20,55397,27237,2778,   -2198,    -578,     840
107051,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-13,57595,27815,1938,   -7721,   -3282,   -2534
107052,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-10-06,65316,31097,4472,    4085,    1312,     756
107053,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-29,61231,29785,3716,     595,   -1700,    -460
107054,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-22,60636,31485,4176,   -2093,    2122,      14
107055,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-15,62729,29363,4162,  -44969,    -883,    1594
107056,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-08,107698,30246,2568,   12970,    1065,      -9
107057,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-09-01,94728,29181,2577,   23666,   22555,   -8899
107058,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-25,71062,6626,11476,    -836,    -174,   -1470
107059,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-18,71898,6800,12946,    8573,    3164,    3121
107060,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-11,63325,3636,9825,   -5876,    2003,    -449
107061,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-08-04,69201,1633,10274,   -2452,    -336,  -11723
107062,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-28,71653,1969,21997,  -17968,     550,   -8482
107063,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-21,89621,1419,30479,   -4743,    -447,   -4238
107064,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-14,94364,1866,34717,    2380,    1199,   -2388
107065,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-07-07,91984,667,37105,    7505,     667,    2804
107066,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-30,84479,0,34301,   12102,       0,    8921
107067,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-23,72377,0,25380,    4388,    -489,    1910
107068,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-16,67989,489,23470,   -6888,  -13739,   15773
107069,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-09,74877,14228,7697,    3238,     510,     252
107070,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-06-02,71639,13718,7445,    -667,   -4894,     -60
107071,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-26,72306,18612,7505,   13816,   14660,   -4941
107072,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-19,58490,3952,12446,   -1893,    -698,     505
107073,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-12,60383,4650,11941,    2366,    1466,   -3915
107074,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-05-05,58017,3184,15856,   -8615,    2272,     622
107075,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-28,66632,912,15234,    1776,    -621,   -1165
107076,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-21,64856,1533,16399,    1681,    -463,   -4834
107077,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-14,63175,1996,21233,   -8940,     959,   -9818
107078,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-04-07,72115,1037,31051,   -1942,   -1793,    1217
107079,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-31,74057,2830,29834,   10652,     517,    3790
107080,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-24,63405,2313,26044,    9073,    1174,    6880
107081,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-17,54332,1139,19164,  -27834,     447,   -4133
107082,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-10,82166,692,23297,   35128,    -436,    8852
107083,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-03-03,47038,1128,14445,     601,     -63,     999
107084,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-24,46437,1191,13446,     191,     928,   -1039
107085,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-17,46246,263,14485,    1332,       0,     879
107086,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-10,44914,263,13606,   -3425,    -596,     -62
107087,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-02-03,48339,859,13668,   -2258,     334,   -1379
107088,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-27,50597,525,15047,  -17686,     -45,  -13981
107089,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-20,68283,570,29028,   10937,       5,    6188
107090,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-13,57346,565,22840,   -1844,    -413,    1079
107091,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1998-01-06,59190,978,21761,   15693,     393,    5293
107092,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-30,43497,585,16468,    6118,     -24,    3297
107093,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-23,37379,609,13171,     355,      10,    -865
107094,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-19,38931,609,13375,    1907,      10,    -661
107095,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-16,37024,599,14036,  -27871,    -169,   -4563
107096,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-09,64895,768,18599,   12340,  -14557,   14397
107097,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-12-02,52555,15325,4202,    1608,   -3601,    2260
107098,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-25,50947,18926,1942,   -1744,    -919,    -665
107099,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-18,52691,19845,2607,   -1995,     286,    -784
107100,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-11,54686,19559,3391,    4975,    5120,    1065
107101,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-11-04,49711,14439,2326,     298,    1993,      56
107102,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-28,49413,12446,2270,    5148,    3854,   -4676
107103,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-21,44265,8592,6946,    3468,   -8746,    3191
107104,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-14,40797,17338,3755,   -3635,   -1990,     414
107105,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-10-07,44432,19328,3341,    7061,    5144,     -52
107106,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-30,37371,14184,3393,    -970,     707,   -1613
107107,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-23,38341,13477,5006,    -787,     753,     521
107108,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-16,39128,12724,4485,  -20498,    6928,  -10078
107109,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-09,59626,5796,14563,    4491,    1453,    -834
107110,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-09-02,55135,4343,15397,    -893,    -381,     118
107111,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-26,56028,4724,15279,    1136,    1221,   -3392
107112,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-19,54892,3503,18671,   -1907,    1022,   -1011
107113,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-12,56799,2481,19682,   -8666,     566,   -4455
107114,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-08-05,65465,1915,24137,    1063,    -627,     361
107115,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-29,64402,2542,23776,    8011,    -239,    3240
107116,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-22,56391,2781,20536,    1562,     690,    1717
107117,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-15,54829,2091,18819,    1719,     643,   -2922
107118,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-08,53110,1448,21741,   10540,    -763,    6675
107119,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-07-01,42570,2211,15066,    9302,   -1753,    6132
107120,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-24,33268,3964,8934,    1031,    2233,   -2542
107121,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-17,32237,1731,11476,  -19325,      -9,    -210
107122,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-10,51562,1740,11686,    5680,  -12440,    9031
107123,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-06-03,45882,14180,2655,   -6651,   -4423,    -630
107124,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-27,52533,18603,3285,    1707,     698,    -241
107125,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-20,50826,17905,3526,    6169,    3903,    -527
107126,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-13,44657,14002,4053,   -2508,   12608,   -9621
107127,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-05-06,47165,1394,13674,    -219,    1144,   -3499
107128,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-29,47384,250,17173,    -142,    -300,      44
107129,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-22,47526,550,17129,    2213,     264,      52
107130,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-15,45313,286,17077,   -1079,      12,     139
107131,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-08,46392,274,16938,    3045,    -472,    1066
107132,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-04-01,43347,746,15872,    2780,     546,     934
107133,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-25,40567,200,14938,    -466,    -703,    -899
107134,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-18,41033,903,15837,  -18662,     -53,   -2197
107135,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-11,59695,956,18034,    1791,     106,   -1611
107136,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-03-04,57904,850,19645,    1693,     450,     -46
107137,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-25,56211,400,19691,     696,       0,     422
107138,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-18,55515,400,19269,    2539,    -395,     515
107139,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-11,52976,795,18754,    1189,     138,    -265
107140,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-02-04,51787,657,19019,   -1940,     416,     291
107141,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-28,53727,241,18728,    2312,      41,    -936
107142,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-21,51415,200,19664,   -4263,       0,    -626
107143,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-14,55678,200,20290,    5618,    -500,    2336
107144,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1997-01-07,50060,700,17954,    4955,     400,    1622
107145,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-31,45105,300,16332,   -2356,       0,   -1882
107146,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-24,47461,300,18214,    2579,    -400,    1950
107147,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-17,44882,700,16264,  -29053,      37,   -1221
107148,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-10,73935,663,17485,   12390,     207,    1369
107149,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-12-03,61545,456,16116,    1449,     -44,   -1617
107150,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-26,60096,500,17733,    6143,     492,    1887
107151,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-19,53953,8,15846,    1686,       0,    1158
107152,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-12,52267,8,14688,    2873,       6,    -922
107153,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-11-05,49394,2,15610,    3497,    -218,    1983
107154,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-29,45897,220,13627,   -5514,     -75,   -2465
107155,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-22,51411,295,16092,    2472,    -818,     550
107156,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-15,48939,1113,15542,    1036,    -260,    1547
107157,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-08,47903,1373,13995,    6066,     919,     511
107158,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-10-01,41837,454,13484,    2840,     224,     481
107159,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-24,38997,230,13003,    3109,      30,     629
107160,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-17,35888,200,12374,  -14343,   -1708,    3331
107161,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-10,50231,1908,9043,    9930,   -6531,    7620
107162,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-09-03,40301,8439,1423,   -1778,   -2136,    -876
107163,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-27,42079,10575,2299,    2666,    1317,     393
107164,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-20,39413,9258,1906,     202,     349,    -150
107165,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-13,39211,8909,2056,   -1564,    -648,     243
107166,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-08-06,40775,9557,1813,    1304,     937,    -855
107167,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-30,39471,8620,2668,    1625,     104,    -162
107168,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-23,37846,8516,2830,    -575,    2882,    -850
107169,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-16,38421,5634,3680,     300,    4932,   -9196
107170,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-09,38121,702,12876,     989,     594,    -376
107171,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-07-02,37132,108,13252,    -473,     108,     376
107172,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-25,37605,0,12876,    1637,    -800,    1017
107173,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-18,35968,800,11859,  -17749,     368,   -3150
107174,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-11,53717,432,15009,    7844,     126,    1050
107175,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-06-04,45873,306,13959,   -2172,   -1176,   -3068
107176,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-28,48045,1482,17027,    -652,      95,     509
107177,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-21,48697,1387,16518,    2004,    -529,      -2
107178,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-14,46693,1916,16520,     387,     146,    -333
107179,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-05-07,46306,1770,16853,     459,     179,     310
107180,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-30,45847,1591,16543,    2497,    -728,    1480
107181,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-23,43350,2319,15063,      47,     842,     274
107182,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-16,43303,1477,14789,    7117,     199,    5484
107183,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-09,36186,1278,9305,    6427,     -65,    2473
107184,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-04-02,29759,1343,6832,    1365,     580,    -470
107185,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-26,28394,763,7302,    1063,     299,      61
107186,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-19,27331,464,7241,  -16741,    -781,    -639
107187,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-12,44072,1245,7880,    3354,     980,     828
107188,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-03-05,40718,265,7052,    2360,    -167,   -1886
107189,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-27,38358,432,8938,   -4419,    -806,   -2467
107190,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-20,42777,1238,11405,   -1862,     386,   -3182
107191,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-13,44639,852,14587,     209,     241,    -285
107192,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-02-06,44430,611,14872,    -659,     247,     300
107193,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-30,45089,364,14572,     847,     -58,     459
107194,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-23,44242,422,14113,    1411,    -335,    1849
107195,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-16,42831,757,12264,    2669,   -1049,    -676
107196,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-09,40162,1806,12940,    4029,    -116,    1790
107197,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1996-01-02,36133,1922,11150,    2463,    1361,      22
107198,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-26,33670,561,11128,   -1389,     -77,    -395
107199,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-19,35059,638,11523,  -19695,    -174,   -1102
107200,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-12,54754,812,12625,    8367,     515,     469
107201,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-12-05,46387,297,12156,    8249,   -4140,    9501
107202,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-28,38138,4437,2655,     -61,      63,    1043
107203,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-21,38199,4374,1612,     826,     230,    -220
107204,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-14,37373,4144,1832,     988,    -705,    -212
107205,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-11-07,36385,4849,2044,    -538,    -280,     337
107206,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-31,36923,5129,1707,     158,    -688,     -20
107207,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-24,36765,5817,1727,    2818,     302,    -798
107208,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-17,33947,5515,2525,   -1309,    -286,     -11
107209,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-10,35256,5801,2536,    2879,     283,     268
107210,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-10-03,32377,5518,2268,    1999,      45,     381
107211,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-26,30378,5473,1887,      98,    4898,   -6736
107212,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-19,30280,575,8623,   -7202,     163,    -242
107213,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-12,37482,412,8865,    4757,    -125,    2364
107214,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-09-05,32725,537,6501,     -61,     164,    -729
107215,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-29,32786,373,7230,    1855,      40,      23
107216,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-22,30931,333,7207,     322,     -12,      89
107217,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-15,30609,345,7118,    2643,   -1088,    3005
107218,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-08,27966,1433,4113,    -391,   -2258,     270
107219,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-08-01,28357,3691,3843,    3846,    3068,    -857
107220,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-25,24511,623,4700,     548,    -220,    -950
107221,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-18,23963,843,5650,    2086,     248,    1328
107222,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-11,21877,595,4322,    2094,       0,     927
107223,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-07-03,19783,595,3395,    -798,    -468,     187
107224,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-27,20581,1063,3208,     515,     177,    -994
107225,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-20,20066,886,4202,  -10982,    -107,     146
107226,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-13,31048,993,4056,    2780,    -237,    -255
107227,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-06-06,28268,1230,4311,    -558,    -483,    -223
107228,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-30,28826,1713,4534,   -3383,     273,   -3284
107229,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-23,32209,1440,7818,    1840,      62,    1335
107230,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-16,30369,1378,6483,      74,   -5369,    5623
107231,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-09,30295,6747,860,     174,    -363,    -370
107232,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-05-02,30121,7110,1230,    -436,       4,     276
107233,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-25,30557,7106,954,     227,    -876,    -520
107234,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-18,30330,7982,1474,     282,     270,     176
107235,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-11,30048,7712,1298,    -485,    -700,    -183
107236,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-04-04,30533,8412,1481,    -990,     -99,     819
107237,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-28,31523,8511,662,    2779,    -645,    -407
107238,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-21,28744,9156,1069,  -19608,    -687,    -314
107239,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-14,48352,9843,1383,   -4762,     194,   -2278
107240,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-03-07,53114,9649,3661,    1097,     125,  -12610
107241,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-28,52017,9524,16271,    4380,     573,    1016
107242,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-21,47637,8951,15255,    6327,    4015,    1293
107243,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-14,41310,4936,13962,    -468,      34,     287
107244,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-02-07,41778,4902,13675,    1821,   -2348,    2135
107245,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-31,39957,7250,11540,    -937,   -2044,     557
107246,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-24,40894,9294,10983,    1581,    1014,    -205
107247,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-17,39313,8280,11188,    -580,      37,    -474
107248,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-10,39893,8243,11662,    4504,    5769,   -1149
107249,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1995-01-03,35389,2474,12811,   -3059,     127,   -5607
107250,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-27,38448,2347,18418,  -26104,     105,     761
107251,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-20,64552,2242,17657,   -1911,    -171,   -8044
107252,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-13,66463,2413,25701,    3108,     432,    -750
107253,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-12-06,63355,1981,26451,    2144,    -775,     705
107254,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-29,61211,2756,25746,    1146,    -241,     595
107255,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-22,60065,2997,25151,    8080,    -568,    6054
107256,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-15,51985,3565,19097,    7705,   -8942,   10399
107257,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-08,44280,12507,8698,     655,   -2304,    5278
107258,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-01,43625,14811,3420,    1297,   -1456,    1448
107259,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-25,42328,16267,1972,    -871,    -838,     717
107260,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-18,43199,17105,1255,    7787,    5903,    -867
107261,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-11,35412,11202,2122,    1142,    -260,    -127
107262,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-04,34270,11462,2249,   -2480,   -2143,     794
107263,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-27,36750,13605,1455,  -13973,    -534,     602
107264,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-20,50723,14139,853,   -3460,   -1170,    -826
107265,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-13,54183,15309,1679,    8523,     324,    1091
107266,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-06,45660,14985,588,    2730,    2955,   -1640
107267,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-30,42930,12030,2228,   -3545,   -8923,    1640
107268,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-23,46475,20953,588,    -770,    1207,    -119
107269,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-16,47245,19746,707,    6185,    3836,     -98
107270,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-09,41060,15910,805,    1025,    2672,    -479
107271,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-02,40035,13238,1284,    1590,     327,    -143
