,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
106143,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-22,37656,19391,15205,   -2594,   -3228,   -2152
106144,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-15,40250,22619,17357,   -9494,    2884,   -2507
106145,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-08,49744,19735,19864,    2110,      12,   -1366
106146,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-01,47634,19723,21230,    -204,    -490,   -1304
106147,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-23,47838,20213,22534,    -726,      72,   -1973
106148,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-16,48564,20141,24507,   -4137,    -215,   -3117
106149,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-09,52701,20356,27624,   -6669,   -5614,   -3041
106150,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-02,59370,25970,30665,    3676,    1038,    1230
106151,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-01-26,55694,24932,29435,    6404,    -259,    5150
106152,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-01-19,49290,25191,24285,    2862,     707,    3125
106153,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-01-12,46428,24484,21160,   -3848,   -1935,   -1639
106154,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-01-05,50276,26419,22799,    1162,    -417,    -473
106155,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-12-29,49114,26836,23272,   -1151,    -810,   -1622
106156,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-12-22,50265,27646,24894,   -2203,   -2064,   -2865
106157,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-12-15,52468,29710,27759,  -24790,   18172,   -9319
106158,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-12-08,77258,11538,37078,   -1288,   -6775,   -6024
106159,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-12-01,78546,18313,43102,    5601,      -1,    2579
106160,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-11-24,72945,18314,40523,    5826,    -700,    6180
106161,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-11-17,67119,19014,34343,    7088,      69,    6088
106162,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-11-10,60031,18945,28255,    8078,    1153,    3428
106163,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-11-03,51953,17792,24827,   13500,    3845,   12379
106164,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-10-27,38453,13947,12448,    2825,    1950,    1076
106165,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-10-20,35628,11997,11372,     694,    1134,   -1843
106166,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-10-13,34934,10863,13215,   -3892,   -1543,   -3161
106167,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-10-06,38826,12406,16376,     597,    -860,     395
106168,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-09-29,38229,13266,15981,    1248,    -456,     383
106169,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-09-22,36981,13722,15598,    -865,   -5317,     341
106170,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-09-15,37846,19039,15257,   -3091,   13454,    2776
106171,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-09-08,40937,5585,12481,    4734,     143,   -1464
106172,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-09-01,36203,5442,13945,   -1698,     553,   -3541
106173,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-08-25,37901,4889,17486,   -5687,   -3294,    -565
106174,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-08-18,43588,8183,18051,     -89,   -1485,    1371
106175,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-08-11,43677,9668,16680,    6278,   -1696,    3850
106176,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-08-04,37399,11364,12830,    5034,    1603,    3193
106177,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-07-28,32365,9761,9637,    3941,    -120,    3173
106178,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-07-21,28424,9881,6464,    6034,    3383,    3047
106179,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-07-14,22390,6498,3417,   -1350,   -2727,     313
106180,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-07-07,23740,9225,3104,    2268,    -334,     400
106181,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2015-06-30,21472,9559,2704,    -397,    -351,    -134
