,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
255,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-03-14,259945,42367,149484,   -2567,  -19480,    6200
256,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-03-07,262512,61847,143284,   35630,   18518,   29284
257,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-02-28,226882,43329,114000,   13169,    5076,    9395
258,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-02-21,213713,38253,104605,    1669,    -786,      38
259,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-02-14,212044,39039,104567,    1031,     904,    1893
260,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-02-07,211013,38135,102674,    -897,   -4097,   -1330
261,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-01-31,211910,42232,104004,  -11771,   -9289,  -10689
262,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-01-24,223681,51521,114693,   -5101,   -3721,   -6791
263,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-01-17,228782,55242,121484,     732,   -1500,   -1089
264,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-01-10,228050,56742,122573,    2654,    1260,    2349
265,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2017-01-03,225396,55482,120224,   12904,    5420,   13063
266,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-12-27,212492,50062,107161,    7006,    5910,    3659
267,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-12-20,205486,44152,103502,  -32311,    3637,   -9356
268,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-12-13,237797,40515,112858,   -5874,   -2654,   -7549
269,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-12-06,243671,43169,120407,    -586,   -7637,   -8534
270,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-11-29,244257,50806,128941,    1341,   -3403,     414
271,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-11-22,242916,54209,128527,   -5187,     -32,   -6027
272,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-11-15,248103,54241,134554,   -5600,    1030,   -8502
273,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-11-08,253703,53211,143056,  -13861,  -10528,   -3644
274,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-11-01,267564,63739,146700,      64,     138,    -863
275,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-10-25,267500,63601,147563,   12306,   11026,    3430
276,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-10-18,255194,52575,144133,    -396,    2182,   -1730
277,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-10-11,255590,50393,145863,   -6888,   -6367,   -8469
278,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-10-04,262478,56760,154332,   23453,    8583,   18441
279,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-09-27,239025,48177,135891,    1266,  -21056,    7972
280,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-09-20,237759,69233,127919,  -14780,   28836,    4701
281,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-09-13,252539,40397,123218,   -3414,    1612,   -5536
282,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-09-06,255953,38785,128754,    7543,    -863,   -3379
283,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-08-30,248410,39648,132133,     699,    3798,    1305
284,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-08-23,247711,35850,130828,    -857,     -40,     700
285,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-08-16,248568,35890,130128,    5138,     367,    4523
286,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-08-09,243430,35523,125605,   10165,    2148,    9715
287,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-08-02,233265,33375,115890,    1621,    3556,    5499
288,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-07-26,231644,29819,110391,    6055,    1860,    8046
289,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-07-19,225589,27959,102345,  -11022,  -12040,    2279
290,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-07-12,236611,39999,100066,    8672,   -5747,    5289
291,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-07-05,227939,45746,94777,   21388,    2472,    8792
292,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-06-28,206551,43274,85985,    7362,    1567,   -7669
293,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-06-21,199189,41707,93654,   -7200,  -19999,   -4713
294,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-06-14,206389,61706,98367,  -52849,   25369,   -4269
295,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-06-07,259238,36337,102636,   15553,    -209,   33239
296,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-05-31,243685,36546,69397,    -692,   -2011,   -1995
297,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-05-24,244377,38557,71392,    5219,    1024,   -4563
298,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-05-17,239158,37533,75955,     639,     -95,    3392
299,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-05-10,238519,37628,72563,   -9661,   -8477,  -13950
300,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-05-03,248180,46105,86513,    4351,    5674,   -2587
301,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-04-26,243829,40431,89100,    5634,    7666,    1183
302,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-04-19,238195,32765,87917,    2026,   -1083,    2759
303,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-04-12,236169,33848,85158,  -11417,   -5726,    -922
304,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-04-05,247586,39574,86080,   -2858,     648,    7126
305,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-03-29,250444,38926,78954,    4222,     400,    2705
306,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-03-22,246222,38526,76249,   -6955,  -24350,    -246
307,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-03-15,253177,62876,76495,  -45871,   33512,   -1874
308,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-03-08,299048,29364,78369,   23223,   -9601,      26
309,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-03-01,275825,38965,78343,   18611,    3486,    9796
310,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-02-23,257214,35479,68547,   -3435,   -1033,   -4220
311,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-02-16,260649,36512,72767,    4783,    5487,    5442
312,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-02-09,255866,31025,67325,  -14814,   -1712,  -10430
313,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-02-02,270680,32737,77755,   -2118,   -1959,   -4478
314,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-01-26,272798,34696,82233,   13209,   -3167,    5791
315,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-01-19,259589,37863,76442,   20721,    3569,   11627
316,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-01-12,238868,34294,64815,   16875,  -10368,  -10343
317,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2016-01-05,221993,44662,75158,   17955,    4186,    3660
318,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-12-29,204038,40476,71498,    9725,   -1599,    2762
319,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-12-22,194313,42075,68736,   28468,    2954,   12695
320,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-12-15,165845,39121,56041,  -34400,   -2512,   -9494
321,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-12-08,200245,41633,65535,   12617,    3230,   -1126
322,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-12-01,187628,38403,66661,   15238,    6081,    2083
323,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-11-24,172390,32322,64578,   -2864,   -2785,    4211
324,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-11-17,175254,35107,60367,    2908,   -4262,    5228
325,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-11-10,172346,39369,55139,   21152,   -6406,    9552
326,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-11-03,151194,45775,45587,   -2259,   -2211,    1735
327,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-10-27,153453,47986,43852,   -4590,   -5491,   -2088
328,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-10-20,158043,53477,45940,    5879,    8712,   -6352
329,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-10-13,152164,44765,52292,   -8209,   -2935,      59
330,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-10-06,160373,47700,52233,    4552,   -2115,     371
331,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-29,155821,49815,51862,    9248,    4814,    8128
332,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-22,146573,45001,43734,     869,    1795,   -3091
333,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-15,145704,43206,46825,  -41290,    -303,  -14322
334,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-08,186994,43509,61147,   16962,   -4292,    2107
335,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-09-01,170032,47801,59040,   -6930,  -10250,    4288
336,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-25,176962,58051,54752,    4879,    6021,   -1249
337,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-18,172083,52030,56001,   13836,   10279,    3879
338,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-11,158247,41751,52122,  -10977,   -3997,    -183
339,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-08-04,169224,45748,52305,   -4071,    1953,   -1278
340,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-28,173295,43795,53583,    8516,    8654,   -3026
341,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-21,164779,35141,56609,    7706,    2979,     248
342,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-14,157073,32162,56361,  -11407,   -7421,   -6195
343,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-07-07,168480,39583,62556,  -12933,  -14073,   -3859
344,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-30,181413,53656,66415,    2772,    2126,   -7309
345,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-23,178641,51530,73724,   32006,   17653,   14413
346,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-16,146635,33877,59311,  -34414,    2863,      20
347,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-09,181049,31014,59291,    5758,   -1755,     864
348,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-06-02,175291,32769,58427,   -1506,   -1927,   -1808
349,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-26,176797,34696,60235,   -5810,   -6436,   -4259
350,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-19,182607,41132,64494,    -979,    3621,   -3786
351,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-12,183586,37511,68280,   10118,    3207,    9218
352,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-05-05,173468,34304,59062,    1770,    1065,   -8305
353,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-28,171698,33239,67367,   -3368,   -1591,    3256
354,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-21,175066,34830,64111,  -14447,     837,   -5927
355,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-14,189513,33993,70038,    4294,   -3648,   -1904
356,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-04-07,185219,37641,71942,    2705,    2498,     169
357,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-31,182514,35143,71773,    4374,    -795,   -2722
358,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-24,178140,35938,74495,  -10098,  -11217,  -10511
359,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-17,188238,47155,85006,  -16928,    -898,    4362
360,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-10,205166,48053,80644,   39429,    3490,    9173
361,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-03-03,165737,44563,71471,   -4047,   -2178,    2860
362,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-24,169784,46741,68611,    -843,    3742,   -3186
363,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-17,170627,42999,71797,   -5339,    6201,   -3604
364,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-10,175966,36798,75401,   -6937,     578,   -3217
365,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-02-03,182903,36220,78618,   -2447,   -2429,   -5371
366,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-27,185350,38649,83989,    2490,    3330,    2962
367,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-20,182860,35319,81027,    4297,   -6601,    1967
368,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-13,178563,41920,79060,   16687,    2764,   14334
369,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2015-01-06,161876,39156,64726,   18216,    4084,   10352
370,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-30,143660,35072,54374,    2205,   -1543,    2526
371,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-23,141455,36615,51848,    3874,   -1246,    -565
372,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-16,137581,37861,52413,  -54523,     166,   -8884
373,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-09,192104,37695,61297,   17229,    -861,   -8273
374,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-12-02,174875,38556,69570,    3145,      15,     363
375,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-25,171730,38541,69207,    4764,   -4324,    3513
376,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-18,166966,42865,65694,   15306,    2204,   12142
377,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-11,151660,40661,53552,    7445,   -2628,    2801
378,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-11-04,144215,43289,50751,    5554,    2571,    3786
379,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-28,138661,40718,46965,    2895,    4151,    5913
380,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-21,135766,36567,41052,   -2705,   -6549,   -4901
381,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-14,138471,43116,45953,    8805,   -3387,   -1625
382,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-10-07,129666,46503,47578,   -2703,   -7740,   -3076
383,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-30,132369,54243,50654,   -1692,     552,   -4087
384,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-23,134061,53691,54741,    -499,   -1926,   -7457
385,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-16,134560,55617,62198, -122031,  -25713,    7595
386,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-09,256591,81330,54603,   17618,   13792,   -3487
387,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-09-02,238973,67538,58090,    5538,   -3464,    2555
388,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-26,233435,71002,55535,   -3856,   -1228,   -3408
389,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-19,237291,72230,58943,   13572,    6882,   12394
390,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-12,223719,65348,46549,   -7082,   -1089,   -7767
391,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-08-05,230801,66437,54316,   -6610,   -8933,    3856
392,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-29,237411,75370,50460,   -3744,    3578,    6165
393,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-22,241155,71792,44295,  -13960,  -14191,   -2918
394,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-15,255115,85983,47213,     327,    -631,    2238
395,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-08,254788,86614,44975,   -1123,  -13315,    1458
396,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-07-01,255911,99929,43517,    1542,    1831,   -4830
397,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-24,254369,98098,48347,    4138,   -2336,     509
398,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-17,250231,100434,47838,  -21371,   15232,   -1522
399,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-10,271602,85202,49360,   31998,    5726,    4858
400,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-06-03,239604,79476,44502,    1164,    1038,    1368
401,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-27,238440,78438,43134,     803,   -1571,   -3785
402,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-20,237637,80009,46919,    7304,    8841,    7506
403,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-13,230333,71168,39413,  -10931,  -12626,   -3735
404,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-05-06,241264,83794,43148,    5234,   -2119,    1469
405,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-29,236030,85913,41679,   -1025,   -3779,    -213
406,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-22,237055,89692,41892,   10367,    2220,    5018
407,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-15,226688,87472,36874,      21,   -4170,   -8291
408,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-08,226667,91642,45165,   15230,   15673,    2768
409,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-04-01,211437,75969,42397,    9322,    9218,    5370
410,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-25,202115,66751,37027,   -6846,    2610,   -1578
411,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-18,208961,64141,38605,  -41906,    -412,   -3949
412,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-11,250867,64553,42554,   -3146,   -6468,    1138
413,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-03-04,254013,71021,41416,   -3024,   -3537,   -4340
414,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-25,257037,74558,45756,   15566,   -1713,   -8192
415,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-18,241471,76271,53948,   36489,   23072,   11421
416,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-11,204982,53199,42527,    2292,    1101,    1380
417,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-02-04,202690,52098,41147,  -16048,  -11261,     -40
418,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-28,218738,63359,41187,   10626,    6786,   -6666
419,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-21,208112,56573,47853,    6740,    2221,    4661
420,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-14,201372,54352,43192,    6704,    -327,    6691
421,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2014-01-07,194668,54679,36501,  -12218,   -7405,   -2802
422,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-31,206886,62084,39303,    8823,    -509,   -8870
423,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-24,198063,62593,48173,    6415,     308,    3713
424,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-17,191648,62285,44460,  -63956,   -8730,   -8126
425,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-10,255604,71015,52586,   16233,   -2947,   -3007
426,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-12-03,239371,73962,55593,   24928,   16993,    -985
427,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-26,214443,56969,56578,   30994,    3203,    1147
428,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-19,183449,53766,55431,   12447,    9878,    2240
429,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-12,171002,43888,53191,   -1366,   -7298,    -387
430,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-11-05,172368,51186,53578,   -5059,   -6605,    5949
431,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-29,177427,57791,47629,   -4062,   -1646,    2454
432,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-22,181489,59437,45175,   -2490,    -663,   -2694
433,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-15,183979,60100,47869,    -664,    1419,   -2041
434,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-08,184643,58681,49910,   12221,   11352,    4077
435,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-10-01,172422,47329,45833,    8703,   -3407,   -3729
436,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-24,163719,50736,49562,   21984,    6612,    -872
437,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-17,141735,44124,50434,  -43698,   11203,  -20653
438,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-10,185433,32921,71087,   28563,    4978,      98
439,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-09-03,156870,27943,70989,    7542,   -2061,    2759
440,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-27,149328,30004,68230,   10823,    3057,    1761
441,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-20,138505,26947,66469,   -6621,    4738,   -2261
442,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-13,145126,22209,68730,    -261,     112,     600
443,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-08-06,145387,22097,68130,    -948,    1942,   -1488
444,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-30,146335,20155,69618,   -1730,    1020,     830
445,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-23,148065,19135,68788,   -3062,   -5499,    6708
446,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-16,151127,24634,62080,    6094,   -6677,   -3490
447,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-09,145033,31311,65570,   13216,   -1251,    1684
448,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-07-02,131817,32562,63886,    8215,   -1857,   10038
449,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-25,123602,34419,53848,  -16948,  -12958,  -13935
450,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-18,140550,47377,67783,  -78626,   14622,  -18659
451,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-11,219176,32755,86442,    8677,    6089,  -17962
452,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-06-04,210499,26666,104404,  -11113,   -9555,   -6342
453,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-28,221612,36221,110746,   10514,    2841,     390
454,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-21,211098,33380,110356,   13030,   -3595,    8026
455,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-14,198068,36975,102330,    7287,    5433,    7702
456,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-05-07,190781,31542,94628,    1697,     464,    4943
457,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-30,189084,31078,89685,  -10381,   -2911,   -4416
458,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-23,199465,33989,94101,   -1419,     -31,   -1894
459,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-16,200884,34020,95995,   -3943,    6916,   -1078
460,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-09,204827,27104,97073,   -3598,   -4711,     238
461,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-04-02,208425,31815,96835,   -6211,   -6369,   -7904
462,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-26,214636,38184,104739,    2119,    -864,    4211
463,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-19,212517,39048,100528,  -84613,   10215,   21895
464,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-12,297130,28833,78633,   60949,   -7188,   -1237
465,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-03-05,236181,36021,79870,   30998,    4895,   12614
466,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-26,205183,31126,67256,   18156,   -9542,    3223
467,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2013-02-19,187027,40668,64033,   19927,    2007,    8596
