,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
822,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-05-05,24744,5839,-10412,-186,47511,-12010,18905,-10226.0
823,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-28,35156,6025,-1251,-275,59521,2429,29131,-976.0
824,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-21,36407,6300,16372,-1037,57092,14445,30107,17409.0
825,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-14,20035,7337,2742,-4384,42647,-963,12698,7126.0
826,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-04-07,17293,11721,4401,-4137,43610,-808,5572,8538.0
827,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-31,12892,15858,453,2289,44418,692,-2966,-1836.0
828,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-24,12439,13569,3261,-3079,43726,-3771,-1130,6340.0
829,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-17,9178,16648,3955,-4730,47497,-12911,-7470,8685.0
830,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-10,5223,21378,473,-633,60408,11573,-16155,1106.0
831,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-03-03,4750,22011,-540,2441,48835,2780,-17261,-2981.0
832,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-24,5290,19570,-771,1877,46055,1083,-14280,-2648.0
833,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-17,6061,17693,-1516,-1531,44972,-1447,-11632,15.0
834,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-10,7577,19224,899,2836,46419,3638,-11647,-1937.0
835,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-02-03,6678,16388,1187,-5,42781,12019,-9710,1192.0
836,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-27,5491,16393,-180,1869,30762,6137,-10902,-2049.0
837,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-20,5671,14524,-272,4323,24625,6393,-8853,-4595.0
838,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-13,5943,10201,-846,2998,18232,2021,-4258,-3844.0
839,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2009-01-06,6789,7203,29,-197,16211,769,-414,226.0
840,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-30,6760,7400,-69,2372,15442,2019,-640,-2441.0
841,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-22,6829,5028,829,1314,13423,2496,1801,-485.0
842,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-16,6000,3714,1257,-404,10927,-31336,2286,1661.0
843,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-09,4743,4118,601,-1922,42263,1088,625,2523.0
844,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-12-02,4142,6040,334,217,41175,-411,-1898,117.0
845,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-25,3808,5823,-582,498,41586,796,-2015,-1080.0
846,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-18,4390,5325,651,-749,40790,-487,-935,1400.0
847,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-11,3739,6074,393,-1831,41277,-2532,-2335,2224.0
848,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-11-04,3346,7905,-124,1470,43809,1016,-4559,-1594.0
849,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-28,3470,6435,-2276,1118,42793,-794,-2965,-3394.0
850,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-21,5746,5317,-2548,124,43587,-1376,429,-2672.0
851,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-14,8294,5193,-7989,-1155,44963,-5609,3101,-6834.0
852,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-10-07,16283,6348,-1937,144,50572,-4483,9935,-2081.0
853,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-30,18220,6204,3722,-1865,55055,6497,12016,5587.0
854,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-23,14498,8069,-10316,563,48558,-1662,6429,-10879.0
855,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-16,24814,7506,-7940,231,50220,-38004,17308,-8171.0
856,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-09,32754,7275,-18250,-152,88224,-16436,25479,-18098.0
857,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-09-02,51004,7427,-8395,1896,104660,-2482,43577,-10291.0
858,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-26,59399,5531,251,-3302,107142,895,53868,3553.0
859,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-19,59148,8833,-899,-690,106247,551,50315,-209.0
860,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-12,60047,9523,-22170,-401,105696,-7543,50524,-21769.0
861,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-08-05,82217,9924,-8328,-1853,113239,8688,72293,-6475.0
862,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-29,90545,11777,-7430,3939,104551,-7041,78768,-11369.0
863,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-22,97975,7838,10845,-6951,111592,4436,90137,17796.0
864,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-15,87130,14789,4350,4199,107156,6781,72341,151.0
865,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-08,82780,10590,2418,4163,100375,170,72190,-1745.0
866,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-07-01,80362,6427,-21404,2831,100205,-16313,73935,-24235.0
867,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-24,101766,3596,1818,-505,116518,4607,98170,2323.0
868,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-17,99948,4101,8964,-2721,111911,-36657,95847,11685.0
869,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-10,90984,6822,-13852,821,148568,-2134,84162,-14673.0
870,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-06-03,104836,6001,4408,329,150702,30364,98835,4079.0
871,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-27,100428,5672,2889,-1268,120338,3803,94756,4157.0
872,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-20,97539,6940,-7294,1135,116535,-2310,90599,-8429.0
873,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-13,104833,5805,-3731,-1248,118845,-3970,99028,-2483.0
874,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-05-06,108564,7053,8005,-2710,122815,6345,101511,10715.0
875,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-29,100559,9763,-27510,2551,116470,-25536,90796,-30061.0
876,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-22,128069,7212,5399,-564,142006,5463,120857,5963.0
877,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-15,122670,7776,-1446,-937,136543,-1891,114894,-509.0
878,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-08,124116,8713,-3759,1741,138434,-1732,115403,-5500.0
879,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-04-01,127875,6972,18557,1505,140166,19853,120903,17052.0
880,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-25,109318,5467,15921,1374,120313,16246,103851,14547.0
881,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-18,93397,4093,13416,-2154,104067,-22500,89304,15570.0
882,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-11,79981,6247,-40860,-1711,126567,-43943,73734,-39149.0
883,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-03-04,120841,7958,-10824,1627,170510,-6809,112883,-12451.0
884,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-26,131665,6331,8066,-761,177319,10892,125334,8827.0
885,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-19,123599,7092,12545,2060,166427,14414,116507,10485.0
886,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-12,111054,5032,31932,-2035,152013,30897,106022,33967.0
887,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-02-05,79122,7067,27931,-2338,121116,36747,72055,30269.0
888,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-29,51191,9405,16576,-1247,84369,2664,41786,17823.0
889,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-22,34615,10652,-3656,2333,81705,-503,23963,-5989.0
890,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-15,38271,8319,-23849,2065,82208,-11334,29952,-25914.0
891,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2008-01-08,62120,6254,-73,351,93542,7777,55866,-424.0
892,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-31,62193,5903,-13138,2380,85765,-8622,56290,-15518.0
893,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-24,75331,3523,4621,-298,94387,4450,71808,4919.0
894,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-18,70710,3821,12510,-15476,89937,-36840,66889,27986.0
895,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-11,58200,19297,25652,-3215,126777,21738,38903,28867.0
896,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-12-04,32548,22512,6197,7930,105039,14568,10036,-1733.0
897,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-27,26351,14582,-5280,-142,90471,-3768,11769,-5138.0
898,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-20,31631,14724,-14007,3325,94239,-8610,16907,-17332.0
899,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-13,45638,11399,-22534,-3198,102849,-10446,34239,-19336.0
900,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-11-06,68172,14597,-8658,7532,113295,-4733,53575,-16190.0
901,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-30,76830,7065,25727,1221,118028,21706,69765,24506.0
902,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-23,51103,5844,13533,-1532,96322,11696,45259,15065.0
903,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-16,37570,7376,11691,-7783,84626,4143,30194,19474.0
904,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-09,25879,15159,7781,-5082,80483,6858,10720,12863.0
905,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-10-02,18098,20241,-248,-11026,73625,-1526,-2143,10778.0
906,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-25,18346,31267,8398,-6753,75151,2597,-12921,15151.0
907,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-18,9948,38020,-6857,8082,72554,-56293,-28072,-14939.0
908,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-11,16805,29938,6081,3294,128847,19729,-13133,2787.0
909,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-09-04,10724,26644,-37,-4319,109118,7939,-15920,4282.0
910,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-28,10761,30963,1087,-2845,101179,-325,-20202,3932.0
911,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-21,9674,33808,-16956,18893,101504,7490,-24134,-35849.0
912,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-14,26630,14915,-527,4128,94014,-566,11715,-4655.0
913,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-08-07,27157,10787,-7258,-1022,94580,-1360,16370,-6236.0
914,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-31,34415,11809,-27640,-2518,95940,-7265,22606,-25122.0
915,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-24,62055,14327,-3991,6448,103205,1523,47728,-10439.0
916,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-17,66046,7879,6985,1030,101682,6077,58167,5955.0
917,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-10,59061,6849,3445,13,95605,1016,52212,3432.0
918,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-07-03,55616,6836,1858,-4942,94589,1,48780,6800.0
919,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-26,53758,11778,-15738,6855,94588,-10086,41980,-22593.0
920,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-19,69496,4923,-3102,-11345,104674,-33365,64573,8243.0
921,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-12,72598,16268,-24767,9959,138039,-3393,56330,-34726.0
922,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-06-05,97365,6309,2625,-2294,141432,1467,91056,4919.0
923,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-29,94740,8603,13378,-3521,139965,11077,86137,16899.0
924,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-22,81362,12124,-4482,-10658,128888,-14055,69238,6176.0
925,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-15,85844,22782,16506,1771,142943,16266,63062,14735.0
926,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-08,69338,21011,18562,-3198,126677,19111,48327,21760.0
927,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-05-01,50776,24209,22723,1885,107566,26764,26567,20838.0
928,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-24,28053,22324,-313,3717,80802,3250,5729,-4030.0
929,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-17,28366,18607,-2074,1911,77552,2444,9759,-3985.0
930,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-10,30440,16696,6991,-4970,75108,2006,13744,11961.0
931,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-04-03,23449,21666,-3269,-1508,73102,1412,1783,-1761.0
932,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-27,26718,23174,5885,-16675,71690,-3775,3544,22560.0
933,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-20,20833,39849,-7486,-2998,75465,-37842,-19016,-4488.0
934,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-13,28319,42847,-2491,-3558,113307,11225,-14528,1067.0
935,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-03-06,30810,46405,-2852,12925,102082,7326,-15595,-15777.0
936,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-27,33662,33480,-12749,4687,94756,-4582,182,-17436.0
937,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-20,46411,28793,4164,7953,99338,8077,17618,-3789.0
938,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-13,42247,20840,-1790,-6483,91261,-1895,21407,4693.0
939,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-02-06,44037,27323,3442,-2757,93156,-2575,16714,6199.0
940,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-30,40595,30080,-4740,2850,95731,5311,10515,-7590.0
941,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-23,45335,27230,-4285,4110,90420,-331,18105,-8395.0
942,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-16,49620,23120,-2960,-1594,90751,-3072,26500,-1366.0
943,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-09,52580,24714,-30670,9337,93823,-22070,27866,-40007.0
944,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2007-01-03,83250,15377,20494,7402,115893,20372,67873,13092.0
945,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-26,62756,7975,-7022,-1800,95521,14707,54781,-5222.0
946,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-19,69778,9775,13950,1583,80814,-28036,60003,12367.0
947,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-12,55828,8192,21893,-394,108850,35028,47636,22287.0
948,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-12-05,33935,8586,6502,-15558,73822,306,25349,22060.0
949,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-28,27433,24144,-7588,1262,73516,-3033,3289,-8850.0
950,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-21,35021,22882,-10798,11223,76549,2394,12139,-22021.0
951,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-14,45819,11659,-21806,2094,74155,-16143,34160,-23900.0
952,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-11-07,67625,9565,-25513,-1392,90298,-23034,58060,-24121.0
953,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-31,93138,10957,14086,-1012,113332,13479,82181,15098.0
954,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-24,79052,11969,14361,-245,99853,15746,67083,14606.0
955,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-17,64691,12214,33382,-9323,84107,13788,52477,42705.0
956,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-10,31309,21537,410,-3698,70319,8636,9772,4108.0
957,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-10-03,30899,25235,14672,4741,61683,7113,5664,9931.0
958,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-26,16227,20494,-4838,1891,54570,1867,-4267,-6729.0
959,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-19,21065,18603,-51,5561,52703,-28615,2462,-5612.0
960,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-12,21116,13042,-12333,7264,81318,-2512,8074,-19597.0
961,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-09-05,33449,5778,608,-4258,83830,-489,27671,4866.0
962,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-08-29,32841,10036,1073,3109,84319,1522,22805,-2036.0
963,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-08-22,31768,6927,-10665,128,82797,-9217,24841,-10793.0
964,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-08-15,42433,6799,13671,-54,92014,12466,35634,13725.0
965,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-08-08,28762,6853,1507,-2727,79548,-6984,21909,4234.0
966,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-08-01,27255,9580,10630,1026,86532,4415,17675,9604.0
967,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-07-25,16625,8554,-384,-2029,82117,436,8071,1645.0
968,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-07-18,17009,10583,6171,-4612,81681,4362,6426,10783.0
969,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-07-11,10838,15195,-127,-7406,77319,-7756,-4357,7279.0
970,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-07-03,10965,22601,2048,-14134,85075,-3184,-11636,16182.0
971,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-06-27,8917,36735,1152,-73,88259,10391,-27818,1225.0
972,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-06-20,7765,36808,-2323,489,77868,-25243,-29043,-2812.0
973,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-06-13,10088,36319,1226,-439,103111,13089,-26231,1665.0
974,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-06-06,8862,36758,835,-129,90022,-599,-27896,964.0
975,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-05-30,8027,36887,-3957,6382,90621,-320,-28860,-10339.0
976,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-05-23,11984,30505,-3504,3945,90941,2617,-18521,-7449.0
977,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-05-16,15488,26560,-4231,3536,88324,1363,-11072,-7767.0
978,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-05-09,19719,23024,2419,-933,86961,2233,-3305,3352.0
979,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-05-02,17300,23957,-1479,-7872,84728,-7076,-6657,6393.0
980,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-04-25,18779,31829,2257,8340,91804,10864,-13050,-6083.0
981,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-04-18,16522,23489,342,2685,80940,979,-6967,-2343.0
982,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-04-11,16180,20804,-445,973,79961,52,-4624,-1418.0
983,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-04-04,16625,19831,-4114,10314,79909,9407,-3206,-14428.0
984,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-03-28,20739,9517,-7791,1997,70502,-3190,11222,-9788.0
985,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-03-21,28530,7520,-7124,1796,73692,-4024,21010,-8920.0
986,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-03-14,35654,5724,-5076,-446,77716,-21126,29930,-4630.0
987,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-03-07,40730,6170,-26221,2124,98842,-14827,34560,-28345.0
988,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-02-28,66951,4046,-3015,-1217,113669,-5634,62905,-1798.0
989,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-02-21,69966,5263,-497,1276,119303,-795,64703,-1773.0
990,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-02-14,70463,3987,2866,-2637,120098,2475,66476,5503.0
991,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-02-07,67597,6624,-2280,2845,117623,-17,60973,-5125.0
992,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-01-31,69877,3779,21381,-160,117640,19032,66098,21541.0
993,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-01-24,48496,3939,-555,-1042,98608,-877,44557,487.0
994,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-01-17,49051,4981,5640,1709,99485,3331,44070,3931.0
995,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-01-10,43411,3272,5031,706,96154,4404,40139,4325.0
996,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2006-01-03,38380,2566,85,-5094,91750,114,35814,5179.0
997,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-12-27,38295,7660,-3970,1684,91636,-2219,30635,-5654.0
998,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-12-20,42265,5976,-30974,327,93855,-44419,36289,-31301.0
999,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-12-13,73239,5649,-14510,490,138274,1901,67590,-15000.0
1000,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-12-06,87749,5159,-2221,909,136373,-552,82590,-3130.0
1001,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-11-29,89970,4250,-1367,-793,136925,7242,85720,-574.0
1002,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-11-22,91337,5043,6673,216,129683,19407,86294,6457.0
1003,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-11-15,84664,4827,17303,-380,110276,18584,79837,17683.0
1004,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-11-08,67361,5207,18309,76,91692,21802,62154,18233.0
1005,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-11-01,49052,5131,22333,-6917,69890,5561,43921,29250.0
1006,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-10-25,26719,12048,-180,5459,64329,1229,14671,-5639.0
1007,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-10-18,26899,6589,-26544,1080,63100,-12477,20310,-27624.0
1008,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-10-11,53443,5509,-6725,1615,75577,-5709,47934,-8340.0
1009,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-10-04,60168,3894,20091,-3521,81286,1311,56274,23612.0
1010,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-09-27,40077,7415,257,2898,79975,5366,32662,-2641.0
1011,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-09-20,39820,4517,-5190,-887,74609,-13734,35303,-4303.0
1012,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-09-13,45010,5404,-12,3460,88343,12591,39606,-3472.0
1013,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-09-06,45022,1944,5351,-2963,75752,5155,43078,8314.0
1014,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-08-30,39671,4907,-14908,-4372,70597,-10664,34764,-10536.0
1015,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-08-23,54579,9279,-20343,8409,81261,-17559,45300,-28752.0
1016,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-08-16,74922,870,-698,-541,98820,1620,74052,-157.0
1017,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-08-09,75620,1411,882,-157,97200,1417,74209,1039.0
1018,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-08-02,74738,1568,-733,-294,95783,-1299,73170,-439.0
1019,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-07-26,75471,1862,865,-2520,97082,2441,73609,3385.0
1020,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-07-19,74606,4382,-4581,-509,94641,-5703,70224,-4072.0
1021,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-07-12,79187,4891,-3329,527,100344,-4267,74296,-3856.0
1022,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-07-05,82516,4364,4872,396,104611,3466,78152,4476.0
1023,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-06-28,77644,3968,-6414,-1000,101145,-3206,73676,-5414.0
1024,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-06-21,84058,4968,1743,601,104351,1927,79090,1142.0
1025,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-06-14,82315,4367,1817,1127,102424,-18456,77948,690.0
1026,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-06-07,80498,3240,-3332,-160,120880,11059,77258,-3172.0
