,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
429,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-11-15,7005,29199,     199,    -898,54533,     901,-22194,1097.0
430,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-11-08,6806,30097,   -5938,   -2617,53632,   -6066,-23291,-3321.0
431,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-11-01,12744,32714,   -6084,   -4814,59698,   -7513,-19970,-1270.0
432,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-10-25,18828,37528,     499,    2822,67211,    3985,-18700,-2323.0
433,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-10-18,18329,34706,   -1817,    5152,63226,    7479,-16377,-6969.0
434,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-10-11,20146,29554,     853,    7325,55747,    9417,-9408,-6472.0
435,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-10-04,19293,22229,    6490,    3470,46330,    7361,-2936,3020.0
436,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-09-27,12803,18759,  -14478,    -109,38969,   -1869,-5956,-14369.0
437,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-09-20,27281,18868,    6428,    -637,40838,   -3910,8413,7065.0
438,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-09-13,20853,19505,   -1966,   -1863,44748,   -1047,1348,-103.0
439,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-09-06,22819,21368,   -1738,    5019,45795,    3501,1451,-6757.0
440,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-08-30,24557,16349,    3636,   -2687,42294,    2740,8208,6323.0
441,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-08-23,20921,19036,     925,   -2505,39554,   -3232,1885,3430.0
442,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-08-16,19996,21541,    -430,    1222,42786,    -619,-1545,-1652.0
443,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-08-09,20426,20319,    -790,   -2612,43405,   -1448,107,1822.0
444,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-08-02,21216,22931,   -5591,   -2930,44853,   -6654,-1715,-2661.0
445,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-07-26,26807,25861,    3616,    7357,51507,    9741,946,-3741.0
446,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-07-19,23191,18504,    -139,    1892,41766,    2756,4687,-2031.0
447,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-07-12,23330,16612,     856,    2816,39010,    4214,6718,-1960.0
448,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-07-05,22474,13796,    -431,    1758,34796,    -711,8678,-2189.0
449,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-06-28,22905,12038,   -1111,   -5597,35507,   -3028,10867,4486.0
450,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-06-21,24016,17635,   -4476,   -3727,38535,   -4575,6381,-749.0
451,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-06-14,28492,21362,    6848,   -9927,43110,  -19516,7130,16775.0
452,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-06-07,21644,31289,   -2647,    7127,62626,    5451,-9645,-9774.0
453,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-05-31,24291,24162,    -593,    3232,57175,    5033,129,-3825.0
454,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-05-24,24884,20930,    2421,    2614,52142,    7388,3954,-193.0
455,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-05-17,22463,18316,    -211,    2559,44754,    2053,4147,-2770.0
456,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-05-10,22674,15757,    1377,    1289,42701,    1045,6917,88.0
457,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-05-03,21297,14468,   -2693,    -257,41656,   -1204,6829,-2436.0
458,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-04-26,23990,14725,    4131,    4276,42860,    -352,9265,-145.0
459,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-04-19,19859,10449,    2381,    1209,43212,    3455,9410,1172.0
460,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-04-12,17478,9240,     914,   -1675,39757,    3346,8238,2589.0
461,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-04-05,16564,10915,   -1368,   -2370,36411,     810,5649,1002.0
462,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-29,17932,13285,   -1459,   -1920,35601,   -2055,4647,461.0
463,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-22,19391,15205,   -3228,   -2152,37656,   -2594,4186,-1076.0
464,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-15,22619,17357,    2884,   -2507,40250,   -9494,5262,5391.0
465,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-08,19735,19864,      12,   -1366,49744,    2110,-129,1378.0
466,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-03-01,19723,21230,    -490,   -1304,47634,    -204,-1507,814.0
467,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-23,20213,22534,      72,   -1973,47838,    -726,-2321,2045.0
468,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-16,20141,24507,    -215,   -3117,48564,   -4137,-4366,2902.0
469,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2016-02-09,20356,27624,   -5614,   -3041,52701,   -6669,-7268,-2573.0
