,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1575,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-22,2997,25151,    -568,    6054,60065,    8080,-22154,-6622.0
1576,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-15,3565,19097,   -8942,   10399,51985,    7705,-15532,-19341.0
1577,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-08,12507,8698,   -2304,    5278,44280,     655,3809,-7582.0
1578,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-11-01,14811,3420,   -1456,    1448,43625,    1297,11391,-2904.0
1579,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-25,16267,1972,    -838,     717,42328,    -871,14295,-1555.0
1580,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-18,17105,1255,    5903,    -867,43199,    7787,15850,6770.0
1581,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-11,11202,2122,    -260,    -127,35412,    1142,9080,-133.0
1582,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-10-04,11462,2249,   -2143,     794,34270,   -2480,9213,-2937.0
1583,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-27,13605,1455,    -534,     602,36750,  -13973,12150,-1136.0
1584,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-20,14139,853,   -1170,    -826,50723,   -3460,13286,-344.0
1585,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-13,15309,1679,     324,    1091,54183,    8523,13630,-767.0
1586,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-09-06,14985,588,    2955,   -1640,45660,    2730,14397,4595.0
1587,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-30,12030,2228,   -8923,    1640,42930,   -3545,9802,-10563.0
1588,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-23,20953,588,    1207,    -119,46475,    -770,20365,1326.0
1589,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-16,19746,707,    3836,     -98,47245,    6185,19039,3934.0
1590,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-09,15910,805,    2672,    -479,41060,    1025,15105,3151.0
1591,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-08-02,13238,1284,     327,    -143,40035,    1590,11954,470.0
1592,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-26,12911,1427,   -5384,   -1974,38445,   -6115,11484,-3410.0
1593,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-19,18295,3401,   -3128,    2480,44560,   -3616,14894,-5608.0
1594,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-12,21423,921,   -1794,    -662,48176,   -1446,20502,-1132.0
1595,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-07-05,23217,1583,    -699,   -1484,49622,   -2215,21634,785.0
1596,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-28,23916,3067,     531,     756,51837,    2689,20849,-225.0
1597,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-21,23385,2311,    5088,    -528,49148,   -5877,21074,5616.0
1598,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-14,18297,2839,    7973,   -1512,55025,    7382,15458,9485.0
1599,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-06-07,10324,4351,   -2851,    -346,47643,     208,5973,-2505.0
1600,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-31,13175,4697,     559,     -67,47435,    3155,8478,626.0
1601,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-24,12616,4764,      -8,     682,44280,    4805,7852,-690.0
1602,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-17,12624,4082,    1542,    -760,39475,    1312,8542,2302.0
1603,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-10,11082,4842,   -5757,     320,38163,   -4541,6240,-6077.0
1604,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-05-03,16839,4522,    7942,   -4769,42704,    3218,12317,12711.0
1605,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-26,8897,9291,    2858,   -2328,39486,   -1093,-394,5186.0
1606,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-19,6039,11619,   -1065,    4886,40579,    5583,-5580,-5951.0
1607,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-12,7104,6733,   -2547,   -1535,34996,     382,371,-1012.0
1608,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-04-05,9651,8268,   -3052,    1430,34614,   -1464,1383,-4482.0
1609,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-29,12703,6838,    1325,     829,36078,    2914,5865,496.0
1610,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-22,11378,6009,    1451,     560,33164,  -20159,5369,891.0
1611,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-15,9927,5449,    -108,     749,53323,    -156,4478,-857.0
1612,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-08,10035,4700,   -2631,   -2557,53479,    1019,5335,-74.0
1613,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-03-01,12666,7257,    4393,    2585,52460,    9610,5409,1808.0
1614,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-22,8273,4672,    2304,     -82,42850,    1177,3601,2386.0
1615,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-15,5969,4754,   -7963,   -4533,41673,   -9524,1215,-3430.0
1616,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-08,13932,9287,    6403,    2185,51197,    8868,4645,4218.0
1617,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-02-01,7529,7102,    4820,   -1348,42329,    3314,427,6168.0
1618,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-25,2709,8450,   -2642,    1169,39015,    1109,-5741,-3811.0
1619,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-18,5351,7281,  -13847,   -2323,37906,   -9726,-1930,-11524.0
1620,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-11,19198,9604,     374,     220,47632,    1672,9594,154.0
1621,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1994-01-04,18824,9384,   -3000,    1748,45960,   -5655,9440,-4748.0
1622,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-28,21824,7636,   12713,    -660,51615,   15018,14188,13373.0
1623,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-21,9111,8296,    4600,     445,36597,  -21152,815,4155.0
1624,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-14,4511,7851,     556,     -15,57749,    1844,-3340,571.0
1625,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-12-07,3955,7866,    1324,  -13219,55905,   -4401,-3911,14543.0
1626,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-30,2631,21085,   -1089,   -5007,60306,   -2134,-18454,3918.0
1627,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-23,3720,26092,    1550,   -2531,62440,   -1413,-22372,4081.0
1628,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-16,2170,28623,    -233,   12886,63853,   10785,-26453,-13119.0
1629,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-09,2403,15737,     -58,     108,53068,    2235,-13334,-166.0
1630,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-11-02,2461,15629,    -881,   11079,50833,   12214,-13168,-11960.0
1631,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-26,3342,4550,  -15254,     161,38619,  -11581,-1208,-15415.0
1632,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-19,18596,4389,  -14117,    1237,50200,  -12195,14207,-15354.0
1633,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-12,32713,3152,    5330,     540,62395,    9651,29561,4790.0
1634,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-10-05,27383,2612,     223,    -183,52744,    -771,24771,406.0
1635,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-28,27160,2795,     329,    -777,53515,    -580,24365,1106.0
1636,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-21,26831,3572,    -801,   -1614,54095,  -23902,23259,813.0
1637,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-14,27632,5186,   10243,    1369,77997,   10285,22446,8874.0
1638,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-09-07,17389,3817,    9578,   -1070,67712,   22188,13572,10648.0
1639,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-31,7811,4887,    2652,    -188,45524,    2043,2924,2840.0
1640,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-24,5159,5075,    3831,   -5596,43481,   -2237,84,9427.0
1641,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-17,1328,10671,     444,     402,45718,    3194,-9343,42.0
1642,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-10,884,10269,    -727,    1660,42524,    -101,-9385,-2387.0
1643,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-08-03,1611,8609,     789,   -2908,42625,     240,-6998,3697.0
1644,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-27,822,11517,     -28,    2328,42385,    2561,-10695,-2356.0
1645,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-20,850,9189,     125,   -4849,39824,   -2757,-8339,4974.0
1646,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-13,725,14038,   -1821,    3360,42581,    6115,-13313,-5181.0
1647,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-07-06,2546,10678,     656,     108,36466,    1972,-8132,548.0
1648,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-29,1890,10570,   -1256,    -404,34494,   -2101,-8680,-852.0
1649,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-22,3146,10974,    -761,    5972,36595,  -11672,-7828,-6733.0
1650,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-15,3907,5002,     312,    2239,48267,   -2981,-1095,-1927.0
1651,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-08,3595,2763,   -3343,     -85,51248,    -683,832,-3258.0
1652,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-06-01,6938,2848,    2150,     461,51931,    5422,4090,1689.0
1653,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-25,4788,2387,    1606,    -436,46509,     310,2401,2042.0
1654,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-18,3182,2823,   -3931,     586,46199,    1123,359,-4517.0
1655,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-11,7113,2237,   -3977,     177,45076,   -4864,4876,-4154.0
1656,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-05-04,11090,2060,     245,   -3948,49940,    2067,9030,4193.0
1657,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-27,10845,6008,    3463,     258,47873,    3830,4837,3205.0
1658,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-20,7382,5750,    -362,    1029,44043,     187,1632,-1391.0
1659,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-13,7744,4721,    4688,   -3362,43856,    5624,3023,8050.0
1660,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-04-06,3056,8083,     404,   -6047,38232,   -4392,-5027,6451.0
1661,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-30,2652,14130,     738,    -548,42624,    -932,-11478,1286.0
1662,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-23,1914,14678,   -1312,    4066,43556,  -11248,-12764,-5378.0
1663,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-16,3226,10612,     673,   -4920,54804,   -2225,-7386,5593.0
1664,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-09,2553,15532,     417,   -1035,57029,    7997,-12979,1452.0
1665,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-03-02,2136,16567,   -2257,    1663,49032,    1344,-14431,-3920.0
1666,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-23,4393,14904,    2131,   -1068,47688,   -1157,-10511,3199.0
1667,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-16,2262,15972,     383,     959,48845,     162,-13710,-576.0
1668,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-09,1879,15013,    -495,   -4088,48683,   -4462,-13134,3593.0
1669,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-02-02,2374,19101,     617,    4631,53145,    8069,-16727,-4014.0
1670,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-26,1757,14470,   -1155,   -6952,45076,   -8673,-12713,5797.0
1671,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-19,2912,21422,    -348,   -4442,53749,   -4538,-18510,4094.0
1672,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-12,3260,25864,   -1303,    4171,58287,    6525,-22604,-5474.0
1673,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1993-01-05,4563,21693,     585,    1066,51762,    3214,-17130,-481.0
1674,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-29,3978,20627,     568,    5901,48548,   11569,-16649,-5333.0
1675,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-22,3410,14726,    1172,    1812,36979,  -13421,-11316,-640.0
1676,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-15,2238,12914,    1385,     567,50400,    1342,-10676,818.0
1677,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-08,853,12347,   -1891,   -1861,49058,    2420,-11494,-30.0
1678,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-12-01,2744,14208,    -426,    -315,46638,   -2319,-11464,-111.0
1679,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-24,3170,14523,    1154,    1491,48957,    2351,-11353,-337.0
1680,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-17,2016,13032,    -254,    1546,46606,    2575,-11016,-1800.0
1681,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-10,2270,11486,     503,     471,44031,    5097,-9216,32.0
1682,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-11-03,1767,11015,     865,     865,38934,    2567,-9248,0.0
1683,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-27,902,10150,   -1475,   -4883,36367,   -2925,-9248,3408.0
1684,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-20,2377,15033,   -4348,    2004,39292,    6632,-12656,-6352.0
1685,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-13,6725,13029,    -562,    5670,32660,     349,-6304,-6232.0
1686,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-10-06,7287,7359,     757,     869,32311,    2754,-72,-112.0
1687,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-09-30,6530,6490,    -136,    4273,29557,   -5504,40,-4409.0
1688,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-09-15,6666,2217,   -2130,   -1384,35061,   -4246,4449,-746.0
1689,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-08-31,8796,3601,    1181,    1229,39307,    5955,5195,-48.0
1690,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-08-14,7615,2372,    1296,   -1447,33352,    1685,5243,2743.0
1691,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-07-31,6319,3819,   -3502,    2899,31667,    2133,2500,-6401.0
1692,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-07-15,9821,920,   -1240,     218,29534,   -1345,8901,-1458.0
1693,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-06-30,11061,702,    3822,    -766,30879,  -11436,10359,4588.0
1694,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-06-15,7239,1468,    2066,   -1028,42315,    2808,5771,3094.0
1695,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-05-29,5173,2496,    1411,   -1774,39507,    1089,2677,3185.0
1696,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-05-15,3762,4270,    2896,   -4125,38418,     759,-508,7021.0
1697,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-04-30,866,8395,.,.,37659,.,-7529,3686.0
1698,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-04-15,246,11461,    -552,    3435,38541,    7171,-11215,-3987.0
1699,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-03-31,798,8026,     479,   -2246,31370,  -26593,-7228,2725.0
1700,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-03-13,319,10272,    -817,    -551,57963,   17553,-9953,-266.0
1701,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-02-28,1136,10823,    -423,    2704,40410,    5955,-9687,-3127.0
1702,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-02-14,1559,8119,   -1478,    1640,34455,    6676,-6560,-3118.0
1703,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-01-31,3037,6479,   -1009,    5322,27779,    5200,-3442,-6331.0
1704,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1992-01-15,4046,1157,   -4533,   -1415,22579,   -3722,2889,-3118.0
1705,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-12-31,8579,2572,    -515,    1019,26301,  -11989,6007,-1534.0
1706,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-12-13,9094,1553,    -759,   -1807,38290,    6545,7541,1048.0
1707,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-11-29,9853,3360,    -419,     266,31745,    -704,6493,-685.0
1708,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-11-15,10272,3094,    6783,     534,32449,    8098,7178,6249.0
1709,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-10-31,3489,2560,    -592,    -508,24351,    -352,929,-84.0
1710,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-10-15,4081,3068,   -1751,    -530,24703,     702,1013,-1221.0
1711,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-09-30,5832,3598,     643,     564,24001,   -9485,2234,79.0
1712,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-09-16,5189,3034,    3943,   -4374,33486,   -1289,2155,8317.0
1713,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-08-30,1246,7408,   -2666,    2078,34775,    -735,-6162,-4744.0
1714,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-08-15,3912,5330,     738,    -869,35510,    2285,-1418,1607.0
1715,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-07-31,3174,6199,     603,   -5099,33225,   -4104,-3025,5702.0
1716,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-07-15,2571,11298,      41,    -832,37329,    2432,-8727,873.0
1717,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-06-28,2530,12130,    1780,     814,34897,  -18966,-9600,966.0
1718,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-06-14,750,11316,    -653,    1935,53863,   14745,-10566,-2588.0
1719,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-05-31,1403,9381,   -3148,    2217,39118,   -2007,-7978,-5365.0
1720,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-05-15,4551,7164,    1860,   -4997,41125,   -1077,-2613,6857.0
1721,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-04-30,2691,12161,     126,   -1778,42202,    2655,-9470,1904.0
1722,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-04-15,2565,13939,     947,   -2449,39547,    1440,-11374,3396.0
1723,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-03-28,1618,16388,    1008,    -762,38107,  -24390,-14770,1770.0
1724,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-03-15,610,17150,    -350,    2131,62497,   17956,-16540,-2481.0
1725,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-02-28,960,15019,   -4176,    3065,44541,    8375,-14059,-7241.0
1726,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-02-15,5136,11954,    1778,    2849,36166,    4459,-6818,-1071.0
1727,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-01-31,3358,9105,    1286,   -1237,31707,    1979,-5747,2523.0
1728,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1991-01-15,2072,10342,    1322,   -4143,29728,   -4243,-8270,5465.0
1729,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-12-31,750,14485,   -2487,    7207,33971,   -6957,-13735,-9694.0
1730,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-12-14,3237,7278,   -3392,    -228,40928,    1639,-4041,-3164.0
1731,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-11-30,6629,7506,   -5722,    -683,39289,   -5546,-877,-5039.0
1732,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-11-15,12351,8189,    3239,   -1300,44835,    3489,4162,4539.0
1733,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-10-31,9112,9489,     195,    3447,41346,    4876,-377,-3252.0
1734,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-10-15,8917,6042,   -1413,   -2361,36470,    5615,2875,948.0
1735,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-09-28,10330,8403,    2035,    2349,30855,  -18971,1927,-314.0
1736,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-09-14,8295,6054,   -1604,     295,49826,    4550,2241,-1899.0
1737,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-08-31,9899,5759,   -8467,   -1268,45276,   -6244,4140,-7199.0
1738,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-08-15,18366,7027,    5905,    1583,51520,   10913,11339,4322.0
1739,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-07-31,12461,5444,   -3235,     790,40607,     112,7017,-4025.0
1740,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-07-13,15696,4654,    5589,   -1467,40495,    2147,11042,7056.0
1741,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-06-29,10107,6121,     367,    -269,38348,   -8701,3986,636.0
1742,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-06-15,9740,6390,     222,   -2962,47049,    3021,3350,3184.0
1743,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-05-31,9518,9352,  -11172,    3158,44028,   -4475,166,-14330.0
1744,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-05-15,20690,6194,    5454,    1179,48503,    5878,14496,4275.0
1745,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-04-30,15236,5015,    4099,    1426,42625,   10009,10221,2673.0
1746,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-04-12,11137,3589,    5838,   -3004,32616,     -77,7548,8842.0
1747,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-03-30,5299,6593,    1158,    1173,32693,   -3561,-1294,-15.0
1748,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-03-15,4141,5420,   -5141,    -702,36254,   -4934,-1279,-4439.0
1749,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-02-28,9282,6122,      34,    1584,41188,    2745,3160,-1550.0
1750,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-02-15,9248,4538,   -2421,    2743,38443,    -623,4710,-5164.0
1751,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-01-31,11669,1795,    -140,     858,39066,    2337,9874,-998.0
1752,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1990-01-15,11809,937,    -215,    -336,36729,    4311,10872,121.0
1753,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-12-29,12024,1273,   -6141,    -476,32418,  -28159,10751,-5665.0
1754,SWISS FRANC - INTERNATIONAL MONETARY MARKET,1989-12-15,18165,1749,    4192,   -2744,60577,   10452,16416,6936.0
