,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
893,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-24,8281,4995,     -78,   -2065,33192,   -1231,3286,1987.0
894,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-18,8359,7060,    2424,   -6208,34423,  -10146,1299,8632.0
895,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-11,5935,13268,     256,   -1382,44569,    7137,-7333,1638.0
896,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-04,5679,14650,    -421,   -4650,37432,    -963,-8971,4229.0
897,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-27,6100,19300,     334,   -1116,38395,     -93,-13200,1450.0
898,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-20,5766,20416,     521,     424,38488,     777,-14650,97.0
899,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-13,5245,19992,   -2813,   -6557,37711,   -3606,-14747,3744.0
900,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-06,8058,26549,     835,    -808,41317,     183,-18491,1643.0
901,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-30,7223,27357,     659,   -1651,41134,      20,-20134,2310.0
902,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-23,6564,29008,    1265,     948,41114,    1531,-22444,317.0
903,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-16,5299,28060,   -1014,   -2616,39583,    -997,-22761,1602.0
904,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-09,6313,30676,    -453,    -653,40580,       6,-24363,200.0
905,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-02,6766,31329,     929,    -531,40574,    -207,-24563,1460.0
906,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-25,5837,31860,     566,    1089,40781,    1440,-26023,-523.0
907,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-18,5271,30771,    -541,    7755,39341,    4867,-25500,-8296.0
908,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-11,5812,23016,    2487,    6011,34474,   10232,-17204,-3524.0
909,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-04,3325,17005,    1125,    1177,24242,     580,-13680,-52.0
910,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-28,2200,15828,     -37,    1790,23662,   -2131,-13628,-1827.0
911,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-21,2237,14038,   -2938,   -8037,25793,   -8140,-11801,5099.0
912,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-14,5175,22075,   -3796,  -12358,33933,   -8688,-16900,8562.0
913,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-07,8971,34433,    -363,   -1878,42621,   -1902,-25462,1515.0
914,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-31,9334,36311,   -1037,   -2411,44523,   -3096,-26977,1374.0
915,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-24,10371,38722,     -78,    2852,47619,    2975,-28351,-2930.0
916,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-17,10449,35870,     778,    6240,44644,    6581,-25421,-5462.0
917,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-10,9671,29630,     176,    1129,38063,    2914,-19959,-953.0
918,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-03,9495,28501,    2259,   10377,35149,   10998,-19006,-8118.0
919,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-26,7236,18124,     -38,    7713,24151,    5476,-10888,-7751.0
920,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-19,7274,10411,    2489,   -4299,18675,   -8878,-3137,6788.0
921,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-12,4785,14710,     -84,   -4690,27553,      81,-9925,4606.0
922,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-05,4869,19400,   -1394,   -2922,27472,   -3604,-14531,1528.0
923,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-29,6263,22322,     409,     245,31076,     215,-16059,164.0
924,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-22,5854,22077,   -2029,   -3756,30861,   -3972,-16223,1727.0
925,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-15,7883,25833,    -127,   -1057,34833,   -1251,-17950,930.0
926,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-08,8010,26890,   -1323,   -3569,36084,   -4888,-18880,2246.0
927,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-01,9333,30459,    -572,     996,40972,    1764,-21126,-1568.0
928,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-24,9905,29463,     290,    6308,39208,    5606,-19558,-6018.0
929,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-17,9615,23155,     801,    2525,33602,    2502,-13540,-1724.0
930,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-10,8814,20630,    -725,     449,31100,     940,-11816,-1174.0
931,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-03,9539,20181,    1233,    1285,30160,    1370,-10642,-52.0
932,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-27,8306,18896,     588,    -380,28790,     118,-10590,968.0
933,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-20,7718,19276,   -1806,    3740,28672,   -5541,-11558,-5546.0
934,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-13,9524,15536,   -1271,   -3919,34213,    4885,-6012,2648.0
935,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-06,10795,19455,    -539,   -1262,29328,   -3456,-8660,723.0
936,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-27,11334,20717,   -3145,    3266,32784,    2997,-9383,-6411.0
937,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-20,14479,17451,     239,    7234,29787,    4580,-2972,-6995.0
938,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-13,14240,10217,    -511,    -839,25207,     581,4023,328.0
939,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-06,14751,11056,     702,    2031,24626,    2399,3695,-1329.0
940,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-30,14049,9025,    2001,   -1641,22227,     258,5024,3642.0
941,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-23,12048,10666,     -16,     774,21969,     858,1382,-790.0
942,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-16,12064,9892,     116,   -5362,21111,   -4745,2172,5478.0
943,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-09,11948,15254,    2460,   -3747,25856,   -2686,-3306,6207.0
944,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-03,9488,19001,    1558,   -1384,28542,   -1282,-9513,2942.0
945,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-26,7930,20385,    -778,    -756,29824,    -854,-12455,-22.0
946,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-19,8708,21141,   -3820,   -3814,30678,  -16289,-12433,-6.0
947,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-12,12528,24955,   -5457,    3613,46967,    7285,-12427,-9070.0
948,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-05,17985,21342,    7674,    3710,39682,    2392,-3357,3964.0
949,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-28,10311,17632,   -2268,    5583,37290,    3708,-7321,-7851.0
950,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-21,12579,12049,      13,   -1263,33582,    -950,530,1276.0
951,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-14,12566,13312,    -260,    3077,34532,      54,-746,-3337.0
952,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-07,12826,10235,     916,    2063,34478,    1517,2591,-1147.0
953,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-31,11910,8172,   -9831,     659,32961,    -828,3738,-10490.0
954,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-24,21741,7513,   -2908,    -488,33789,   -2956,14228,-2420.0
955,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-17,24649,8001,    5596,     178,36745,    5834,16648,5418.0
956,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-10,19053,7823,    5571,    -447,30911,    6389,11230,6018.0
957,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-03,13482,8270,    6000,     122,24522,    4977,5212,5878.0
958,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-26,7482,8148,     606,     923,19545,    2257,-666,-317.0
959,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-19,6876,7225,   -5041,   -1790,17288,   -4879,-349,-3251.0
960,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-12,11917,9015,    3710,   -2620,22167,    2053,2902,6330.0
961,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-05,8207,11635,    -326,     574,20114,     429,-3428,-900.0
962,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-29,8533,11061,    1229,     512,19685,     511,-2528,717.0
963,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-22,7304,10549,     -67,     494,19174,     703,-3245,-561.0
964,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-15,7371,10055,    -502,     206,18471,     199,-2684,-708.0
965,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-08,7873,9849,    1065,    2366,18272,    2596,-1976,-1301.0
966,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-01,6808,7483,   -1397,    -582,15676,   -1202,-675,-815.0
967,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-25,8205,8065,    -642,     211,16878,    -355,140,-853.0
968,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-18,8847,7854,     927,   -4670,17233,   -3297,993,5597.0
969,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-11,7920,12524,     831,    1389,20530,    1709,-4604,-558.0
970,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-03,7089,11135,   -3087,   -2199,18821,   -1963,-4046,-888.0
971,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-27,10176,13334,    2700,   -2221,20784,   -3876,-3158,4921.0
972,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-20,7476,15555,    -950,   -1678,24660,  -15509,-8079,728.0
973,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-13,8426,17233,   -2160,    -614,40169,    1398,-8807,-1546.0
974,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-06,10586,17847,     198,    -816,38771,   -1110,-7261,1014.0
975,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-30,10388,18663,     131,    1828,39881,    1686,-8275,-1697.0
976,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-23,10257,16835,   -1198,    1245,38195,      24,-6578,-2443.0
977,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-16,11455,15590,    1379,   -1204,38171,   -2741,-4135,2583.0
978,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-09,10076,16794,    1409,    2704,40912,    2479,-6718,-1295.0
979,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-02,8667,14090,   -2115,    5586,38433,    6421,-5423,-7701.0
980,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-25,10782,8504,    -441,    3510,32012,    3308,2278,-3951.0
981,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-18,11223,4994,      61,     887,28704,    1211,6229,-826.0
982,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-11,11162,4107,     -65,    -376,27493,    -179,7055,311.0
983,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-04,11227,4483,   -2466,    1120,27672,     514,6744,-3586.0
984,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-28,13693,3363,    2579,   -1128,27158,    -534,10330,3707.0
985,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-21,11114,4491,   -7196,    1690,27692,   -1141,6623,-8886.0
986,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-14,18310,2801,    1167,     204,28833,   -3732,15509,963.0
987,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-07,17143,2597,   -1003,    -196,32565,    2176,14546,-807.0
988,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-28,18146,2793,    -881,   -1247,30389,   -1923,15353,366.0
989,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-21,19027,4040,    3783,     945,32312,    2961,14987,2838.0
990,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-14,15244,3095,    4240,   -1911,29351,    2421,12149,6151.0
991,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-07,11004,5006,     328,   -1609,26930,    -453,5998,1937.0
992,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-31,10676,6615,     403,     169,27383,    -133,4061,234.0
993,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-24,10273,6446,     291,    1168,27516,    1548,3827,-877.0
994,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-17,9982,5278,    -130,     108,25968,    2123,4704,-238.0
995,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-10,10112,5170,   -3808,    1778,23845,   -2784,4942,-5586.0
996,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-03,13920,3392,     678,    1276,26629,    2166,10528,-598.0
997,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-27,13242,2116,    -301,    -682,24463,   -1477,11126,381.0
998,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-20,13543,2798,   -7284,    -646,25940,   -9168,10745,-6638.0
999,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-13,20827,3444,   -1960,     297,35108,    4432,17383,-2257.0
1000,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-06,22787,3147,    2190,    1261,30676,    1562,19640,929.0
1001,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-29,20597,1886,  -10798,     -72,29114,   -9006,18711,-10726.0
1002,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-22,31395,1958,   -1387,   -1596,38120,   -3592,29437,209.0
1003,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-15,32782,3554,    3026,     703,41712,    2965,29228,2323.0
1004,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-08,29756,2851,    3214,      -6,38747,    5545,26905,3220.0
1005,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-01,26542,2857,   -1264,    -716,33202,    -848,23685,-548.0
1006,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-25,27806,3573,   10780,     230,34050,    9811,24233,10550.0
1007,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-18,17026,3343,    3320,   -1847,24239,    3551,13683,5167.0
1008,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-11,13706,5190,    -249,    2374,20688,    1127,8516,-2623.0
1009,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-04,13955,2816,    1260,    -315,19561,    1988,11139,1575.0
1010,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-27,12695,3131,    5140,     696,17573,    5284,9564,4444.0
1011,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-20,7555,2435,    3337,   -1752,12289,   -5860,5120,5089.0
1012,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-13,4218,4187,   -1662,   -7048,18149,   -2717,31,5386.0
1013,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-06,5880,11235,    -632,    8713,20866,    3369,-5355,-9345.0
1014,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-08-30,6512,2522,     670,    -850,17497,   -2672,3990,1520.0
