,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1177,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-11,6663,6069,     155,    -265,15935,    2790,594,420.0
1178,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-06-04,6508,6334,     383,    -774,13145,     357,174,1157.0
1179,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-28,6125,7108,     -91,     -71,12788,     100,-983,-20.0
1180,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-21,6216,7179,     -70,     577,12688,     532,-963,-647.0
1181,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-14,6286,6602,    -467,   -1937,12156,   -2679,-316,1470.0
1182,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-05-07,6753,8539,     370,     128,14835,    -123,-1786,242.0
1183,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-04-30,6383,8411,     565,    3981,14958,    4309,-2028,-3416.0
1184,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-04-23,5818,4430,.,.,10649,.,1388,-1011.0
1185,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-03-12,4002,1603,      35,     272,9799,    -260,2399,-237.0
1186,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-03-05,3967,1331,    -517,     152,10059,    -836,2636,-669.0
1187,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-26,4484,1179,    1270,    -712,10895,    1171,3305,1982.0
1188,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-19,3214,1891,     393,    1057,9724,     -67,1323,-664.0
1189,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-12,2821,834,   -1974,    -280,9791,   -1852,1987,-1694.0
1190,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-02-05,4795,1114,    -326,     195,11643,      82,3681,-521.0
1191,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2002-01-29,5121,919,.,.,11561,.,4202,2746.0
1192,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-08-28,3522,2066,    -181,      77,8856,       2,1456,-258.0
1193,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-08-21,3703,1989,.,.,8854,.,1714,-1152.0
1194,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-31,3839,973,      30,    -263,8451,      67,2866,293.0
1195,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-24,3809,1236,     155,     748,8384,    -625,2573,-593.0
1196,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-17,3654,488,   -2852,    -431,9009,   -1751,3166,-2421.0
1197,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-10,6506,919,    1120,    -154,10760,     917,5587,1274.0
1198,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-07-03,5386,1073,    2332,     554,9843,    1746,4313,1778.0
1199,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-26,3054,519,     200,    -147,8097,     250,2535,347.0
1200,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-19,2854,666,   -2645,   -2115,7847,   -1930,2188,-530.0
1201,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-12,5499,2781,     517,      65,9777,     779,2718,452.0
1202,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-06-05,4982,2716,    -179,    -366,8998,    -244,2266,187.0
1203,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-05-29,5161,3082,     491,     699,9242,     667,2079,-208.0
1204,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-05-22,4670,2383,.,.,8575,.,2287,3068.0
1205,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-03-27,1129,1910,    -490,     461,7222,     185,-781,-653.0
1206,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-02-06,1573,1701,     111,     171,7602,     266,-128,-60.0
1207,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-30,1462,1530,      25,     128,7336,     219,-68,-103.0
1208,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-23,1437,1402,    -654,    -364,7117,     -59,35,-290.0
1209,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-16,2091,1766,      19,      -9,7176,      98,325,28.0
1210,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-09,2072,1775,     -58,      90,7078,       3,297,-148.0
1211,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2001-01-02,2130,1685,      67,     128,7075,     420,445,-61.0
1212,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-12-26,2063,1557,     517,     248,6655,      66,506,269.0
1213,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-12-19,1546,1309,     174,     320,6589,     523,237,-653.0
1214,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-31,2135,1245,      38,     233,6499,     -55,890,-195.0
1215,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-24,2097,1012,     132,      14,6554,    -141,1085,118.0
1216,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-10-17,1965,998,     173,     318,6695,     629,967,-451.0
1217,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-09-19,2398,980,      48,     318,7692,    3451,1418,-318.0
1218,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-09-05,2363,627,     203,       5,7463,     259,1736,198.0
1219,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-29,2160,622,     130,     -17,7204,      50,1538,147.0
1220,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-22,2030,639,     311,    -159,7154,     876,1391,470.0
1221,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-15,1719,798,     400,     250,6278,    -145,921,150.0
1222,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-08,1319,548,     151,    -206,6423,     -66,771,357.0
1223,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-08-01,1168,754,      31,     241,6489,     353,414,-202.0
1224,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-23,2577,1961,    -373,     367,7897,     156,616,-740.0
1225,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-16,2950,1594,     -70,    -297,7741,    -245,1356,227.0
1226,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-09,3020,1891,    -448,   -1410,7986,    -999,1129,962.0
1227,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-05-02,3468,3301,     486,    1097,8985,     472,167,-611.0
1228,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-25,2982,2204,     453,     687,8513,     739,778,-234.0
1229,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-18,2529,1517,     715,     620,7774,     471,1012,95.0
1230,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-11,1814,897,     492,      16,7303,     145,917,476.0
1231,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-04-04,1322,881,    -496,   -1038,7158,    -520,441,542.0
1232,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-03-28,1818,1919,    -143,     640,7678,     957,-101,-783.0
1233,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-03-21,1961,1279,    -442,    -421,6721,     847,682,-21.0
1234,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-03-14,2403,1700,   -2271,   -1034,5874,   -1787,703,-1237.0
1235,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-03-07,4674,2734,    -141,     -97,7661,    -615,1940,-44.0
1236,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-02-29,4815,2831,    2037,     928,8276,     217,1984,1109.0
1237,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-02-22,2778,1903,     170,     447,8059,    -171,875,-277.0
1238,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-02-15,2608,1456,    -129,    -337,8230,    -229,1152,208.0
1239,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-02-08,2737,1793,     143,     -38,8459,    -206,944,181.0
1240,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-02-01,2594,1831,    -207,     310,8665,    -399,763,-517.0
1241,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-01-25,2801,1521,    -131,    -154,9064,     302,1280,23.0
1242,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-01-18,2932,1675,    -720,   -4561,8762,   -1994,1257,3841.0
1243,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-01-11,3652,6236,    1449,    4269,10756,    3147,-2584,-2820.0
1244,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,2000-01-04,2203,1967,     459,     440,7609,     853,236,19.0
1245,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-12-28,1744,1527,     169,     -23,6756,     -41,217,192.0
1246,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-12-21,1575,1550,     -52,    -297,6797,   -1479,25,245.0
1247,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-12-14,1627,1847,     -53,     -98,8276,    1881,-220,45.0
1248,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-12-07,1680,1945,   -3964,   -2089,6395,   -3878,-265,-1875.0
1249,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-11-30,5644,4034,     695,     430,10273,    2451,1610,265.0
1250,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-11-23,4949,3604,    1255,     748,7822,    -190,1345,507.0
1251,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-11-16,3694,2856,     539,     489,8012,    1131,838,50.0
1252,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-11-09,3155,2367,    -815,    -297,6881,    -960,788,-518.0
1253,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-11-02,3970,2664,   -2050,   -2767,7841,   -3499,1306,717.0
1254,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-10-26,6020,5431,   -3062,   -3788,11340,   -4211,589,726.0
1255,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-10-19,9082,9219,    1651,    1487,15551,    1875,-137,164.0
1256,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-10-12,7431,7732,    -212,     437,13676,     -77,-301,-649.0
1257,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-10-05,7643,7295,    1895,    1951,13753,    2597,348,-56.0
1258,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-09-28,5748,5344,     917,     400,11156,     833,404,517.0
1259,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-09-21,4831,4944,     -31,     131,10323,    -754,-113,-162.0
1260,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-09-14,4862,4813,     953,    1080,11077,    4395,49,-127.0
1261,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-09-07,3909,3733,     514,     771,6682,    1321,176,-257.0
1262,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-08-31,3395,2962,     -17,     310,5361,     -13,433,-327.0
1263,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-08-24,3412,2652,     -94,     -66,5374,    -483,760,-28.0
1264,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-08-17,3506,2718,    -460,     772,5857,   -2035,788,-1232.0
1265,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-08-10,3966,1946,     259,     -99,7892,     515,2020,358.0
1266,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-08-03,3707,2045,      25,     188,7377,    -752,1662,-163.0
1267,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-07-27,3682,1857,      97,    -906,8129,    -607,1825,1003.0
1268,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-07-20,3585,2763,   -1872,   -1765,8736,   -2761,822,-107.0
1269,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-07-13,5457,4528,    1863,     904,11497,    2593,929,959.0
1270,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-07-06,3594,3624,     496,     434,8904,     636,-30,62.0
1271,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-06-29,3098,3190,    -518,    -129,8268,    -693,-92,-389.0
1272,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-06-22,3616,3319,     248,     432,8961,    -320,297,-184.0
1273,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-06-15,3368,2887,    -978,    -860,9281,    1712,481,-118.0
1274,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-06-08,4346,3747,    -999,    -685,7569,   -3864,599,-314.0
1275,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-06-01,5345,4432,     790,     774,11433,    1759,913,16.0
1276,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-05-25,4555,3658,    1928,    1488,9674,    2735,897,440.0
1277,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-05-18,2627,2170,     -80,    -307,6939,    -483,457,227.0
1278,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-05-11,2707,2477,     311,    -234,7422,    -162,230,545.0
1279,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-05-04,2396,2711,     -98,    -554,7584,    1107,-315,456.0
1280,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-04-27,2494,3265,     129,     463,6477,   -1330,-771,-334.0
1281,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-04-20,2365,2802,     442,     301,7807,     509,-437,141.0
1282,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-04-13,1923,2501,     -80,    -622,7298,     794,-578,542.0
1283,U.S. DOLLAR INDEX - NEW YORK COTTON EXCHANGE,1999-04-06,2003,3123,     330,     310,6504,    -694,-1120,20.0
